Date,TSLA.US,^NDQ,GM.US,^DJI,mon_dum,tue_dum,wed_dum,thr_dum,fri_dum
2015/6/19,0.592807272,-0.776843725,-0.628053036,-1.378489764,0,0,0,0,1
2015/6/22,-2.591324918,1.806234122,0.552850079,1.440806619,1,0,0,0,0
2015/6/23,7.584024759,0.296858538,0.745722312,0.335131,0,1,0,0,0
2015/6/24,-2.335427326,-1.825549554,-7.840747443,-2.452591949,0,0,1,0,0
2015/6/25,3.412433533,-0.498788656,-3.262206769,-1.053513651,0,0,0,1,0
2015/6/26,-1.580697907,-1.549238193,-2.297666821,0.787016024,0,0,0,0,1
2015/6/29,-4.745591374,-6.005302617,-8.368219583,-4.880150535,1,0,0,0,0
2015/6/30,5.953743989,1.431893306,0.756499779,0.329045512,0,1,0,0,0
2015/7/1,0.828953254,1.3159557,-2.18870966,1.963732249,0,0,1,0,0
2015/7/2,10.09708359,-0.194988351,1.44716181,-0.391374886,0,0,0,1,0
2015/7/6,-0.267838012,-0.861912357,-4.35543623,-0.6560873,1,0,0,0,0
2015/7/7,-10.58156371,0.27644563,1.577566848,1.319444366,0,1,0,0,0
2015/7/8,-12.05854849,-4.387228712,-12.70360078,-3.677382627,0,0,1,0,0
2015/7/9,2.903402305,0.643615981,-1.416503351,0.473868169,0,0,0,1,0
2015/7/10,1.192227838,3.824353974,3.135257139,3.017188816,0,0,0,0,1
2015/7/13,2.902753419,3.692198411,2.227149641,3.058347189,1,0,0,0,0
2015/7/14,3.328603388,1.645466538,0.726427571,1.055475456,0,1,0,0,0
2015/7/15,-2.361660079,-0.291387278,-2.703363108,-0.047220551,0,0,1,0,0
2015/7/16,3.363222309,3.149674246,-6.507828215,0.970627977,0,0,0,1,0
2015/7/17,7.48086193,2.273792508,0.299919485,-0.466329107,0,0,0,0,1
2015/7/20,6.916720824,0.41841486,-1.200250907,0.192962135,1,0,0,0,0
2015/7/21,-13.7187588,-0.514480174,-0.894935031,-2.501600792,0,1,0,0,0
2015/7/22,1.030380046,-1.74487147,-0.748120575,-0.952186164,0,0,1,0,0
2015/7/23,-0.625769963,-1.225885915,9.919472914,-1.668250141,0,0,0,1,0
2015/7/24,-1.674310768,-2.806810961,-3.514763179,-2.303614047,0,0,0,0,1
2015/7/27,-11.68051317,-2.399958338,-0.088278938,-1.820584875,1,0,0,0,0
2015/7/28,11.6705104,2.451991952,2.192869305,2.718944715,0,1,0,0,0
2015/7/29,-0.944507695,1.106262072,5.023351157,1.71750064,0,0,1,0,0
2015/7/30,2.814418922,0.834355492,-0.325915069,-0.076191217,0,0,0,1,0
2015/7/31,-0.600191162,0.022909887,-3.114717378,-0.79060159,0,0,0,0,1
2015/8/3,-5.785282332,-0.676510842,1.343339617,-1.295374864,1,0,0,0,0
2015/8/4,6.047817132,-0.480413967,-1.277812354,-0.674926981,0,1,0,0,0
2015/8/5,3.615085624,1.683951778,0.651963123,-0.145578322,0,0,1,0,0
2015/8/6,-22.21148667,-4.061331455,2.057067538,-1.720592436,0,0,0,1,0
2015/8/7,-3.677926953,-0.637800508,-0.952452783,-0.665480274,0,0,0,0,1
2015/8/10,-1.411800362,2.88785258,1.575373314,3.479317208,1,0,0,0,0
2015/8/11,-3.907999502,-3.185640362,-8.6898731,-3.013453745,0,1,0,0,0
2015/8/12,0.84203808,0.377224383,0.337767616,-0.004740606,0,0,1,0,0
2015/8/13,4.555044716,-0.536734868,1.528881083,0.082459369,0,0,0,1,0
2015/8/14,0.660283412,0.729106239,3.466684124,0.993063634,0,0,0,0,1
2015/8/17,12.17304133,2.152235234,0.94506862,0.969537803,1,0,0,0,0
2015/8/18,5.617878383,-1.588369307,0.795312336,-0.482183711,0,1,0,0,0
2015/8/19,-5.244141693,-1.991362527,-0.638312756,-2.321495671,0,0,1,0,0
2015/8/20,-12.80212967,-7.051135175,-6.245568101,-5.159455476,0,0,0,1,0
2015/8/21,-11.77742129,-8.429028045,-10.03396603,-7.812219516,0,0,0,0,1
2015/8/24,-12.89267909,-9.908148456,-15.20986154,-8.936952262,1,0,0,0,0
2015/8/25,1.326132696,-1.091411212,-4.666610518,-3.227671244,0,1,0,0,0
2015/8/26,5.464015216,10.59860335,7.509677886,9.878919525,0,0,1,0,0
2015/8/27,20.18106249,6.129271917,4.277927124,5.668536018,0,0,0,1,0
2015/8/28,5.648392214,0.810873707,3.671318872,-0.176526004,0,0,0,0,1
2015/8/31,0.584052206,-2.6826101,3.774342544,-1.727151519,1,0,0,0,0
2015/9/1,-10.46886292,-7.348984928,-6.803283492,-7.104294946,0,1,0,0,0
2015/9/2,9.491661795,6.140937426,5.002345185,4.561956864,0,0,1,0,0
2015/9/3,-2.140776493,-0.867372073,-0.851118583,0.357462184,0,0,0,1,0
2015/9/4,-3.704653876,-2.618569769,-1.990611004,-4.158534232,0,0,0,0,1
2015/9/8,6.448132832,6.832418145,8.665346721,6.05966323,0,1,0,0,0
2015/9/9,0.744951555,-2.878262984,-2.186814365,-3.624486742,0,0,1,0,0
2015/9/10,-0.432385199,2.087656338,6.316698217,1.181740381,0,0,0,1,0
2015/9/11,1.771775941,1.359916602,1.262031912,1.572068045,0,0,0,0,1
2015/9/14,2.946165789,-0.859541219,4.734083788,-0.945196552,1,0,0,0,0
2015/9/15,0.376200435,2.848664935,2.179408944,3.495366185,0,1,0,0,0
2015/9/16,8.556791898,1.4772082,1.700960866,2.109958825,0,0,1,0,0
2015/9/17,-0.17159232,0.240834976,0.87399627,-0.973867903,0,0,0,1,0
2015/9/18,-1.382266918,-3.408289827,-6.367860337,-4.350292718,0,0,0,0,1
2015/9/21,3.433152803,0.089595897,0.903690168,1.916588646,1,0,0,0,0
2015/9/22,-3.084316965,-3.739935721,-4.828161959,-2.721349663,0,1,0,0,0
2015/9/23,0.114968958,-0.209177753,-2.583233004,-0.774319416,0,0,1,0,0
2015/9/24,1.972247759,-0.960498576,-2.343961202,-1.206549921,0,0,0,1,0
2015/9/25,-5.900360863,-2.53354117,-0.267729038,1.749085877,0,0,0,0,1
2015/9/28,-8.251446521,-7.603222021,-7.221946273,-4.792925631,1,0,0,0,0
2015/9/29,-1.791752204,-1.270915081,5.176654121,0.738037819,0,1,0,0,0
2015/9/30,1.774278886,5.490646712,7.452947981,3.66951355,0,0,1,0,0
2015/10/1,-8.574879227,0.374445907,5.389119574,-0.194814765,0,0,0,1,0
2015/10/2,8.014944972,4.36020125,8.663327035,3.07829211,0,0,0,0,1
2015/10/5,-1.434439887,3.902051498,0.229231088,4.614697217,1,0,0,0,0
2015/10/6,-4.763863498,-1.72025784,3.61450863,0.205049584,0,1,0,0,0
2015/10/7,-9.835500363,2.252883101,6.470443769,1.818025883,0,0,1,0,0
2015/10/8,-5.646986549,1.024806153,2.850671234,2.046736427,0,0,0,1,0
2015/10/9,-6.64915612,1.022701053,-3.597816548,0.494699647,0,0,0,0,1
2015/10/12,-5.789216119,0.422836701,0.551431876,0.693172579,1,0,0,0,0
2015/10/13,4.256540495,-2.171581271,0.825788185,-0.729196947,0,1,0,0,0
2015/10/14,-2.702388364,-0.71717317,1.500080837,-2.299804061,0,0,1,0,0
2015/10/15,5.105922386,4.560565353,-0.045656263,3.205364924,0,0,0,1,0
2015/10/16,6.438931815,0.851625223,-1.291394962,1.082444908,0,0,0,0,1
2015/10/19,1.200938285,0.960773039,0.667410886,0.211576809,1,0,0,0,0
2015/10/20,-16.51739036,-1.248606148,1.813783657,-0.194857503,0,1,0,0,0
2015/10/21,-3.450218279,-2.114846024,14.49665308,-0.704241304,0,0,1,0,0
2015/10/22,1.940239897,4.151617462,0,4.667675485,0,0,0,1,0
2015/10/23,-3.106690188,5.681344702,3.728817054,2.251966361,0,0,0,0,1
2015/10/26,7.378419289,0.141100905,-1.938594798,-0.335048479,1,0,0,0,0
2015/10/27,-5.70355453,-0.225932032,-4.908250776,-0.590419933,0,1,0,0,0
2015/10/28,3.101980276,3.25735813,1.784881333,2.816750401,0,0,1,0,0
2015/10/29,-1.560155804,-1.050888103,-3.346582563,-0.333529814,0,0,0,1,0
2015/10/30,-5.553311078,-1.010982861,1.15080644,-1.299012154,0,0,0,0,1
2015/11/2,8.289054968,3.630967104,4.729465836,2.338432726,1,0,0,0,0
2015/11/3,-6.361952472,0.876705382,1.473351335,1.253452287,0,1,0,0,0
2015/11/4,27.9337653,-0.128762539,-2.497337648,-0.705569492,0,0,1,0,0
2015/11/5,0.150563399,-0.716580327,0.13746791,-0.058066062,0,0,0,1,0
2015/11/6,0.637486813,0.944860699,2.179386337,0.656368906,0,0,0,0,1
2015/11/9,-7.564215949,-2.516941513,-0.551630203,-2.510422756,1,0,0,0,0
2015/11/10,-9.797297297,-0.591721783,-0.372832538,0.390993363,0,1,0,0,0
2015/11/11,2.979221661,-0.797719565,-0.484466318,-0.788226967,0,0,1,0,0
2015/11/12,-7.006018363,-3.056036882,-3.222348925,-3.58923909,0,0,0,1,0
2015/11/13,-6.750140885,-3.85608222,-5.56877669,-2.906195356,0,0,0,0,1
2015/11/16,8.58992087,2.878519769,6.261575799,3.446893172,1,0,0,0,0
2015/11/17,-0.360459989,0.070215984,0.301145391,0.092804386,0,1,0,0,0
2015/11/18,8.258742386,4.47150232,8.854085637,3.540124074,0,0,1,0,0
2015/11/19,0.826095807,-0.076844262,-2.185389113,-0.06215764,0,0,0,1,0
2015/11/20,-2.018705999,1.541299737,1.374334307,1.283782831,0,0,0,0,1
2015/11/23,-2.56693461,-0.119492568,-1.767151419,-0.43663504,1,0,0,0,0
2015/11/24,0.573477443,0.016168608,0.948065575,0.274129586,0,1,0,0,0
2015/11/25,13.04639175,0.653071543,0.828524084,0.016842398,0,0,1,0,0
2015/11/27,2.145754541,0.556083297,0.225290868,-0.209112359,0,0,0,0,1
2015/11/30,-1.457187822,-0.919060286,-1.165604541,-1.103604856,1,0,0,0,0
2015/12/1,7.524086849,2.331330855,0.417816994,2.37628048,0,1,0,0,0
2015/12/2,-5.481353596,-1.604344968,-3.660080033,-2.217504689,0,0,1,0,0
2015/12/3,0.775895513,-4.18145229,-1.839769688,-3.553504632,0,0,0,1,0
2015/12/4,-2.502578316,5.197983933,5.510459748,5.291895316,0,0,0,0,1
2015/12/7,0.813870966,-1.967030125,-0.836196214,-1.640553956,1,0,0,0,0
2015/12/8,-4.770032514,-0.174937914,-4.494896911,-2.291389249,0,1,0,0,0
2015/12/9,-2.426445778,-3.695883285,-0.196435005,-1.077242714,0,0,1,0,0
2015/12/10,2.8393907,1.12585036,1.255940608,1.178375628,0,0,0,1,0
2015/12/11,-11.06486986,-5.582708518,-7.575705807,-4.40319208,0,0,0,0,1
2015/12/14,1.797069395,0.983717225,-1.139847081,1.495637759,1,0,0,0,0
2015/12/15,2.870230579,2.177301943,1.074275439,2.251345827,0,1,0,0,0
2015/12/16,15.17541539,3.792018994,7.042787157,3.198019277,0,0,1,0,0
2015/12/17,-1.194511961,-3.38090327,-7.328013218,-3.567084284,0,0,0,1,0
2015/12/18,-3.13799464,-3.971474548,-3.2347831,-5.248247583,0,0,0,0,1
2015/12/21,2.27805259,2.327811045,1.193167995,1.79626997,1,0,0,0,0
2015/12/22,-2.805727554,1.61956723,3.368442042,2.400499199,0,1,0,0,0
2015/12/23,-0.272341813,2.240502608,3.575745013,2.66029062,0,0,1,0,0
2015/12/24,0.946889305,0.126834895,-1.275558804,-0.716371038,0,0,0,1,0
2015/12/28,-1.756520268,-0.37139818,-0.650189399,-0.340413749,1,0,0,0,0
2015/12/29,8.998709322,3.320280342,-0.060214258,2.748559898,0,1,0,0,0
2015/12/30,0.948604603,-2.060028113,-1.234253233,-1.652137749,0,0,1,0,0
2015/12/31,2.016040119,-2.88401749,-2.340400149,-2.539782446,0,0,0,1,0
2016/1/4,-17.291431,-5.208281327,-5.157158746,-3.961112262,1,0,0,0,0
2016/1/5,0.021820867,-0.594523046,-6.597601464,0.14169972,0,1,0,0,0
2016/1/6,-4.910945063,-2.845282463,-8.929997585,-3.673800868,0,0,1,0,0
2016/1/7,-3.869147486,-7.564994954,-10.23059529,-5.802646436,0,0,0,1,0
2016/1/8,-5.390666843,-2.441661353,-3.847914976,-2.537982694,0,0,0,0,1
2016/1/11,-3.732218644,-0.303641763,6.081367742,0.79711497,1,0,0,0,0
2016/1/12,2.549308277,2.583554514,0.436086453,1.793601515,0,1,0,0,0
2016/1/13,-11.50164309,-8.528741421,1.54352277,-5.521995953,0,0,1,0,0
2016/1/14,7.325520443,4.912661343,-1.534051397,3.523531382,0,0,0,1,0
2016/1/15,-1.44231119,-6.856988082,-6.035939332,-5.967531694,0,0,0,0,1
2016/1/19,-0.329284355,-0.638866238,-1.418753208,0.436887982,0,1,0,0,0
2016/1/20,-7.350893904,-0.293726756,0.173106785,-3.891104032,0,0,1,0,0
2016/1/21,1.596624065,0.020685692,1.079889288,1.838363542,0,0,0,1,0
2016/1/22,3.225491888,6.659123536,-2.292156727,3.318552033,0,0,0,0,1
2016/1/25,-7.627765065,-3.958132768,-0.389847106,-3.235621067,1,0,0,0,0
2016/1/26,-3.576802915,2.715508942,3.580038324,4.438245111,0,1,0,0,0
2016/1/27,-7.090824551,-5.440529647,-3.721459332,-3.444776873,0,0,1,0,0
2016/1/28,2.16741107,2.148530606,-1.621809994,1.962750698,0,0,0,1,0
2016/1/29,1.858192256,5.956858542,5.33098384,6.170953425,0,0,0,0,1
2016/2/1,7.625169732,0.347858126,3.974963421,-0.259924816,1,0,0,0,0
2016/2/2,-17.97506341,-5.595872192,-3.812732045,-4.493233097,0,1,0,0,0
2016/2/3,-12.72024489,-0.703461406,-6.168237588,2.834053712,0,0,1,0,0
2016/2/4,2.66746215,0.295277339,-2.426405962,1.22301621,0,0,0,1,0
2016/2/5,-18.15214695,-8.117199904,-0.858091084,-3.222504322,0,0,0,0,1
2016/2/8,-22.40152214,-4.548902854,1.208208643,-2.744836923,1,0,0,0,0
2016/2/9,0.371377298,-0.874817625,-7.046365294,-0.197634624,0,1,0,0,0
2016/2/10,-7.723358423,0.868519195,-1.441501409,-1.555477015,0,0,1,0,0
2016/2/11,11.83180205,-0.977567881,-7.303649216,-3.998808652,0,0,0,1,0
2016/2/12,0.947035778,4.140652099,7.523443588,5.007285995,0,0,0,0,1
2016/2/16,6.837615326,5.674338503,7.843814939,3.48335153,0,1,0,0,0
2016/2/17,21.76476843,5.528679249,6.022407783,3.973411392,0,0,1,0,0
2016/2/18,-2.83007123,-2.565030017,-2.02816171,-0.613838845,0,0,0,1,0
2016/2/19,-0.285572945,0.940938688,-2.158865978,-0.326561846,0,0,0,0,1
2016/2/22,16.7487596,3.673050752,7.385873706,3.48752653,1,0,0,0,0
2016/2/23,-0.744769733,-3.666359633,-2.124329159,-2.841042413,0,1,0,0,0
2016/2/24,2.524547147,2.166609675,-4.561856727,0.809559281,0,0,1,0,0
2016/2/25,11.7737759,2.179363846,5.716940941,3.219595523,0,0,0,1,0
2016/2/26,3.881459429,0.450655906,1.087200637,-0.858223101,0,0,0,0,1
2016/2/29,2.088373669,-1.77106048,-1.588672955,-1.855021373,1,0,0,0,0
2016/3/1,-7.268293827,7.220899747,4.816957655,5.276238913,0,1,0,0,0
2016/3/2,2.670385485,0.736736609,1.178213291,0.507557628,0,0,1,0,0
2016/3/3,9.821997451,0.212611249,7.617468435,0.659493991,0,0,0,1,0
2016/3/4,6.77047811,0.509833412,2.43208766,0.927619969,0,0,0,0,1
2016/3/7,5.284382997,-0.46480617,1.758731256,0.9875479,1,0,0,0,0
2016/3/8,-3.275244776,-3.155631073,-7.231731917,-1.608444443,0,1,0,0,0
2016/3/9,7.551807621,1.374542357,1.984010115,0.534363745,0,0,1,0,0
2016/3/10,-4.240120161,-0.653562612,2.297590014,-0.076910136,0,0,0,1,0
2016/3/11,2.825560909,4.628219538,3.56507271,3.209448824,0,0,0,0,1
2016/3/14,9.216889679,0.095293853,-0.626106153,0.22976406,1,0,0,0,0
2016/3/15,3.70730585,-1.13730138,-1.043586427,0.325030921,0,1,0,0,0
2016/3/16,4.109989008,1.866275295,5.15933988,1.075701691,0,0,1,0,0
2016/3/17,5.013416423,0.578299192,2.12017915,2.247087574,0,0,0,1,0
2016/3/18,7.023588656,1.081677658,0,1.727684539,0,0,0,0,1
2016/3/21,5.993812838,0.689166224,0.944614858,0.306352011,1,0,0,0,0
2016/3/22,-4.279959718,0.664917122,-1.402780714,-0.585853164,0,1,0,0,0
2016/3/23,-12.44396773,-2.737646371,-4.621825234,-1.137205767,0,0,1,0,0
2016/3/24,5.805764656,0.243244717,-2.789989855,0.187686508,0,0,0,1,0
2016/3/28,2.756317797,-0.351419294,0.477451237,0.280604919,1,0,0,0,0
2016/3/29,-0.14168735,4.186779783,1.365381444,1.393182587,0,1,0,0,0
2016/3/30,-3.519749707,1.169371645,-1.594464386,1.184561317,0,0,1,0,0
2016/3/31,3.173343911,0.028751625,3.552987696,-0.445484646,0,0,0,1,0
2016/4/1,8.507964486,2.294218508,-7.630012075,1.521903479,0,0,0,0,1
2016/4/4,9.891535611,-1.156771539,-4.683278412,-0.783324669,1,0,0,0,0
2016/4/5,8.582837362,-2.446440983,-2.514662232,-1.884196877,0,1,0,0,0
2016/4/6,9.737953063,3.963207561,2.869797989,1.600976407,0,0,1,0,0
2016/4/7,-7.74243135,-3.675783219,-4.341278104,-2.456670646,0,0,0,1,0
2016/4/8,-6.931362886,0.119627834,-0.432700862,0.49880401,0,0,0,0,1
2016/4/11,-0.149958312,-0.891110337,1.381372136,-0.292286038,1,0,0,0,0
2016/4/12,-2.100676418,2.001179294,1.524856982,2.347290819,0,1,0,0,0
2016/4/13,6.770048362,3.86538426,8.988563832,2.638498977,0,0,1,0,0
2016/4/14,-2.622475499,-0.077313024,-0.490891451,0.253374417,0,0,0,1,0
2016/4/15,2.629431769,-0.387695642,-1.29160938,-0.4040124,0,0,0,0,1
2016/4/18,-0.618837411,1.103636533,6.133428842,1.490434956,1,0,0,0,0
2016/4/19,-6.410521527,-0.992435514,5.266497703,0.686508007,0,1,0,0,0
2016/4/20,2.628658747,0.394710475,1.723002266,0.590879381,0,0,1,0,0
2016/4/21,-1.680198263,-0.037387862,3.660803714,-1.571456438,0,0,0,1,0
2016/4/22,5.497592538,-2.079884545,-3.680822931,0.295147732,0,0,0,0,1
2016/4/25,-1.901966696,-0.605352786,-1.802291406,-0.368117753,1,0,0,0,0
2016/4/26,1.906123421,-0.308519007,1.88985585,0.181896665,0,1,0,0,0
2016/4/27,-2.236048711,-1.287254695,-0.230070703,0.711910627,0,0,1,0,0
2016/4/28,-3.738510084,-2.973901636,2.173350104,-2.920896486,0,0,0,1,0
2016/4/29,-7.013745913,-1.557138071,-4.938203689,-0.800863227,0,0,0,0,1
2016/5/2,1.079392176,2.210828084,-0.381616558,1.653009738,1,0,0,0,0
2016/5/3,-9.801488834,-2.821431463,-3.963451191,-1.959766723,0,1,0,0,0
2016/5/4,-10.50329287,-1.972405222,-5.268518342,-1.403449175,0,0,1,0,0
2016/5/5,-12.38938351,-0.452319686,-0.416164288,0.133843136,0,0,0,1,0
2016/5/6,4.018933485,1.010686673,3.461481522,1.131324845,0,0,0,0,1
2016/5/9,-6.991213439,0.741634573,-1.463095037,-0.489272365,1,0,0,0,0
2016/5/10,-0.274626651,3.140387478,4.636411777,3.140759215,0,1,0,0,0
2016/5/11,0.323445485,-2.556716592,-2.153610286,-3.029140997,0,0,1,0,0
2016/5/12,-2.106857516,-1.323862717,0.800027561,0.132402694,0,0,0,1,0
2016/5/13,0.49589888,-0.939714665,-5.298061257,-2.612510934,0,0,0,0,1
2016/5/16,0.818238962,3.061886351,1.251349782,2.500524655,1,0,0,0,0
2016/5/17,-4.356906236,-3.126923898,-0.338431462,-2.55113996,0,1,0,0,0
2016/5/18,7.952213427,1.239998897,0.96714804,-0.04791791,0,0,1,0,0
2016/5/19,4.782284415,-1.402686575,-3.476440682,-1.301163601,0,0,0,1,0
2016/5/20,5.889609892,3.025444931,2.060935416,0.939754752,0,0,0,0,1
2016/5/23,-4.606647464,-0.198131484,0.144963633,-0.114422425,1,0,0,0,0
2016/5/24,1.952867559,4.99813252,3.765897865,3.045801933,0,1,0,0,0
2016/5/25,1.917080256,1.739846865,4.843227337,2.053817763,0,0,1,0,0
2016/5/26,6.306912499,0.351386854,-2.862362285,-0.325182576,0,0,0,1,0
2016/5/27,-2.310434435,1.618292984,0.804203914,0.63003799,0,0,0,0,1
2016/5/31,0.2135272,0.737306172,-0.867953563,-1.203196738,0,1,0,0,0
2016/6/1,-4.110670609,0.212204808,-8.471111314,0.034715976,0,0,1,0,0
2016/6/2,-0.683186107,0.964713009,0.352342784,0.687056027,0,0,0,1,0
2016/6/3,0.03425291,-1.450307361,-5.478197286,-0.4414594,0,0,0,0,1
2016/6/6,1.929887049,1.324729086,3.299865755,1.590240051,1,0,0,0,0
2016/6/7,13.20860522,-0.350191498,1.985465047,0.250413915,0,1,0,0,0
2016/6/8,3.421716927,0.649468434,-2.351584515,0.93055187,0,0,1,0,0
2016/6/9,-6.537675224,-0.805083383,-1.76007374,-0.275755968,0,0,0,1,0
2016/6/10,-11.52170927,-3.230233412,-2.568801466,-1.665954043,0,0,0,0,1
2016/6/13,-1.050665021,-2.355170547,0.191021774,-1.859186559,1,0,0,0,0
2016/6/14,-3.351187976,-0.252142957,-2.162250599,-0.812915058,0,1,0,0,0
2016/6/15,3.197836706,-0.444921597,0.275058883,-0.490104001,0,0,1,0,0
2016/6/16,0.265273921,0.516553497,1.388029568,1.317022455,0,0,0,1,0
2016/6/17,-2.8116762,-2.300347581,1.803380884,-0.816834056,0,0,0,0,1
2016/6/20,4.897217601,1.920176487,3.600020899,1.834636858,1,0,0,0,0
2016/6/21,-0.102412147,0.338521586,-1.193537268,0.349061802,0,1,0,0,0
2016/6/22,-26.1258,-0.538837597,-1.60432491,-0.685652559,0,0,1,0,0
2016/6/23,-0.331790065,3.968286809,4.258085454,3.237194214,0,0,0,1,0
2016/6/24,-4.135702993,-10.32018069,-12.32493549,-8.471456721,0,0,0,0,1
2016/6/27,6.989368394,-5.9964736,-7.405074569,-3.742798443,1,0,0,0,0
2016/6/28,4.079566659,5.301516616,2.083929403,3.930516726,0,1,0,0,0
2016/6/29,10.36966557,4.655926102,3.878242456,4.091967016,0,0,1,0,0
2016/6/30,2.521287302,3.31746613,1.162485195,3.324586825,0,0,0,1,0
2016/7/1,4.969262295,1.027325835,5.196074769,0.270217663,0,0,0,0,1
2016/7/5,-2.909937436,-2.039559328,-6.223821723,-1.514677117,0,1,0,0,0
2016/7/6,0.538018829,1.87957453,2.054940197,1.093011342,0,0,1,0,0
2016/7/7,1.748740907,0.908078763,2.975070215,-0.317267736,0,0,0,1,0
2016/7/8,0.972492359,4.098478309,8.02621037,3.504437893,0,0,0,0,1
2016/7/11,9.225366731,1.607905164,3.943720543,1.104743882,1,0,0,0,0
2016/7/12,-0.143473938,1.71289169,3.910743041,1.656066052,0,1,0,0,0
2016/7/13,-2.360333051,-0.85061778,0.238017544,0.333148569,0,0,1,0,0
2016/7/14,-1.122323108,1.414878549,1.041295118,1.827361241,0,0,0,1,0
2016/7/15,-1.310203335,-0.221987819,0.095485813,0.136979565,0,0,0,0,1
2016/7/18,6.670614581,1.301795971,0.807501556,0.222773681,1,0,0,0,0
2016/7/19,-1.093925069,-0.959792554,3.095922212,0.35018521,0,1,0,0,0
2016/7/20,3.441031344,2.658660901,1.919035858,0.485209071,0,0,1,0,0
2016/7/21,-8.604834472,-0.787338922,4.279809446,-1.045978415,0,0,0,1,0
2016/7/22,2.006802721,1.293876505,1.022373006,0.72392037,0,0,0,0,1
2016/7/25,8.70562829,-0.124015717,-0.781692327,-1.047205701,1,0,0,0,0
2016/7/26,-0.542911178,0.609106585,0.710859664,-0.261043873,0,1,0,0,0
2016/7/27,-1.111060278,1.455954443,-1.027641266,-0.02138169,0,0,1,0,0
2016/7/28,2.319024205,0.737867742,-8.045017611,-0.214105868,0,0,0,1,0
2016/7/29,4.532002081,0.346752073,4.444840384,-0.326581366,0,0,0,0,1
2016/8/1,-5.090176136,1.068841738,-1.901452255,-0.376107299,1,0,0,0,0
2016/8/2,-3.053671579,-2.240943636,-10.94724081,-1.232578319,0,1,0,0,0
2016/8/3,-1.7825665,1.070998281,2.589590611,0.562827861,0,0,1,0,0
2016/8/4,5.573952536,0.31542287,0.831361763,-0.040179788,0,0,0,1,0
2016/8/5,-0.629309223,2.65521413,3.786808123,2.608427941,0,0,0,0,1
2016/8/8,-4.205982276,-0.382101924,0.655091789,-0.191980707,1,0,0,0,0
2016/8/9,3.228363168,0.574989354,1.534063242,0.050730492,0,1,0,0,0
2016/8/10,-3.743779466,-0.983229125,1.457593666,-0.504369221,0,0,1,0,0
2016/8/11,-0.819301616,1.144184545,3.986557351,1.59307643,0,0,0,1,0
2016/8/12,0.778644791,0.214692831,-1.409748354,-0.497622159,0,0,0,0,1
2016/8/15,-0.023270194,1.391678403,2.29685529,0.801820798,1,0,0,0,0
2016/8/16,-2.194251062,-1.658583586,-1.183602133,-1.127250678,0,1,0,0,0
2016/8/17,-0.412549556,0.074132743,1.106801224,0.295385624,0,0,1,0,0
2016/8/18,0.30236449,0.54937594,-2.359682351,0.319802907,0,0,0,1,0
2016/8/19,1.666029113,-0.084444148,2.214605411,-0.606661039,0,0,0,0,1
2016/8/22,-2.3,0.296847499,0.33125782,-0.31195139,1,0,0,0,0
2016/8/23,2.141367245,0.737901842,0.229454176,0.241237988,0,1,0,0,0
2016/8/24,-2.468427478,-2.014703198,-0.935388241,-0.887191128,0,0,1,0,0
2016/8/25,-1.863044342,-0.263047441,-1.894436456,-0.447339715,0,0,0,1,0
2016/8/26,-1.098046936,0.322320709,-0.074493722,-0.71835459,0,0,0,0,1
2016/8/29,-5.442861039,0.642374284,2.206602856,1.462186199,1,0,0,0,0
2016/8/30,-4.485352032,-0.446263902,-1.094110087,-0.657866647,0,1,0,0,0
2016/8/31,0.793155089,-0.467644012,1.966926698,-0.723679576,0,0,1,0,0
2016/9/1,-13.25350219,0.670890544,-0.943121927,0.25025977,0,0,0,1,0
2016/9/2,-3.724401742,1.085186935,2.850239583,0.986193829,0,0,0,0,1
2016/9/6,6.370731041,1.184784472,-0.327835918,0.624054995,0,1,0,0,0
2016/9/7,-1.379305244,0.433667376,1.174078111,-0.161558993,0,0,1,0,0
2016/9/8,-5.380502279,-1.15680942,-1.394299028,-0.623848249,0,0,0,1,0
2016/9/9,-3.659565412,-6.349011689,-9.694938461,-5.336335512,0,0,0,0,1
2016/9/12,4.922983177,4.193401757,5.734770438,3.312331183,1,0,0,0,0
2016/9/13,-2.836611195,-2.716864707,-1.918365675,-3.524133878,0,1,0,0,0
2016/9/14,0.459066565,0.898113574,-1.866602633,-0.442525634,0,0,1,0,0
2016/9/15,4.849549412,3.668504785,3.339797457,2.463435907,0,0,0,1,0
2016/9/16,6.467261013,-0.243823921,-1.206769848,-1.21729715,0,0,0,0,1
2016/9/19,1.144720411,-0.454756062,6.063116386,-0.050072281,1,0,0,0,0
2016/9/20,-2.059101483,0.301812979,-0.555358339,0.135070477,0,1,0,0,0
2016/9/21,0.70733799,2.5675637,3.623826291,2.257864882,0,0,1,0,0
2016/9/22,1.474640568,2.093413255,2.195472031,1.34964496,0,0,0,1,0
2016/9/23,1.235285569,-1.581134634,-2.086760495,-1.780756897,0,0,0,0,1
2016/9/26,1.856471439,-2.273948075,-2.510011132,-2.281034639,1,0,0,0,0
2016/9/27,-3.80400066,2.292919245,-1.562534226,1.844035009,0,1,0,0,0
2016/9/28,0.557551728,0.605008566,2.367726909,1.521535195,0,0,1,0,0
2016/9/29,-6.750270883,-2.322061464,-3.278986826,-2.669003732,0,0,0,1,0
2016/9/30,4.147982063,2.033060361,2.313073428,2.269414031,0,0,0,0,1
