Year,Economy,Economy Label,Flow,Flow Label,Direction,Direction Label,US$ at current prices in millions,US$ at current prices in millions Footnote,US$ at current prices in millions Missing value,Percentage of total world,Percentage of total world Footnote,Percentage of total world Missing value
1995,5220,Latin America and the Caribbean,8,Flow,2,Outward,3755.962,,,1.039731,,
1995,5220,Latin America and the Caribbean,9,Stock,1,Inward,179917.32,,,5.047541,,
1995,5220,Latin America and the Caribbean,9,Stock,2,Outward,67852.927,,,1.699258,,
1995,5221,Caribbean,8,Flow,1,Inward,864.8,,,0.250563,,
1995,5221,Caribbean,8,Flow,2,Outward,67.5,,,0.018686,,
1995,5221,Caribbean,9,Stock,1,Inward,3635.811,,,0.102002,,
1995,5221,Caribbean,9,Stock,2,Outward,330.2,,,0.008269,,
1995,5222,Central America,8,Flow,1,Inward,10365.123,,,3.003141,,
1995,5222,Central America,8,Flow,2,Outward,-13.025,,,-0.003606,,
1995,5222,Central America,9,Stock,1,Inward,48392.805,,,1.35765,,
1995,5222,Central America,9,Stock,2,Outward,4352.975,,,0.109013,,
1995,5223,South America,8,Flow,1,Inward,18612.67,,,5.392746,,
1995,5223,South America,8,Flow,2,Outward,3701.487,,,1.024651,,
1995,5223,South America,9,Stock,1,Inward,127888.704,,,3.58789,,
1995,5223,South America,9,Stock,2,Outward,63169.752,,,1.581976,,
1995,5300,Asia,8,Flow,1,Inward,85157.377,,,24.673089,,
1995,5300,Asia,8,Flow,2,Outward,68654.191,,,19.004945,,
1995,5300,Asia,9,Stock,1,Inward,615015.607,,,17.254128,,
1995,5300,Asia,9,Stock,2,Outward,453097.91,,,11.347045,,
1995,5310,Central Asia,8,Flow,1,Inward,1279.335,,,0.370668,,
1995,5310,Central Asia,8,Flow,2,Outward,0.3,,,8.30E-05,,
1995,5310,Central Asia,9,Stock,1,Inward,3600.622,,,0.101015,,
1995,5310,Central Asia,9,Stock,2,Outward,0.3,,,8.00E-06,,
1995,5330,Eastern Asia,8,Flow,1,Inward,47833.446,,,13.859033,,
1995,5330,Eastern Asia,8,Flow,2,Outward,56481.832,,,15.635376,,
1995,5330,Eastern Asia,9,Stock,1,Inward,398978.027,,,11.193241,,
1995,5330,Eastern Asia,9,Stock,2,Outward,390945.23,,,9.79054,,
1995,5350,South-eastern Asia,8,Flow,1,Inward,28632.371,,,8.295805,,
1995,5350,South-eastern Asia,8,Flow,2,Outward,12079.052,,,3.343739,,
1995,5350,South-eastern Asia,9,Stock,1,Inward,147581.851,,,4.140377,,
1995,5350,South-eastern Asia,9,Stock,2,Outward,48788.339,,,1.221819,,
1995,5320,Southern Asia,8,Flow,1,Inward,2816.345,,,0.815994,,
1995,5320,Southern Asia,8,Flow,2,Outward,128.554,,,0.035586,,
1995,5320,Southern Asia,9,Stock,1,Inward,15320.105,,,0.429802,,
1995,5320,Southern Asia,9,Stock,2,Outward,827.849,,,0.020732,,
1995,5340,Western Asia,8,Flow,1,Inward,4595.88,,,1.331588,,
1995,5340,Western Asia,8,Flow,2,Outward,-35.547,,,-0.00984,,
1995,5340,Western Asia,9,Stock,1,Inward,49535.002,,,1.389694,,
1995,5340,Western Asia,9,Stock,2,Outward,12536.192,,,0.313947,,
1995,5400,Europe,8,Flow,1,Inward,141370.61,,,40.960041,,
1995,5400,Europe,8,Flow,2,Outward,178026.432,,,49.281515,,
1995,5400,Europe,9,Stock,1,Inward,1412514.697,,,39.627791,,
1995,5400,Europe,9,Stock,2,Outward,1889439.343,,,47.317705,,
1995,5410,Eastern Europe,8,Flow,1,Inward,16834.375,,,4.877511,,
1995,5410,Eastern Europe,8,Flow,2,Outward,706.931,,,0.195694,,
1995,5410,Eastern Europe,9,Stock,1,Inward,35705.764,,,1.001717,,
1995,5410,Eastern Europe,9,Stock,2,Outward,5160.431,,,0.129234,,
1995,5420,Northern Europe,8,Flow,1,Inward,47523.188,,,13.76914,,
1995,5420,Northern Europe,8,Flow,2,Outward,67442.084,,,18.669408,,
1995,5420,Northern Europe,9,Stock,1,Inward,327527.715,,,9.188718,,
1995,5420,Northern Europe,9,Stock,2,Outward,457020.812,,,11.445287,,
1995,5430,Southern Europe,8,Flow,1,Inward,14966.114,,,4.33621,,
1995,5430,Southern Europe,8,Flow,2,Outward,11027.438,,,3.05263,,
1995,5430,Southern Europe,9,Stock,1,Inward,203799.112,,,5.71754,,
1995,5430,Southern Europe,9,Stock,2,Outward,149032.667,,,3.732263,,
1995,5440,Western Europe,8,Flow,1,Inward,62046.934,,,17.977181,,
1995,5440,Western Europe,8,Flow,2,Outward,98849.979,,,27.363783,,
1995,5440,Western Europe,9,Stock,1,Inward,845482.107,,,23.719816,,
1995,5440,Western Europe,9,Stock,2,Outward,1278225.434,,,32.010921,,
1995,5500,Oceania,8,Flow,1,Inward,15080.26,,,4.369282,,
1995,5500,Oceania,8,Flow,2,Outward,4296.071,,,1.189244,,
1995,5500,Oceania,9,Stock,1,Inward,139467.304,,,3.912725,,
1995,5500,Oceania,9,Stock,2,Outward,68203.532,,,1.708038,,
1995,5520,Australia and New Zealand,8,Flow,1,Inward,14528.724,,,4.209483,,
1995,5520,Australia and New Zealand,8,Flow,2,Outward,4316.536,,,1.194909,,
1995,5520,Australia and New Zealand,9,Stock,1,Inward,137038.219,,,3.844577,,
1995,5520,Australia and New Zealand,9,Stock,2,Outward,68160.023,,,1.706949,,
1995,5510,Oceania excluding Australia and New Zealand,8,Flow,1,Inward,551.536,,,0.159799,,
1995,5510,Oceania excluding Australia and New Zealand,8,Flow,2,Outward,-20.465,,,-0.005665,,
1995,5510,Oceania excluding Australia and New Zealand,9,Stock,1,Inward,2429.085,,,0.068147,,
1995,5510,Oceania excluding Australia and New Zealand,9,Stock,2,Outward,43.509,,,0.00109,,
1995,4,Afghanistan,8,Flow,1,Inward,-0.093,,,-2.70E-05,,
1995,4,Afghanistan,9,Stock,1,Inward,11.767,,,0.00033,,
1995,8,Albania,8,Flow,1,Inward,70.05,,,0.020296,,
1995,8,Albania,9,Stock,1,Inward,211.02,,,0.00592,,
1995,12,Algeria,8,Flow,1,Inward,0.001,,,0,,
1995,12,Algeria,8,Flow,2,Outward,0.001,,,0,,
1995,12,Algeria,9,Stock,1,Inward,1670.573,,,0.046868,,
1995,12,Algeria,9,Stock,2,Outward,183.044,,,0.004584,,
1995,24,Angola,8,Flow,1,Inward,472,,,0.136755,,
1995,24,Angola,8,Flow,2,Outward,-1,,,-0.000277,,
1995,24,Angola,9,Stock,1,Inward,2920.85,,,0.081944,,
1995,24,Angola,9,Stock,2,Outward,0.089,,,2.00E-06,,
1995,660,Anguilla,8,Flow,1,Inward,17.581,,,0.005094,,
1995,28,Antigua and Barbuda,8,Flow,1,Inward,31.485,,,0.009122,,
1995,32,Argentina,8,Flow,1,Inward,5609.423,,,1.625247,,
1995,32,Argentina,8,Flow,2,Outward,1497.149,,,0.414443,,
1995,32,Argentina,9,Stock,1,Inward,27991.044,,,0.785283,,
1995,32,Argentina,9,Stock,2,Outward,10695.635,,,0.267853,,
1995,51,Armenia,8,Flow,1,Inward,25.32,,,0.007336,,
1995,51,Armenia,9,Stock,1,Inward,66,,,0.001852,,
1995,533,Aruba,8,Flow,1,Inward,1.117,,,0.000324,,
1995,533,Aruba,8,Flow,2,Outward,1.676,,,0.000464,,
1995,533,Aruba,9,Stock,1,Inward,249.121,,,0.006989,,
1995,533,Aruba,9,Stock,2,Outward,378.306,,,0.009474,,
1995,36,Australia,8,Flow,1,Inward,11678.762,,,3.383748,,
1995,36,Australia,8,Flow,2,Outward,2532.931,,,0.701169,,
1995,36,Australia,9,Stock,1,Inward,111310.606,,,3.122795,,
1995,36,Australia,9,Stock,2,Outward,60484.4,,,1.514726,,
1995,40,Austria,8,Flow,1,Inward,1825.09,,,0.528793,,
1995,40,Austria,8,Flow,2,Outward,1083.553,,,0.299951,,
1995,40,Austria,9,Stock,1,Inward,19000.695,,,0.53306,,
1995,40,Austria,9,Stock,2,Outward,11399.869,,,0.28549,,
1995,31,Azerbaijan,8,Flow,1,Inward,155,,,0.044909,,
1995,31,Azerbaijan,9,Stock,1,Inward,330.1,,,0.009261,,
1995,44,Bahamas,8,Flow,1,Inward,106.8,,,0.030944,,
1995,44,Bahamas,8,Flow,2,Outward,-0.112,,,-3.10E-05,,
1995,44,Bahamas,9,Stock,1,Inward,742.08,,,0.020819,,
1995,48,Bahrain,8,Flow,1,Inward,430.59,,,0.124757,,
1995,48,Bahrain,8,Flow,2,Outward,-16.1,,,-0.004457,,
1995,48,Bahrain,9,Stock,1,Inward,2403.45,,,0.067428,,
1995,48,Bahrain,9,Stock,2,Outward,1043.88,,,0.026142,,
1995,50,Bangladesh,8,Flow,1,Inward,92.3,,,0.026743,,
1995,50,Bangladesh,8,Flow,2,Outward,1.7,,,0.000471,,
1995,50,Bangladesh,9,Stock,1,Inward,600.09,,,0.016835,,
1995,50,Bangladesh,9,Stock,2,Outward,47.632,,,0.001193,,
1995,52,Barbados,8,Flow,1,Inward,11.804,,,0.00342,,
1995,52,Barbados,8,Flow,2,Outward,3.3,,,0.000914,,
1995,52,Barbados,9,Stock,1,Inward,227.23,,,0.006375,,
1995,52,Barbados,9,Stock,2,Outward,32.633,,,0.000817,,
1995,112,Belarus,8,Flow,1,Inward,14.7,,,0.004259,,
1995,112,Belarus,8,Flow,2,Outward,0.26,,,7.20E-05,,
1995,112,Belarus,9,Stock,1,Inward,49.8,,,0.001397,,
1995,112,Belarus,9,Stock,2,Outward,185.635,,,0.004649,,
1995,56,Belgium,8,Flow,1,Inward,10688.7,,,3.096893,,
1995,56,Belgium,8,Flow,2,Outward,11603,,,3.211958,,
1995,56,Belgium,9,Stock,1,Inward,112960,,,3.169068,,
1995,56,Belgium,9,Stock,2,Outward,80690,,,2.02074,,
1995,84,Belize,8,Flow,1,Inward,20.762,,,0.006016,,
1995,84,Belize,8,Flow,2,Outward,2.529,,,0.0007,,
1995,84,Belize,9,Stock,1,Inward,175.18,,,0.004915,,
1995,84,Belize,9,Stock,2,Outward,28.31,,,0.000709,,
1995,204,Benin,8,Flow,1,Inward,8.014,,,0.002322,,
1995,204,Benin,9,Stock,1,Inward,48.807,,,0.001369,,
1995,204,Benin,9,Stock,2,Outward,4.559,,,0.000114,,
1995,64,Bhutan,8,Flow,1,Inward,0.05,,,1.40E-05,,
1995,64,Bhutan,9,Stock,1,Inward,2.67,,,7.50E-05,,
1995,68,Bolivia (Plurinational State of),8,Flow,1,Inward,374.3,,,0.108448,,
1995,68,Bolivia (Plurinational State of),8,Flow,2,Outward,2,,,0.000554,,
1995,68,Bolivia (Plurinational State of),9,Stock,1,Inward,1564.3,,,0.043886,,
1995,68,Bolivia (Plurinational State of),9,Stock,2,Outward,17.3,,,0.000433,,
1995,72,Botswana,8,Flow,1,Inward,70.413,,,0.020401,,
1995,72,Botswana,8,Flow,2,Outward,40.906,,,0.011324,,
1995,72,Botswana,9,Stock,1,Inward,1126.354,,,0.0316,,
1995,72,Botswana,9,Stock,2,Outward,650.111,,,0.016281,,
1995,76,Brazil,8,Flow,1,Inward,4405.122,,,1.276319,,
1995,76,Brazil,8,Flow,2,Outward,1095.638,,,0.303296,,
1995,76,Brazil,9,Stock,1,Inward,47886.624,,,1.343449,,
1995,76,Brazil,9,Stock,2,Outward,44473.674,,,1.113765,,
1995,92,British Virgin Islands,8,Flow,1,Inward,-576.71,,,-0.167093,,
1995,92,British Virgin Islands,8,Flow,2,Outward,3297.642,,,0.912858,,
1995,92,British Virgin Islands,9,Stock,1,Inward,776.34,,,0.02178,,
1995,92,British Virgin Islands,9,Stock,2,Outward,12474.425,,,0.3124,,
1995,96,Brunei Darussalam,8,Flow,1,Inward,582.761,,,0.168846,,
1995,96,Brunei Darussalam,9,Stock,1,Inward,641.771,,,0.018005,,
1995,100,Bulgaria,8,Flow,1,Inward,90.4,,,0.026192,,
1995,100,Bulgaria,8,Flow,2,Outward,-8,,,-0.002215,,
1995,100,Bulgaria,9,Stock,1,Inward,445.47,,,0.012498,,
1995,100,Bulgaria,9,Stock,2,Outward,104.627,,,0.00262,,
1995,854,Burkina Faso,8,Flow,1,Inward,9.817,,,0.002844,,
1995,854,Burkina Faso,8,Flow,2,Outward,0.2,,,5.50E-05,,
1995,854,Burkina Faso,9,Stock,1,Inward,73.72,,,0.002068,,
1995,854,Burkina Faso,9,Stock,2,Outward,12.572,,,0.000315,,
1995,108,Burundi,8,Flow,1,Inward,1.982,,,0.000574,,
1995,108,Burundi,8,Flow,2,Outward,0.601,,,0.000166,,
1995,108,Burundi,9,Stock,1,Inward,33.688,,,0.000945,,
1995,108,Burundi,9,Stock,2,Outward,1.046,,,2.60E-05,,
1995,132,Cabo Verde,8,Flow,1,Inward,26.181,,,0.007585,,
1995,132,Cabo Verde,8,Flow,2,Outward,0.574,,,0.000159,,
1995,132,Cabo Verde,9,Stock,1,Inward,37.95,,,0.001065,,
1995,116,Cambodia,8,Flow,1,Inward,150.7,,,0.043663,,
1995,116,Cambodia,9,Stock,1,Inward,355.927,,,0.009985,,
1995,116,Cambodia,9,Stock,2,Outward,139.218,,,0.003486,,
1995,120,Cameroon,8,Flow,1,Inward,7.292,,,0.002113,,
1995,120,Cameroon,8,Flow,2,Outward,0.601,,,0.000166,,
1995,120,Cameroon,9,Stock,1,Inward,378.545,,,0.01062,,
1995,120,Cameroon,9,Stock,2,Outward,1225.811,,,0.030698,,
1995,124,Canada,8,Flow,1,Inward,9254.772,,,2.681433,,
1995,124,Canada,8,Flow,2,Outward,11461.606,,,3.172817,,
1995,124,Canada,9,Stock,1,Inward,123181.219,,,3.455822,,
1995,124,Canada,9,Stock,2,Outward,118105.04,,,2.957734,,
1995,136,Cayman Islands,8,Flow,1,Inward,50.31,,,0.014577,,
1995,136,Cayman Islands,8,Flow,2,Outward,266.015,,,0.073639,,
1995,136,Cayman Islands,9,Stock,1,Inward,2745.15,,,0.077015,,
1995,136,Cayman Islands,9,Stock,2,Outward,1384.045,,,0.034661,,
1995,140,Central African Republic,8,Flow,1,Inward,6.201,,,0.001797,,
1995,140,Central African Republic,8,Flow,2,Outward,1.424,,,0.000394,,
1995,140,Central African Republic,9,Stock,1,Inward,79.66,,,0.002235,,
1995,140,Central African Republic,9,Stock,2,Outward,41.206,,,0.001032,,
1995,148,Chad,8,Flow,1,Inward,32.612,,,0.009449,,
1995,148,Chad,8,Flow,2,Outward,-2.454,,,-0.000679,,
1995,148,Chad,9,Stock,1,Inward,330.727,,,0.009278,,
1995,148,Chad,9,Stock,2,Outward,70.495,,,0.001765,,
1995,152,Chile,8,Flow,1,Inward,2956.1,,,0.856486,,
1995,152,Chile,8,Flow,2,Outward,751.5,,,0.208031,,
1995,152,Chile,9,Stock,1,Inward,24437.384,,,0.685585,,
1995,152,Chile,9,Stock,2,Outward,2773.5,,,0.069457,,
1995,156,China,8,Flow,1,Inward,37520.53,,,10.871018,,
1995,156,China,8,Flow,2,Outward,2000,,,0.553643,,
1995,156,China,9,Stock,1,Inward,101098,,,2.836282,,
1995,156,China,9,Stock,2,Outward,17768,,,0.444968,,
1995,344,"China, Hong Kong SAR",8,Flow,1,Inward,6213.363,,,1.80023,,
1995,344,"China, Hong Kong SAR",8,Flow,2,Outward,25000,,,6.920533,,
1995,344,"China, Hong Kong SAR",9,Stock,1,Inward,227532.122,,,6.383364,,
1995,344,"China, Hong Kong SAR",9,Stock,2,Outward,78833.23,,,1.97424,,
1995,446,"China, Macao SAR",8,Flow,1,Inward,2.19,,,0.000635,,
1995,446,"China, Macao SAR",9,Stock,1,Inward,2802.01,,,0.07861,,
1995,158,"China, Taiwan Province of",8,Flow,1,Inward,1559,,,0.451697,,
1995,158,"China, Taiwan Province of",8,Flow,2,Outward,2983,,,0.825758,,
1995,158,"China, Taiwan Province of",9,Stock,1,Inward,15736,,,0.44147,,
1995,158,"China, Taiwan Province of",9,Stock,2,Outward,42612,,,1.067143,,
1995,170,Colombia,8,Flow,1,Inward,968.368,,,0.28057,,
1995,170,Colombia,8,Flow,2,Outward,256.2,,,0.070922,,
1995,170,Colombia,9,Stock,1,Inward,6406.992,,,0.179747,,
1995,170,Colombia,9,Stock,2,Outward,1027.321,,,0.025727,,
1995,174,Comoros,8,Flow,1,Inward,0.89,,,0.000258,,
1995,174,Comoros,9,Stock,1,Inward,19.37,,,0.000543,,
1995,178,Congo,8,Flow,1,Inward,121.816,,,0.035294,,
1995,178,Congo,8,Flow,2,Outward,1.619,,,0.000448,,
1995,178,Congo,9,Stock,1,Inward,1021.515,,,0.028658,,
1995,178,Congo,9,Stock,2,Outward,22.164,,,0.000555,,
1995,188,Costa Rica,8,Flow,1,Inward,336.9,,,0.097612,,
1995,188,Costa Rica,8,Flow,2,Outward,5.5,,,0.001523,,
1995,188,Costa Rica,9,Stock,1,Inward,409.082,,,0.011477,,
1995,188,Costa Rica,9,Stock,2,Outward,66.3,,,0.00166,,
1995,384,Cote d'Ivoire,8,Flow,1,Inward,211.761,,,0.061355,,
1995,384,Cote d'Ivoire,8,Flow,2,Outward,7.009,,,0.00194,,
1995,384,Cote d'Ivoire,9,Stock,1,Inward,1567.476,,,0.043975,,
1995,384,Cote d'Ivoire,9,Stock,2,Outward,14.883,,,0.000373,,
1995,191,Croatia,8,Flow,1,Inward,103.475,,,0.02998,,
1995,191,Croatia,8,Flow,2,Outward,7.053,,,0.001952,,
1995,191,Croatia,9,Stock,1,Inward,495.922,,,0.013913,,
1995,191,Croatia,9,Stock,2,Outward,703,,,0.017605,,
1995,531,Curacao,8,Flow,1,Inward,,,Not applicable,,,Not applicable
1995,531,Curacao,8,Flow,2,Outward,,,Not applicable,,,Not applicable
1995,531,Curacao,9,Stock,1,Inward,,,Not applicable,,,Not applicable
1995,531,Curacao,9,Stock,2,Outward,,,Not applicable,,,Not applicable
1995,196,Cyprus,8,Flow,1,Inward,375.757,,,0.10887,,
1995,196,Cyprus,8,Flow,2,Outward,15.693,,,0.004344,,
1995,196,Cyprus,9,Stock,1,Inward,,,Negative accumulation of flows; Value included in regional and global totals,,,Negative accumulation of flows; Value included in regional and global totals
1995,196,Cyprus,9,Stock,2,Outward,71.86,,,0.0018,,
1995,203,Czechia,8,Flow,1,Inward,2561.831,,,0.742253,,
1995,203,Czechia,8,Flow,2,Outward,36.608,,,0.010134,,
1995,203,Czechia,9,Stock,1,Inward,7350.06,,,0.206204,,
1995,203,Czechia,9,Stock,2,Outward,345.467,,,0.008652,,
1995,200,Czechoslovakia,8,Flow,1,Inward,,,Not applicable,,,Not applicable
1995,200,Czechoslovakia,8,Flow,2,Outward,,,Not applicable,,,Not applicable
1995,200,Czechoslovakia,9,Stock,1,Inward,,,Not applicable,,,Not applicable
1995,200,Czechoslovakia,9,Stock,2,Outward,,,Not applicable,,,Not applicable
1995,408,Dem. People's Rep. of Korea,9,Stock,1,Inward,21.234,,,0.000596,,
1995,180,Dem. Rep. of the Congo,8,Flow,1,Inward,-22.35,,,-0.006476,,
1995,180,Dem. Rep. of the Congo,8,Flow,2,Outward,0.2,,,5.50E-05,,
1995,180,Dem. Rep. of the Congo,9,Stock,1,Inward,541.08,,,0.01518,,
1995,180,Dem. Rep. of the Congo,9,Stock,2,Outward,1.083,,,2.70E-05,,
1995,208,Denmark,8,Flow,1,Inward,4176.804,,,1.210167,,
1995,208,Denmark,8,Flow,2,Outward,3070.129,,,0.849877,,
1995,208,Denmark,9,Stock,1,Inward,23800.9,,,0.667729,,
1995,208,Denmark,9,Stock,2,Outward,24702.5,,,0.618631,,
1995,262,Djibouti,8,Flow,1,Inward,3.219,,,0.000933,,
1995,262,Djibouti,9,Stock,1,Inward,23.39,,,0.000656,,
1995,212,Dominica,8,Flow,1,Inward,54.093,,,0.015673,,
1995,214,Dominican Republic,8,Flow,1,Inward,414.3,,,0.120037,,
1995,214,Dominican Republic,9,Stock,1,Inward,,,Negative accumulation of flows; Value included in regional and global totals,,,Negative accumulation of flows; Value included in regional and global totals
1995,218,Ecuador,8,Flow,1,Inward,452.46,,,0.131094,,
1995,218,Ecuador,9,Stock,1,Inward,3618.586,,,0.101519,,
1995,818,Egypt,8,Flow,1,Inward,595.2,,,0.17245,,
1995,818,Egypt,8,Flow,2,Outward,34.2,,,0.009467,,
1995,818,Egypt,9,Stock,1,Inward,14689.65,,,0.412115,,
1995,818,Egypt,9,Stock,2,Outward,350.12,,,0.008768,,
1995,222,El Salvador,8,Flow,1,Inward,38,,,0.01101,,
1995,222,El Salvador,9,Stock,1,Inward,293,,,0.00822,,
1995,222,El Salvador,9,Stock,2,Outward,53.341,,,0.001336,,
1995,226,Equatorial Guinea,8,Flow,1,Inward,63.346,,,0.018354,,
1995,226,Equatorial Guinea,9,Stock,1,Inward,175.34,,,0.004919,,
1995,233,Estonia,8,Flow,1,Inward,193.324,,,0.056013,,
1995,233,Estonia,8,Flow,2,Outward,2.485,,,0.000688,,
1995,233,Estonia,9,Stock,1,Inward,673.84,,,0.018904,,
1995,233,Estonia,9,Stock,2,Outward,67.405,,,0.001688,,
1995,748,Eswatini,8,Flow,1,Inward,43.495,,,0.012602,,
1995,748,Eswatini,8,Flow,2,Outward,30.008,,,0.008307,,
1995,748,Eswatini,9,Stock,1,Inward,535.354,,,0.015019,,
1995,748,Eswatini,9,Stock,2,Outward,135.497,,,0.003393,,
1995,231,Ethiopia,8,Flow,1,Inward,14.14,,,0.004097,,
1995,231,Ethiopia,9,Stock,1,Inward,165.43,,,0.004641,,
1995,230,Ethiopia (...1991),8,Flow,1,Inward,,,Not applicable,,,Not applicable
1995,230,Ethiopia (...1991),8,Flow,2,Outward,,,Not applicable,,,Not applicable
1995,230,Ethiopia (...1991),9,Stock,1,Inward,,,Not applicable,,,Not applicable
1995,230,Ethiopia (...1991),9,Stock,2,Outward,,,Not applicable,,,Not applicable
1995,242,Fiji,8,Flow,1,Inward,57.17,,,0.016564,,
1995,242,Fiji,8,Flow,2,Outward,11.804,,,0.003268,,
1995,242,Fiji,9,Stock,1,Inward,583.466,,,0.016369,,
1995,242,Fiji,9,Stock,2,Outward,43.481,,,0.001089,,
1995,246,Finland,8,Flow,1,Inward,1021.2,,,0.295878,,
1995,246,Finland,8,Flow,2,Outward,1438.525,,,0.398214,,
1995,246,Finland,9,Stock,1,Inward,8155.024,,,0.228787,,
1995,246,Finland,9,Stock,2,Outward,14444.919,,,0.361748,,
1995,250,France,8,Flow,1,Inward,23562.497,,,6.826885,,
1995,250,France,8,Flow,2,Outward,15681.735,,,4.341039,,
1995,250,France,9,Stock,1,Inward,233126.472,,,6.540312,,
1995,250,France,9,Stock,2,Outward,373060.182,,,9.34264,,
1995,258,French Polynesia,8,Flow,1,Inward,2.08,,,0.000603,,
1995,258,French Polynesia,8,Flow,2,Outward,1,,,0.000277,,
1995,258,French Polynesia,9,Stock,1,Inward,103.5,,,0.002904,,
1995,266,Gabon,8,Flow,1,Inward,-316.69,,,-0.091756,,
1995,266,Gabon,8,Flow,2,Outward,32.87,,,0.009099,,
1995,266,Gabon,9,Stock,1,Inward,750.79,,,0.021063,,
1995,266,Gabon,9,Stock,2,Outward,249.35,,,0.006245,,
1995,270,Gambia,8,Flow,1,Inward,15,,,0.004346,,
1995,270,Gambia,9,Stock,1,Inward,184.72,,,0.005182,,
1995,268,Georgia,9,Stock,1,Inward,32.054,,,0.000899,,
1995,276,Germany,8,Flow,1,Inward,12024.485,,,3.483916,,
1995,276,Germany,8,Flow,2,Outward,39048.614,,,10.80949,,
1995,276,Germany,9,Stock,1,Inward,312576.226,,,8.769258,,
1995,276,Germany,9,Stock,2,Outward,505691.974,,,12.664171,,
1995,288,Ghana,8,Flow,1,Inward,106.5,,,0.030857,,
1995,288,Ghana,9,Stock,1,Inward,826.26,,,0.023181,,
1995,300,Greece,8,Flow,1,Inward,1053,,,0.305091,,
1995,300,Greece,8,Flow,2,Outward,41.595,,,0.011514,,
1995,300,Greece,9,Stock,1,Inward,10970.8,,,0.307783,,
1995,300,Greece,9,Stock,2,Outward,2937.305,,,0.07356,,
1995,308,Grenada,8,Flow,1,Inward,19.978,,,0.005788,,
1995,320,Guatemala,8,Flow,1,Inward,75.3,,,0.021817,,
1995,320,Guatemala,8,Flow,2,Outward,-19.054,,,-0.005275,,
1995,320,Guatemala,9,Stock,1,Inward,2201.588,,,0.061765,,
1995,320,Guatemala,9,Stock,2,Outward,23.741,,,0.000595,,
1995,324,Guinea,8,Flow,1,Inward,0.77,,,0.000223,,
1995,324,Guinea,8,Flow,2,Outward,0.601,,,0.000166,,
1995,324,Guinea,9,Stock,1,Inward,131,,,0.003675,,
1995,624,Guinea-Bissau,8,Flow,1,Inward,0.04,,,1.20E-05,,
1995,624,Guinea-Bissau,9,Stock,1,Inward,19.67,,,0.000552,,
1995,328,Guyana,8,Flow,1,Inward,74.415,,,0.021561,,
1995,328,Guyana,9,Stock,1,Inward,454.432,,,0.012749,,
1995,328,Guyana,9,Stock,2,Outward,2,,,5.00E-05,,
1995,332,Haiti,8,Flow,1,Inward,7.4,,,0.002144,,
1995,332,Haiti,8,Flow,2,Outward,1.2,,,0.000332,,
1995,332,Haiti,9,Stock,1,Inward,32.6,,,0.000915,,
1995,332,Haiti,9,Stock,2,Outward,1.2,,,3.00E-05,,
1995,340,Honduras,8,Flow,1,Inward,69.4,,,0.020108,,
1995,340,Honduras,8,Flow,2,Outward,-2,,,-0.000554,,
1995,340,Honduras,9,Stock,1,Inward,555.6,,,0.015587,,
1995,348,Hungary,8,Flow,1,Inward,5103.487,,,1.47866,,
1995,348,Hungary,8,Flow,2,Outward,59.093,,,0.016358,,
1995,348,Hungary,9,Stock,1,Inward,11303.519,,,0.317118,,
1995,348,Hungary,9,Stock,2,Outward,278.066,,,0.006964,,
1995,352,Iceland,8,Flow,1,Inward,-9.259,,,-0.002683,,
1995,352,Iceland,8,Flow,2,Outward,24.825,,,0.006872,,
1995,352,Iceland,9,Stock,1,Inward,129.082,,,0.003621,,
1995,352,Iceland,9,Stock,2,Outward,179.703,,,0.0045,,
1995,356,India,8,Flow,1,Inward,2151,,,0.62322,,
1995,356,India,8,Flow,2,Outward,119,,,0.032942,,
1995,356,India,9,Stock,1,Inward,5640.81,,,0.158252,,
1995,356,India,9,Stock,2,Outward,495.244,,,0.012403,,
1995,360,Indonesia,8,Flow,1,Inward,,,Not applicable,,,Not applicable
1995,360,Indonesia,8,Flow,2,Outward,,,Not applicable,,,Not applicable
1995,360,Indonesia,9,Stock,1,Inward,,,Not applicable,,,Not applicable
1995,360,Indonesia,9,Stock,2,Outward,,,Not applicable,,,Not applicable
1995,960,Indonesia (...2002),8,Flow,1,Inward,4419,,,1.28034,,
1995,960,Indonesia (...2002),8,Flow,2,Outward,1319,,,0.365127,,
1995,960,Indonesia (...2002),9,Stock,1,Inward,20626.45,,,0.578671,,
1995,960,Indonesia (...2002),9,Stock,2,Outward,5896,,,0.147655,,
1995,364,Iran (Islamic Republic of),8,Flow,1,Inward,8.763,,,0.002539,,
1995,364,Iran (Islamic Republic of),8,Flow,2,Outward,2.256,,,0.000625,,
1995,364,Iran (Islamic Republic of),9,Stock,1,Inward,2287.167,,,0.064166,,
1995,364,Iran (Islamic Republic of),9,Stock,2,Outward,,,Negative accumulation of flows; Value included in regional and global totals,,,Negative accumulation of flows; Value included in regional and global totals
1995,368,Iraq,9,Stock,1,Inward,,,Negative accumulation of flows; Value included in regional and global totals,,,Negative accumulation of flows; Value included in regional and global totals
1995,372,Ireland,8,Flow,1,Inward,1442.925,,,0.418066,,
1995,372,Ireland,8,Flow,2,Outward,820.864,,,0.227233,,
1995,372,Ireland,9,Stock,1,Inward,44186.506,,,1.239643,,
1995,372,Ireland,9,Stock,2,Outward,16826.685,,,0.421395,,
1995,376,Israel,8,Flow,1,Inward,1576.598,,,0.456796,,
