Year,Economy,Economy Label,Flow,Flow Label,Direction,Direction Label,US$ at current prices in millions,US$ at current prices in millions Footnote,US$ at current prices in millions Missing value,Percentage of total world,Percentage of total world Footnote,Percentage of total world Missing value
2010,729,Sudan,8,Flow,2,Outward,,,Not applicable,,,Not applicable
2010,729,Sudan,9,Stock,1,Inward,,,Not applicable,,,Not applicable
2010,729,Sudan,9,Stock,2,Outward,,,Not applicable,,,Not applicable
2010,736,Sudan (...2011),8,Flow,1,Inward,2063.731,,,0.147672,,
2010,736,Sudan (...2011),9,Stock,1,Inward,15690.314,,,0.075275,,
2010,740,Suriname,8,Flow,1,Inward,-247.7,,,-0.017724,,
2010,752,Sweden,8,Flow,1,Inward,97.121,,,0.00695,,
2010,752,Sweden,8,Flow,2,Outward,20729.877,,,1.44222,,
2010,752,Sweden,9,Stock,1,Inward,324477.696,,,1.556699,,
2010,752,Sweden,9,Stock,2,Outward,377258.447,,,1.753404,,
2010,756,Switzerland,8,Flow,1,Inward,29875.94,,,2.137798,,
2010,756,Switzerland,8,Flow,2,Outward,86182.504,,,5.995892,,
2010,756,Switzerland,9,Stock,1,Inward,648091.7,,,3.109254,,
2010,756,Switzerland,9,Stock,2,Outward,1043199.043,,,4.84853,,
2010,760,Syrian Arab Republic,8,Flow,1,Inward,1469.197,,,0.10513,,
2010,760,Syrian Arab Republic,9,Stock,1,Inward,9938.745,,,0.047682,,
2010,760,Syrian Arab Republic,9,Stock,2,Outward,5,,,2.30E-05,,
2010,762,Tajikistan,8,Flow,1,Inward,157.376,,,0.011261,,
2010,762,Tajikistan,9,Stock,1,Inward,1225.691,,,0.00588,,
2010,764,Thailand,8,Flow,1,Inward,14554.951,,,1.041492,,
2010,764,Thailand,8,Flow,2,Outward,7939.608,,,0.552375,,
2010,764,Thailand,9,Stock,1,Inward,142334.345,,,0.682856,,
2010,764,Thailand,9,Stock,2,Outward,24417.556,,,0.113487,,
2010,626,Timor-Leste,8,Flow,1,Inward,28.516,,,0.00204,,
2010,626,Timor-Leste,8,Flow,2,Outward,26,,,0.001809,,
2010,626,Timor-Leste,9,Stock,1,Inward,155.076,,,0.000744,,
2010,626,Timor-Leste,9,Stock,2,Outward,94,,,0.000437,,
2010,768,Togo,8,Flow,1,Inward,85.827,,,0.006141,,
2010,768,Togo,8,Flow,2,Outward,37.185,,,0.002587,,
2010,768,Togo,9,Stock,1,Inward,565.482,,,0.002713,,
2010,768,Togo,9,Stock,2,Outward,125.776,,,0.000585,,
2010,776,Tonga,8,Flow,1,Inward,24.712,,,0.001768,,
2010,776,Tonga,8,Flow,2,Outward,3.095,,,0.000215,,
2010,776,Tonga,9,Stock,1,Inward,220.223,,,0.001057,,
2010,776,Tonga,9,Stock,2,Outward,58.342,,,0.000271,,
2010,780,Trinidad and Tobago,8,Flow,1,Inward,549.4,,,0.039313,,
2010,780,Trinidad and Tobago,9,Stock,1,Inward,17424.041,,,0.083593,,
2010,780,Trinidad and Tobago,9,Stock,2,Outward,2119.101,,,0.009849,,
2010,788,Tunisia,8,Flow,1,Inward,1512.505,,,0.108229,,
2010,788,Tunisia,8,Flow,2,Outward,74.053,,,0.005152,,
2010,788,Tunisia,9,Stock,1,Inward,31363.794,,,0.150469,,
2010,788,Tunisia,9,Stock,2,Outward,287.224,,,0.001335,,
2010,792,Turkiye,8,Flow,1,Inward,9085,,,0.650085,,
2010,792,Turkiye,8,Flow,2,Outward,1468,,,0.102132,,
2010,792,Turkiye,9,Stock,1,Inward,188308,,,0.903417,,
2010,792,Turkiye,9,Stock,2,Outward,22509,,,0.104616,,
2010,795,Turkmenistan,8,Flow,1,Inward,3632.3,,,0.259912,,
2010,795,Turkmenistan,9,Stock,1,Inward,13442.32,,,0.06449,,
2010,798,Tuvalu,8,Flow,1,Inward,0.455,,,3.30E-05,,
2010,798,Tuvalu,9,Stock,1,Inward,5.408,,,2.60E-05,,
2010,800,Uganda,8,Flow,1,Inward,543.873,,,0.038917,,
2010,800,Uganda,8,Flow,2,Outward,37.214,,,0.002589,,
2010,800,Uganda,9,Stock,1,Inward,5575.238,,,0.026747,,
2010,800,Uganda,9,Stock,2,Outward,66.065,,,0.000307,,
2010,804,Ukraine,8,Flow,1,Inward,6495,,,0.464755,,
2010,804,Ukraine,8,Flow,2,Outward,736,,,0.051205,,
2010,804,Ukraine,9,Stock,1,Inward,52872,,,0.253656,,
2010,804,Ukraine,9,Stock,2,Outward,6548,,,0.030433,,
2010,784,United Arab Emirates,8,Flow,1,Inward,8796.77,,,0.62946,,
2010,784,United Arab Emirates,8,Flow,2,Outward,2015,,,0.140188,,
2010,784,United Arab Emirates,9,Stock,1,Inward,63868.77,,,0.306414,,
2010,784,United Arab Emirates,9,Stock,2,Outward,55559.929,,,0.258229,,
2010,826,United Kingdom,8,Flow,1,Inward,58200.282,,,4.16457,,
2010,826,United Kingdom,8,Flow,2,Outward,48091.795,,,3.345844,,
2010,826,United Kingdom,9,Stock,1,Inward,1068186.87,,,5.124682,,
2010,826,United Kingdom,9,Stock,2,Outward,1686259.929,,,7.837317,,
2010,834,United Republic of Tanzania,8,Flow,1,Inward,1813.25,,,0.129749,,
2010,834,United Republic of Tanzania,9,Stock,1,Inward,9712,,,0.046594,,
2010,840,United States,8,Flow,1,Inward,198049,,,14.171564,,
2010,840,United States,8,Flow,2,Outward,277779,,,19.32565,,
2010,840,United States,9,Stock,1,Inward,3422293,,,16.41863,,
2010,840,United States,9,Stock,2,Outward,4809587,,,22.353766,,
2010,858,Uruguay,8,Flow,1,Inward,2289.106,,,0.163799,,
2010,858,Uruguay,8,Flow,2,Outward,-59.676,,,-0.004152,,
2010,858,Uruguay,9,Stock,1,Inward,12478.66,,,0.059867,,
2010,858,Uruguay,9,Stock,2,Outward,345.341,,,0.001605,,
2010,860,Uzbekistan,8,Flow,1,Inward,1662.748,,,0.118979,,
2010,860,Uzbekistan,8,Flow,2,Outward,2.949,,,0.000205,,
2010,860,Uzbekistan,9,Stock,1,Inward,2563.894,,,0.0123,,
2010,860,Uzbekistan,9,Stock,2,Outward,151.562,,,0.000704,,
2010,548,Vanuatu,8,Flow,1,Inward,59.822,Asset/liability basis.,,0.004281,,
2010,548,Vanuatu,8,Flow,2,Outward,1.175,Asset/liability basis.,,8.20E-05,,
2010,548,Vanuatu,9,Stock,1,Inward,454.022,,,0.002178,,
2010,548,Vanuatu,9,Stock,2,Outward,22.524,,,0.000105,,
2010,862,Venezuela (Bolivarian Rep. of),8,Flow,1,Inward,1574,,,0.112629,,
2010,862,Venezuela (Bolivarian Rep. of),8,Flow,2,Outward,2492,,,0.173374,,
2010,862,Venezuela (Bolivarian Rep. of),9,Stock,1,Inward,36107,,,0.173225,,
2010,862,Venezuela (Bolivarian Rep. of),9,Stock,2,Outward,19171,,,0.089102,,
2010,704,Viet Nam,8,Flow,1,Inward,8000,,,0.572447,,
2010,704,Viet Nam,8,Flow,2,Outward,900,,,0.062615,,
2010,704,Viet Nam,9,Stock,1,Inward,57004.298,,,0.273481,,
2010,704,Viet Nam,9,Stock,2,Outward,2234,,,0.010383,,
2010,887,Yemen,8,Flow,1,Inward,188.628,,,0.013497,,
2010,887,Yemen,8,Flow,2,Outward,71.257,,,0.004957,,
2010,887,Yemen,9,Stock,1,Inward,4857.562,,,0.023304,,
2010,887,Yemen,9,Stock,2,Outward,571.18,,,0.002655,,
2010,890,"Yugoslavia, Soc. Fed. Rep. of",8,Flow,1,Inward,,,Not applicable,,,Not applicable
2010,890,"Yugoslavia, Soc. Fed. Rep. of",8,Flow,2,Outward,,,Not applicable,,,Not applicable
2010,890,"Yugoslavia, Soc. Fed. Rep. of",9,Stock,1,Inward,,,Not applicable,,,Not applicable
2010,890,"Yugoslavia, Soc. Fed. Rep. of",9,Stock,2,Outward,,,Not applicable,,,Not applicable
2010,894,Zambia,8,Flow,1,Inward,1729.3,,,0.123742,,
2010,894,Zambia,8,Flow,2,Outward,1095.4,,,0.076209,,
2010,894,Zambia,9,Stock,1,Inward,7432.5,,,0.035658,,
2010,894,Zambia,9,Stock,2,Outward,2530.785,,,0.011762,,
2010,716,Zimbabwe,8,Flow,1,Inward,166,,,0.011878,,
2010,716,Zimbabwe,8,Flow,2,Outward,43.3,,,0.003012,,
2010,716,Zimbabwe,9,Stock,1,Inward,1814.55,,,0.008705,,
2010,716,Zimbabwe,9,Stock,2,Outward,296.612,,,0.001379,,
2010,5600,Asia and Oceania,8,Flow,1,Inward,485474.94,,,34.73857,,
2010,5600,Asia and Oceania,8,Flow,2,Outward,418535.964,,,29.118398,,
2010,5600,Asia and Oceania,9,Stock,1,Inward,4948908.326,,,23.742647,,
2010,5600,Asia and Oceania,9,Stock,2,Outward,3965357.318,,,18.429996,,
2010,5702,Northern America and Europe,8,Flow,1,Inward,703357.101,,,50.329312,,
2010,5702,Northern America and Europe,8,Flow,2,Outward,953716.667,,,66.352009,,
2010,5702,Northern America and Europe,9,Stock,1,Inward,13720611.97,,,65.825354,,
2010,5702,Northern America and Europe,9,Stock,2,Outward,16995700.36,,,78.991794,,
2010,5706,"Europe, Northern America, Australia and New Zealand",8,Flow,1,Inward,740090.996,,,52.957837,,
2010,5706,"Europe, Northern America, Australia and New Zealand",8,Flow,2,Outward,974235.687,,,67.779559,,
2010,5706,"Europe, Northern America, Australia and New Zealand",9,Stock,1,Inward,14308078.66,,,68.643756,,
2010,5706,"Europe, Northern America, Australia and New Zealand",9,Stock,2,Outward,17462158.15,,,81.159774,,
2010,5703,Central and Southern Asia,8,Flow,1,Inward,52303.237,,,3.742602,,
2010,5703,Central and Southern Asia,8,Flow,2,Outward,24179.029,,,1.682184,,
2010,5703,Central and Southern Asia,9,Stock,1,Inward,370720.385,,,1.77855,,
2010,5703,Central and Southern Asia,9,Stock,2,Outward,116806.13,,,0.542886,,
2010,5704,Eastern and South-Eastern Asia,8,Flow,1,Inward,313326.718,,,22.420358,,
2010,5704,Eastern and South-Eastern Asia,8,Flow,2,Outward,313840.736,,,21.834538,,
2010,5704,Eastern and South-Eastern Asia,9,Stock,1,Inward,3122471.214,,,14.980219,,
2010,5704,Eastern and South-Eastern Asia,9,Stock,2,Outward,2899029.912,,,13.473971,,
2010,5705,Western Asia and Northern Africa,8,Flow,1,Inward,96910.354,,,6.934502,,
2010,5705,Western Asia and Northern Africa,8,Flow,2,Outward,64648.138,,,4.497702,,
2010,5705,Western Asia and Northern Africa,9,Stock,1,Inward,1054665.946,,,5.059815,,
2010,5705,Western Asia and Northern Africa,9,Stock,2,Outward,508219.017,,,2.362076,,
2010,1400,Developing economies,8,Flow,1,Inward,608758.72,,,43.560245,,
2010,1400,Developing economies,8,Flow,2,Outward,336767.696,,,23.429614,,
2010,1400,Developing economies,9,Stock,1,Inward,5865286.231,,,28.139018,,
2010,1400,Developing economies,9,Stock,2,Outward,2768065.213,,,12.86528,,
2010,1410,Developing economies: Africa,8,Flow,1,Inward,47910.325,,,3.428264,,
2010,1410,Developing economies: Africa,8,Flow,2,Outward,10398.544,,,0.723448,,
2010,1410,Developing economies: Africa,9,Stock,1,Inward,623423.833,,,2.990908,,
2010,1410,Developing economies: Africa,9,Stock,2,Outward,137363.176,,,0.63843,,
2010,1411,Developing economies: Northern Africa,8,Flow,1,Inward,15745.918,,,1.126713,,
2010,1411,Developing economies: Northern Africa,8,Flow,2,Outward,4780.821,,,0.332611,,
2010,1411,Developing economies: Northern Africa,9,Stock,1,Inward,201109.457,,,0.964833,,
2010,1411,Developing economies: Northern Africa,9,Stock,2,Outward,25769.614,,,0.119771,,
2010,1412,Developing economies: Sub-Saharan Africa,8,Flow,1,Inward,32164.406,,,2.301551,,
2010,1412,Developing economies: Sub-Saharan Africa,8,Flow,2,Outward,5617.723,,,0.390836,,
2010,1412,Developing economies: Sub-Saharan Africa,9,Stock,1,Inward,422314.376,,,2.026075,,
2010,1412,Developing economies: Sub-Saharan Africa,9,Stock,2,Outward,111593.563,,,0.518659,,
2010,1420,Developing economies: Americas,8,Flow,1,Inward,160767.494,,,11.503854,,
2010,1420,Developing economies: Americas,8,Flow,2,Outward,54707.971,,,3.806145,,
2010,1420,Developing economies: Americas,9,Stock,1,Inward,1551018.155,,,7.441091,,
2010,1420,Developing economies: Americas,9,Stock,2,Outward,417358.853,,,1.93978,,
2010,1460,Developing economies: Asia and Oceania,8,Flow,1,Inward,400080.901,,,28.628127,,
2010,1460,Developing economies: Asia and Oceania,8,Flow,2,Outward,271661.181,,,18.900021,,
2010,1460,Developing economies: Asia and Oceania,9,Stock,1,Inward,3690844.243,,,17.707018,,
2010,1460,Developing economies: Asia and Oceania,9,Stock,2,Outward,2213343.184,,,10.287069,,
2010,1430,Developing economies: Asia,8,Flow,1,Inward,398134.248,,,28.488833,,
2010,1430,Developing economies: Asia,8,Flow,2,Outward,271531.32,,,18.890986,,
2010,1430,Developing economies: Asia,9,Stock,1,Inward,3676150.696,,,17.636525,,
2010,1430,Developing economies: Asia,9,Stock,2,Outward,2212729.094,,,10.284215,,
2010,1431,Developing economies: Central Asia,8,Flow,1,Inward,17440.726,,,1.247986,,
2010,1431,Developing economies: Central Asia,8,Flow,2,Outward,7888.463,,,0.548816,,
2010,1431,Developing economies: Central Asia,9,Stock,1,Inward,101577.363,,,0.487323,,
2010,1431,Developing economies: Central Asia,9,Stock,2,Outward,16364.72,,,0.076059,,
2010,1433,Developing economies: Eastern Asia,8,Flow,1,Inward,192303.326,,,13.760427,,
2010,1433,Developing economies: Eastern Asia,8,Flow,2,Outward,166253.438,,,11.56659,,
2010,1433,Developing economies: Eastern Asia,9,Stock,1,Inward,1738193.418,,,8.339074,,
2010,1433,Developing economies: Eastern Asia,9,Stock,2,Outward,1455116.705,,,6.763021,,
2010,1435,Developing economies: South-eastern Asia,8,Flow,1,Inward,112777.802,,,8.069911,,
2010,1435,Developing economies: South-eastern Asia,8,Flow,2,Outward,63102.285,,,4.390154,,
2010,1435,Developing economies: South-eastern Asia,9,Stock,1,Inward,1033898.379,,,4.960182,,
2010,1435,Developing economies: South-eastern Asia,9,Stock,2,Outward,468805.629,,,2.178892,,
2010,1432,Developing economies: Southern Asia,8,Flow,1,Inward,34862.512,,,2.494616,,
2010,1432,Developing economies: Southern Asia,8,Flow,2,Outward,16290.566,,,1.133368,,
2010,1432,Developing economies: Southern Asia,9,Stock,1,Inward,269143.022,,,1.291228,,
2010,1432,Developing economies: Southern Asia,9,Stock,2,Outward,100441.41,,,0.466827,,
2010,1434,Developing economies: Western Asia,8,Flow,1,Inward,40749.882,,,2.915892,,
2010,1434,Developing economies: Western Asia,8,Flow,2,Outward,17996.567,,,1.252058,,
2010,1434,Developing economies: Western Asia,9,Stock,1,Inward,533338.515,,,2.558719,,
2010,1434,Developing economies: Western Asia,9,Stock,2,Outward,172000.631,,,0.799416,,
2010,1450,Developing economies: Oceania,8,Flow,1,Inward,1946.654,,,0.139294,,
2010,1450,Developing economies: Oceania,8,Flow,2,Outward,129.861,,,0.009035,,
2010,1450,Developing economies: Oceania,9,Stock,1,Inward,14693.547,,,0.070493,,
2010,1450,Developing economies: Oceania,9,Stock,2,Outward,614.089,,,0.002854,,
2010,1500,Developed economies,8,Flow,1,Inward,788751.14,,,56.439755,,
2010,1500,Developed economies,8,Flow,2,Outward,1100591.449,,,76.570386,,
2010,1500,Developed economies,9,Stock,1,Inward,14978676.05,,,71.860982,,
2010,1500,Developed economies,9,Stock,2,Outward,18747714.5,,,87.13472,,
2010,1520,Developed economies: Americas,8,Flow,1,Inward,226680.173,,,16.220291,,
2010,1520,Developed economies: Americas,8,Flow,2,Outward,312468.692,,,21.739083,,
2010,1520,Developed economies: Americas,9,Stock,1,Inward,4409019.449,,,21.152502,,
2010,1520,Developed economies: Americas,9,Stock,2,Outward,5808978.68,,,26.99869,,
2010,1560,Developed economies: Asia and Oceania,8,Flow,1,Inward,85394.039,,,6.110443,,
2010,1560,Developed economies: Asia and Oceania,8,Flow,2,Outward,146874.783,,,10.218377,,
2010,1560,Developed economies: Asia and Oceania,9,Stock,1,Inward,1258064.083,,,6.035628,,
2010,1560,Developed economies: Asia and Oceania,9,Stock,2,Outward,1752014.134,,,8.142927,,
2010,1530,Developed economies: Asia,8,Flow,1,Inward,48660.144,,,3.481918,,
2010,1530,Developed economies: Asia,8,Flow,2,Outward,126355.762,,,8.790827,,
2010,1530,Developed economies: Asia,9,Stock,1,Inward,670597.391,,,3.217226,,
2010,1530,Developed economies: Asia,9,Stock,2,Outward,1285556.35,,,5.974947,,
2010,1550,Developed economies: Oceania,8,Flow,1,Inward,36733.895,,,2.628525,,
2010,1550,Developed economies: Oceania,8,Flow,2,Outward,20519.021,,,1.42755,,
2010,1550,Developed economies: Oceania,9,Stock,1,Inward,587466.691,,,2.818402,,
2010,1550,Developed economies: Oceania,9,Stock,2,Outward,466457.784,,,2.16798,,
2010,1540,Developed economies: Europe,8,Flow,1,Inward,476676.928,,,34.109021,,
2010,1540,Developed economies: Europe,8,Flow,2,Outward,641247.975,,,44.612926,,
2010,1540,Developed economies: Europe,9,Stock,1,Inward,9311592.522,,,44.672852,,
2010,1540,Developed economies: Europe,9,Stock,2,Outward,11186721.68,,,51.993104,,
2010,1600,Developing economies excluding China,8,Flow,1,Inward,494024.48,,,35.35034,,
2010,1600,Developing economies excluding China,8,Flow,2,Outward,267956.386,,,18.642271,,
2010,1600,Developing economies excluding China,9,Stock,1,Inward,5278404.231,,,25.323421,,
2010,1600,Developing economies excluding China,9,Stock,2,Outward,2450854.623,,,11.390964,,
2010,1601,Developing economies excluding LDCs,8,Flow,1,Inward,584789.433,,,41.845102,,
2010,1601,Developing economies excluding LDCs,8,Flow,2,Outward,332390.4,,,23.125076,,
2010,1601,Developing economies excluding LDCs,9,Stock,1,Inward,5703939.936,,,27.36495,,
2010,1601,Developing economies excluding LDCs,9,Stock,2,Outward,2756571.454,,,12.811859,,
2010,1610,LDCs (Least developed countries),8,Flow,1,Inward,23943.04,,,1.713265,,
2010,1610,LDCs (Least developed countries),8,Flow,2,Outward,4377.296,,,0.304537,,
2010,1610,LDCs (Least developed countries),9,Stock,1,Inward,161142.615,,,0.77309,,
2010,1610,LDCs (Least developed countries),9,Stock,2,Outward,11493.76,,,0.05342,,
2010,1614,LDCs: Africa,8,Flow,1,Inward,13973.116,,,0.999858,,
2010,1614,LDCs: Africa,8,Flow,2,Outward,4208.967,,,0.292826,,
2010,1614,LDCs: Africa,9,Stock,1,Inward,122189.356,,,0.58621,,
2010,1614,LDCs: Africa,9,Stock,2,Outward,10286.157,,,0.047808,,
2010,1612,LDCs: Asia,8,Flow,1,Inward,9595.293,,,0.686599,,
2010,1612,LDCs: Asia,8,Flow,2,Outward,139.977,,,0.009738,,
2010,1612,LDCs: Asia,9,Stock,1,Inward,37552.023,,,0.180158,,
2010,1612,LDCs: Asia,9,Stock,2,Outward,1085.208,,,0.005044,,
2010,1615,LDCs: Islands and Haiti,8,Flow,1,Inward,374.632,,,0.026807,,
2010,1615,LDCs: Islands and Haiti,8,Flow,2,Outward,28.352,,,0.001972,,
2010,1615,LDCs: Islands and Haiti,9,Stock,1,Inward,1401.236,,,0.006723,,
2010,1615,LDCs: Islands and Haiti,9,Stock,2,Outward,122.394,,,0.000569,,
2010,1620,LLDCs (Landlocked developing countries),8,Flow,1,Inward,28400.963,,,2.032255,,
2010,1620,LLDCs (Landlocked developing countries),8,Flow,2,Outward,9375.221,,,0.652253,,
2010,1620,LLDCs (Landlocked developing countries),9,Stock,1,Inward,183972.243,,,0.882616,,
2010,1620,LLDCs (Landlocked developing countries),9,Stock,2,Outward,29288.014,,,0.136123,,
2010,1640,SIDS (Small island developing States) (UN-OHRLLS),8,Flow,1,Inward,63742.699,,,4.561163,,
2010,1640,SIDS (Small island developing States) (UN-OHRLLS),8,Flow,2,Outward,35526.066,,,2.471621,,
2010,1640,SIDS (Small island developing States) (UN-OHRLLS),9,Stock,1,Inward,599815.76,,,2.877648,,
2010,1640,SIDS (Small island developing States) (UN-OHRLLS),9,Stock,2,Outward,337219.029,,,1.56731,,
2010,1641,SIDS: Atlantic and Indian Ocean,8,Flow,1,Inward,1281.149,,,0.091674,,
2010,1641,SIDS: Atlantic and Indian Ocean,8,Flow,2,Outward,107.216,,,0.007459,,
2010,1641,SIDS: Atlantic and Indian Ocean,9,Stock,1,Inward,16695.804,,,0.080099,,
2010,1641,SIDS: Atlantic and Indian Ocean,9,Stock,2,Outward,2106.751,,,0.009792,,
2010,1642,SIDS: Caribbean,8,Flow,1,Inward,3026.295,,,0.216549,,
2010,1642,SIDS: Caribbean,8,Flow,2,Outward,-144.159,,,-0.010029,,
2010,1642,SIDS: Caribbean,9,Stock,1,Inward,51678.401,,,0.24793,,
2010,1642,SIDS: Caribbean,9,Stock,2,Outward,3089.626,,,0.01436,,
2010,1643,SIDS: Pacific,8,Flow,1,Inward,59435.255,,,4.25294,,
2010,1643,SIDS: Pacific,8,Flow,2,Outward,35563.009,,,2.474191,,
2010,1643,SIDS: Pacific,9,Stock,1,Inward,531441.555,,,2.549619,,
2010,1643,SIDS: Pacific,9,Stock,2,Outward,332022.652,,,1.543159,,
2010,2711,BRICS,8,Flow,1,Inward,288746.052,,,20.661468,,
2010,2711,BRICS,8,Flow,2,Outward,153953.159,,,10.710834,,
2010,2711,BRICS,9,Stock,1,Inward,2407442.322,,,11.549831,,
2010,2711,BRICS,9,Stock,2,Outward,1052441.638,,,4.891487,,
2010,3412,European Union (2020 …),8,Flow,1,Inward,365636.545,,,26.163432,,
2010,3412,European Union (2020 …),8,Flow,2,Outward,483317.461,,,33.625379,,
2010,3412,European Union (2020 …),9,Stock,1,Inward,7121173.824,,,34.164204,,
2010,3412,European Union (2020 …),9,Stock,2,Outward,8185560.669,,,38.044453,,
2010,3916,G20 (Group of Twenty),8,Flow,1,Inward,739801.088,,,52.937093,,
2010,3916,G20 (Group of Twenty),8,Flow,2,Outward,842596.295,,,58.621138,,
2010,3916,G20 (Group of Twenty),9,Stock,1,Inward,11224148.85,,,53.848442,,
2010,3916,G20 (Group of Twenty),9,Stock,2,Outward,13136980.32,,,61.057422,,
2010,3919,G-77 (Group of 77),8,Flow,1,Inward,480067.111,,,34.351608,,
2010,3919,G-77 (Group of 77),8,Flow,2,Outward,215195.064,,,14.971558,,
2010,3919,G-77 (Group of 77),9,Stock,1,Inward,4072597.233,,,19.538498,,
2010,3919,G-77 (Group of 77),9,Stock,2,Outward,1472488.16,,,6.843759,,
2010,3905,OECD (Organisation for Economic Cooperation and Development),8,Flow,1,Inward,758931.523,,,54.305987,,
2010,3905,OECD (Organisation for Economic Cooperation and Development),8,Flow,2,Outward,1054653.316,,,73.374377,,
2010,3905,OECD (Organisation for Economic Cooperation and Development),9,Stock,1,Inward,14667571.2,,,70.368441,,
2010,3905,OECD (Organisation for Economic Cooperation and Development),9,Stock,2,Outward,18316461.21,,,85.130362,,
2011,0,World,8,Flow,1,Inward,1686364.637,,,100,,
2011,0,World,8,Flow,2,Outward,1709195.888,,,100,,
2011,0,World,9,Stock,1,Inward,21643632.94,,,100,,
2011,0,World,9,Stock,2,Outward,22001248.46,,,100,,
2011,5100,Africa,8,Flow,1,Inward,47598.388,,,2.822544,,
2011,5100,Africa,8,Flow,2,Outward,5317.841,,,0.311131,,
2011,5100,Africa,9,Stock,1,Inward,653063.665,,,3.017348,,
2011,5100,Africa,9,Stock,2,Outward,153201.264,,,0.69633,,
2011,5110,Northern Africa,8,Flow,1,Inward,7548.344,,,0.44761,,
2011,5110,Northern Africa,8,Flow,2,Outward,1490.31,,,0.087194,,
2011,5110,Northern Africa,9,Stock,1,Inward,205966.153,,,0.951625,,
2011,5110,Northern Africa,9,Stock,2,Outward,27170.337,,,0.123495,,
2011,5120,Sub-Saharan Africa,8,Flow,1,Inward,40050.044,,,2.374934,,
2011,5120,Sub-Saharan Africa,8,Flow,2,Outward,3827.531,,,0.223938,,
2011,5120,Sub-Saharan Africa,9,Stock,1,Inward,447097.512,,,2.065723,,
2011,5120,Sub-Saharan Africa,9,Stock,2,Outward,126030.928,,,0.572835,,
2011,5121,Eastern Africa,8,Flow,1,Inward,13147.563,,,0.779639,,
2011,5121,Eastern Africa,8,Flow,2,Outward,347.185,,,0.020313,,
2011,5121,Eastern Africa,9,Stock,1,Inward,60744.744,,,0.280659,,
2011,5121,Eastern Africa,9,Stock,2,Outward,4949.524,,,0.022497,,
2011,5122,Middle Africa,8,Flow,1,Inward,2405.716,,,0.142657,,
2011,5122,Middle Africa,8,Flow,2,Outward,1862.556,,,0.108973,,
2011,5122,Middle Africa,9,Stock,1,Inward,87496.674,,,0.404261,,
2011,5122,Middle Africa,9,Stock,2,Outward,3690.404,,,0.016774,,
2011,5123,Southern Africa,8,Flow,1,Inward,5611.529,,,0.332759,,
2011,5123,Southern Africa,8,Flow,2,Outward,-250.287,,,-0.014644,,
2011,5123,Southern Africa,9,Stock,1,Inward,168900.191,,,0.780369,,
2011,5123,Southern Africa,9,Stock,2,Outward,98548.616,,,0.447923,,
2011,5124,Western Africa,8,Flow,1,Inward,18885.236,,,1.119879,,
2011,5124,Western Africa,8,Flow,2,Outward,1868.077,,,0.109296,,
2011,5124,Western Africa,9,Stock,1,Inward,129955.904,,,0.600435,,
2011,5124,Western Africa,9,Stock,2,Outward,18842.385,,,0.085642,,
2011,5200,Americas,8,Flow,1,Inward,470654.118,,,27.909392,,
2011,5200,Americas,8,Flow,2,Outward,501827.122,,,29.360422,,
2011,5200,Americas,9,Stock,1,Inward,5962485.22,,,27.548449,,
2011,5200,Americas,9,Stock,2,Outward,5863013.338,,,26.648548,,
2011,5210,Northern America,8,Flow,1,Inward,269273.428,,,15.967687,,
2011,5210,Northern America,8,Flow,2,Outward,448380.237,,,26.233402,,
2011,5210,Northern America,9,Stock,1,Inward,4363985.855,,,20.162908,,
2011,5210,Northern America,9,Stock,2,Outward,5406522.841,,,24.573709,,
2011,5220,Latin America and the Caribbean,8,Flow,1,Inward,201380.69,,,11.941705,,
2011,5220,Latin America and the Caribbean,8,Flow,2,Outward,53446.885,,,3.127019,,
2011,5220,Latin America and the Caribbean,9,Stock,1,Inward,1598499.365,,,7.385541,,
2011,5220,Latin America and the Caribbean,9,Stock,2,Outward,456490.497,,,2.074839,,
2011,5221,Caribbean,8,Flow,1,Inward,2654.947,,,0.157436,,
2011,5221,Caribbean,8,Flow,2,Outward,62.612,,,0.003663,,
2011,5221,Caribbean,9,Stock,1,Inward,46383.917,,,0.214307,,
2011,5221,Caribbean,9,Stock,2,Outward,1511.698,,,0.006871,,
2011,5222,Central America,8,Flow,1,Inward,34730.487,,,2.059489,,
2011,5222,Central America,8,Flow,2,Outward,13709.726,,,0.802116,,
2011,5222,Central America,9,Stock,1,Inward,406680.056,,,1.878982,,
2011,5222,Central America,9,Stock,2,Outward,124556.662,,,0.566135,,
2011,5223,South America,8,Flow,1,Inward,163995.256,,,9.72478,,
2011,5223,South America,8,Flow,2,Outward,39674.547,,,2.321241,,
2011,5223,South America,9,Stock,1,Inward,1145435.392,,,5.292251,,
2011,5223,South America,9,Stock,2,Outward,330422.137,,,1.501834,,
2011,5300,Asia,8,Flow,1,Inward,471844.79,,,27.979998,,
2011,5300,Asia,8,Flow,2,Outward,486237.301,,,28.448307,,
2011,5300,Asia,9,Stock,1,Inward,4635467.416,,,21.417234,,
2011,5300,Asia,9,Stock,2,Outward,3982277.891,,,18.100236,,
2011,5310,Central Asia,8,Flow,1,Inward,19873.095,,,1.178458,,
2011,5310,Central Asia,8,Flow,2,Outward,5394.127,,,0.315594,,
2011,5310,Central Asia,9,Stock,1,Inward,132094.795,,,0.610317,,
2011,5310,Central Asia,9,Stock,2,Outward,22899.957,,,0.104085,,
2011,5330,Eastern Asia,8,Flow,1,Inward,232023.359,,,13.758789,,
