Date,US1Y,JP1Y,USDJPY
2022/5/6,2.04,-0.075,130.35
2022/5/9,1.94,-0.075,130.37
2022/5/10,1.95,-0.075,130.21
2022/5/11,1.93,-0.075,130.2
2022/5/12,1.9,-0.086,128.1
2022/5/13,1.97,-0.092,129.23
2022/5/16,2.02,-0.086,129.15
2022/5/17,2.08,-0.086,129.31
2022/5/18,2.16,-0.086,128.22
2022/5/19,2.11,-0.085,127.62
2022/5/20,2.07,-0.096,127.86
2022/5/23,2.08,-0.095,127.78
2022/5/24,2.01,-0.095,126.56
2022/5/25,2,-0.098,127.31
2022/5/26,1.99,-0.095,127.23
2022/5/27,2,-0.095,127.14
2022/5/31,2.06,-0.085,128.53
2022/6/1,2.14,-0.085,130.09
2022/6/2,2.13,-0.085,129.83
2022/6/3,2.16,-0.086,130.71
2022/6/6,2.2,-0.086,131.55
2022/6/7,2.21,-0.087,132.53
2022/6/8,2.25,-0.087,134.06
2022/6/9,2.3,-0.087,134.06
2022/6/10,2.53,-0.088,134.19
2022/6/13,2.82,-0.085,134.12
2022/6/14,3.17,-0.085,134.89
2022/6/15,2.93,-0.095,134.5
2022/6/16,2.88,-0.114,131.65
2022/6/17,2.87,-0.105,135.14
2022/6/21,2.92,-0.105,136.25
2022/6/22,2.79,-0.122,136.05
2022/6/23,2.77,-0.132,134.72
2022/6/24,2.82,-0.133,135.22
2022/6/27,2.88,-0.115,135.26
2022/6/28,2.87,-0.114,136.19
2022/6/29,2.87,-0.114,136.5
2022/6/30,2.79,-0.105,135.69
2022/7/1,2.78,-0.105,135.09
2022/7/5,2.77,-0.106,135.72
2022/7/6,2.8,-0.106,135.66
2022/7/7,2.85,-0.115,135.99
2022/7/8,2.94,-0.117,136.16
2022/7/11,2.95,-0.118,137.29
2022/7/12,3.08,-0.118,136.68
2022/7/13,3.21,-0.125,137.34
2022/7/14,3.17,-0.109,138.94
2022/7/15,3.12,-0.126,138.57
2022/7/19,3.19,-0.135,137.94
2022/7/20,3.19,-0.145,138.16
2022/7/21,3.11,-0.152,137.94
2022/7/22,3.02,-0.145,136.12
2022/7/25,3.08,-0.142,136.72
2022/7/26,3.07,-0.135,136.62
2022/7/27,3,-0.135,137.31
2022/7/28,2.93,-0.134,134.45
2022/7/29,2.98,-0.144,133.25
2022/8/1,2.98,-0.145,131.8
2022/8/2,3.09,-0.135,132.32
2022/8/3,3.13,-0.136,134.18
2022/8/4,3.12,-0.146,133.28
2022/8/5,3.29,-0.146,135.33
2022/8/8,3.3,-0.147,134.73
2022/8/9,3.34,-0.148,134.95
2022/8/10,3.26,-0.138,132.58
2022/8/12,3.26,-0.139,133.57
2022/8/15,3.23,-0.134,133.13
2022/8/16,3.26,-0.134,134.38
2022/8/17,3.27,-0.135,135.4
2022/8/18,3.24,-0.131,135.29
2022/8/19,3.26,-0.131,137.01
2022/8/22,3.32,-0.122,137.57
2022/8/23,3.29,-0.132,136.36
2022/8/24,3.35,-0.133,136.92
2022/8/25,3.33,-0.133,136.83
2022/8/26,3.36,-0.133,137.07
2022/8/29,3.43,-0.133,138.74
2022/8/30,3.47,-0.134,138.73
2022/8/31,3.5,-0.135,138.69
2022/9/1,3.51,-0.135,139.93
2022/9/2,3.48,-0.135,140.03
2022/9/6,3.61,-0.135,142.95
2022/9/7,3.6,-0.135,144.39
2022/9/8,3.6,-0.135,144.05
2022/9/9,3.67,-0.136,142.44
2022/9/12,3.7,-0.146,142.41
2022/9/13,3.92,-0.146,144.3
2022/9/14,3.95,-0.155,142.93
2022/9/15,4,-0.156,143.57
2022/9/16,3.96,-0.156,143.04
2022/9/20,4.04,-0.141,143.64
2022/9/21,4.07,-0.136,144.14
2022/9/22,4.07,-0.136,142.16
2022/9/26,4.15,-0.125,144.45
2022/9/27,4.14,-0.125,144.71
2022/9/28,3.97,-0.125,144.15
2022/9/29,3.96,-0.125,144.45
2022/9/30,4.03,-0.115,144.71
2022/10/3,4,-0.115,144.5
2022/10/4,4.16,-0.126,144.32
2022/10/5,4.14,-0.135,144.73
2022/10/6,4.19,-0.137,144.94
2022/10/7,4.23,-0.135,145.19
2022/10/11,4.28,-0.128,145.55
2022/10/12,4.29,-0.128,146.87
2022/10/13,4.46,-0.126,147.15
2022/10/14,4.49,-0.126,148.46
2022/10/17,4.49,-0.126,148.71
2022/10/18,4.5,-0.126,149.23
2022/10/19,4.6,-0.115,149.77
2022/10/20,4.65,-0.1,149.82
2022/10/21,4.59,-0.095,146.35
2022/10/24,4.61,-0.088,148.76
2022/10/25,4.61,-0.095,147.85
2022/10/26,4.54,-0.105,146.5
2022/10/27,4.51,-0.114,146.02
2022/10/28,4.56,-0.114,147.68
2022/10/31,4.67,-0.105,148.63
2022/11/1,4.75,-0.105,148.11
2022/11/2,4.76,-0.095,147.11
2022/11/4,4.77,-0.095,147.22
2022/11/7,4.8,-0.095,146.64
2022/11/8,4.78,-0.095,145.38
2022/11/9,4.75,-0.105,146.15
2022/11/10,4.59,-0.105,141.78
2022/11/14,4.63,-0.105,140.43
2022/11/15,4.61,-0.101,139.36
2022/11/16,4.62,-0.1,139.59
2022/11/17,4.69,-0.1,140.45
2022/11/18,4.75,-0.095,140.03
2022/11/21,4.76,-0.095,141.95
2022/11/22,4.79,-0.095,141.29
2022/11/25,4.77,-0.095,139.21
2022/11/28,4.77,-0.095,138.67
2022/11/29,4.79,-0.095,138.28
2022/11/30,4.75,-0.075,139.31
2022/12/1,4.66,-0.085,135.55
2022/12/2,4.69,-0.075,134.89
2022/12/5,4.77,-0.075,136.55
2022/12/6,4.73,-0.075,136.67
2022/12/7,4.68,-0.075,136.57
2022/12/8,4.71,-0.075,136.45
2022/12/9,4.72,-0.083,136.4
2022/12/12,4.76,-0.075,137.47
2022/12/13,4.65,-0.081,135.14
2022/12/14,4.65,-0.081,134.95
2022/12/15,4.65,-0.081,137.92
2022/12/16,4.62,-0.085,136.55
2022/12/19,4.65,-0.075,136.87
2022/12/20,4.65,-0.059,131.08
2022/12/21,4.62,-0.065,132.36
2022/12/22,4.66,-0.065,132.34
2022/12/23,4.67,-0.055,132.78
2022/12/27,4.75,-0.029,134.44
