Year,Economy,Economy Label,Flow,Flow Label,Direction,Direction Label,US$ at current prices in millions,US$ at current prices in millions Footnote,US$ at current prices in millions Missing value,US$ at current prices per capita,US$ at current prices per capita Footnote,US$ at current prices per capita Missing value,Percentage of total world,Percentage of total world Footnote,Percentage of total world Missing value,Percentage of Gross Domestic Product,Percentage of Gross Domestic Product Footnote,Percentage of Gross Domestic Product Missing value,Percentage of Gross Fixed Capital Formation,Percentage of Gross Fixed Capital Formation Footnote,Percentage of Gross Fixed Capital Formation Missing value
1991,056,"Belgium",09,"Stock",1,"Inward",70163.1,,,7017.039,,,2.839321,,,33.33041,,,148.76384,,
1991,056,"Belgium",09,"Stock",2,"Outward",48385,,,4839.003,,,1.913632,,,22.9849,,,102.58866,,
1991,084,"Belize",08,"Flow",1,"Inward",15.05,,,80.464,,,0.009775,,,2.52952,,,10.39446,,
1991,084,"Belize",08,"Flow",2,"Outward",1.45,,,7.752,,,0.000729,,,0.24371,,,1.00146,,
1991,084,"Belize",09,"Stock",1,"Inward",104.18,,,556.994,,,0.004216,,,17.50997,,,71.95324,,
1991,084,"Belize",09,"Stock",2,"Outward",21.5,,,114.949,,,0.00085,,,3.61359,,,14.84924,,
1991,204,"Benin",08,"Flow",1,"Inward",120.78,,,22.174,,,0.07845,,,5.97962,,,46.15391,,
1991,204,"Benin",08,"Flow",2,"Outward",0.354,,,0.065,,,0.000178,,,0.01755,,,0.13546,,
1991,204,"Benin",09,"Stock",1,"Inward",,,"Negative accumulation of flows; Value included in regional and global totals",,,"Negative accumulation of flows; Value included in regional and global totals",,,"Negative accumulation of flows; Value included in regional and global totals",,,"Negative accumulation of flows; Value included in regional and global totals",-19.80758,,
1991,204,"Benin",09,"Stock",2,"Outward",1.917,,,0.352,,,7.6E-05,,,0.09489,,,0.73239,,
1991,064,"Bhutan",08,"Flow",1,"Inward",0.6,,,1,,,0.00039,,,0.25735,,,0.73799,,
1991,064,"Bhutan",09,"Stock",1,"Inward",2.62,,,4.368,,,0.000106,,,1.12377,,,3.22256,,
1991,068,"Bolivia (Plurinational State of)",08,"Flow",1,"Inward",95.7,,,13.145,,,0.062159,,,1.79104,,,12.36563,,
1991,068,"Bolivia (Plurinational State of)",08,"Flow",2,"Outward",2,,,0.275,,,0.001006,,,0.03743,,,0.25842,,
1991,068,"Bolivia (Plurinational State of)",09,"Stock",1,"Inward",1092.7,,,150.09,,,0.044219,,,20.45005,,,141.19043,,
1991,068,"Bolivia (Plurinational State of)",09,"Stock",2,"Outward",9.1,,,1.25,,,0.00036,,,0.17031,,,1.17583,,
1991,070,"Bosnia and Herzegovina",08,"Flow",1,"Inward",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
1991,070,"Bosnia and Herzegovina",08,"Flow",2,"Outward",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
1991,070,"Bosnia and Herzegovina",09,"Stock",1,"Inward",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
1991,070,"Bosnia and Herzegovina",09,"Stock",2,"Outward",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
1991,072,"Botswana",08,"Flow",1,"Inward",-8.211,,,-6.12,,,-0.005334,,,-0.21233,,,-0.66935,,
1991,072,"Botswana",08,"Flow",2,"Outward",8.508,,,6.341,,,0.004279,,,0.22,,,0.69355,,
1991,072,"Botswana",09,"Stock",1,"Inward",1301.1,,,969.699,,,0.052652,,,33.64267,,,106.05838,,
1991,072,"Botswana",09,"Stock",2,"Outward",455.7,,,339.63,,,0.018023,,,11.78308,,,37.14611,,
1991,076,"Brazil",08,"Flow",1,"Inward",1102.2,,,7.264,,,0.715904,,,0.28977,,,1.64791,,
1991,076,"Brazil",08,"Flow",2,"Outward",1015,,,6.69,,,0.510418,,,0.26684,,,1.51753,,
1991,076,"Brazil",09,"Stock",1,"Inward",38580.246,,,254.279,,,1.561244,,,10.14273,,,57.68156,,
1991,076,"Brazil",09,"Stock",2,"Outward",42059.136,,,277.208,,,1.663443,,,11.05733,,,62.88287,,
1991,092,"British Virgin Islands",08,"Flow",1,"Inward",4.86,,,300.241,,,0.003157,,,3.10012,,,12.71925,,
1991,092,"British Virgin Islands",08,"Flow",2,"Outward",1524.326,,,94169.779,,,0.766545,,,972.34427,,,3989.35891,,
1991,092,"British Virgin Islands",09,"Stock",1,"Inward",130.78,,,8079.323,,,0.005292,,,83.42255,,,342.26818,,
1991,092,"British Virgin Islands",09,"Stock",2,"Outward",2399.334,,,148225.984,,,0.094894,,,1530.49828,,,6279.36746,,
1991,096,"Brunei Darussalam",08,"Flow",1,"Inward",5,,,19.041,,,0.003248,,,0.12192,,,0.39869,,
1991,096,"Brunei Darussalam",09,"Stock",1,"Inward",38.12,,,145.166,,,0.001543,,,0.92951,,,3.03962,,
1991,100,"Bulgaria",08,"Flow",1,"Inward",55.9,,,6.428,,,0.036308,,,0.66531,,,4.83894,,
1991,100,"Bulgaria",08,"Flow",2,"Outward",-6.07,,,-0.698,,,-0.003052,,,-0.07224,,,-0.52544,,
1991,100,"Bulgaria",09,"Stock",1,"Inward",168.17,,,19.339,,,0.006805,,,2.00152,,,14.5575,,
1991,100,"Bulgaria",09,"Stock",2,"Outward",118.373,,,13.613,,,0.004682,,,1.40885,,,10.24687,,
1991,854,"Burkina Faso",08,"Flow",1,"Inward",0.57,,,0.061,,,0.00037,,,0.016,,,0.08,,
1991,854,"Burkina Faso",08,"Flow",2,"Outward",0.134,,,0.014,,,6.7E-05,,,0.00375,,,0.01874,,
1991,854,"Burkina Faso",09,"Stock",1,"Inward",39.24,,,4.177,,,0.001588,,,1.10156,,,5.50717,,
1991,854,"Burkina Faso",09,"Stock",2,"Outward",3.851,,,0.41,,,0.000152,,,0.10811,,,0.54051,,
1991,108,"Burundi",08,"Flow",1,"Inward",0.892,,,0.156,,,0.00058,,,0.07645,,,0.4229,,
1991,108,"Burundi",08,"Flow",2,"Outward",0.028,,,0.005,,,1.4E-05,,,0.00236,,,0.01305,,
1991,108,"Burundi",09,"Stock",1,"Inward",30.988,,,5.433,,,0.001254,,,2.65447,,,14.68342,,
1991,108,"Burundi",09,"Stock",2,"Outward",0.346,,,0.061,,,1.4E-05,,,0.02964,,,0.16397,,
1991,132,"Cabo Verde",08,"Flow",1,"Inward",1.744,,,4.536,,,0.001133,,,0.47765,,,1.29816,,
1991,132,"Cabo Verde",08,"Flow",2,"Outward",0.545,,,1.416,,,0.000274,,,0.14917,,,0.40541,,
1991,132,"Cabo Verde",09,"Stock",1,"Inward",5.546,,,14.421,,,0.000224,,,1.51874,,,4.12763,,
1991,116,"Cambodia",09,"Stock",1,"Inward",37.746,,,4.911,,,0.001528,,,1.67895,,,17.82145,,
1991,116,"Cambodia",09,"Stock",2,"Outward",0,,,0,,,0,,,0,,,0,,
1991,120,"Cameroon",08,"Flow",1,"Inward",-14.498,,,-1.243,,,-0.009417,,,-0.10454,,,-0.44556,,
1991,120,"Cameroon",08,"Flow",2,"Outward",21.517,,,1.844,,,0.01082,,,0.15516,,,0.66126,,
1991,120,"Cameroon",09,"Stock",1,"Inward",345.934,,,29.65,,,0.013999,,,2.49452,,,10.63139,,
1991,120,"Cameroon",09,"Stock",2,"Outward",1169.649,,,100.251,,,0.04626,,,8.43431,,,35.94616,,
1991,124,"Canada",08,"Flow",1,"Inward",2880.957,,,102.317,,,1.871248,,,0.47035,,,2.32113,,
1991,124,"Canada",08,"Flow",2,"Outward",5834.09,,,207.197,,,2.933815,,,0.95248,,,4.70041,,
1991,124,"Canada",09,"Stock",1,"Inward",117024.922,,,4156.134,,,4.735699,,,19.10552,,,94.28459,,
1991,124,"Canada",09,"Stock",2,"Outward",94382.139,,,3351.977,,,3.732824,,,15.40886,,,76.04176,,
1991,136,"Cayman Islands",08,"Flow",1,"Inward",-8.54,,,-312.889,,,-0.005547,,,-0.66727,,,-4.81135,,
1991,136,"Cayman Islands",08,"Flow",2,"Outward",71.288,,,2611.852,,,0.035849,,,5.57009,,,40.16291,,
1991,136,"Cayman Islands",09,"Stock",1,"Inward",1740.52,,,63769.327,,,0.070434,,,135.99582,,,980.59209,,
1991,136,"Cayman Islands",09,"Stock",2,"Outward",719.548,,,26362.864,,,0.028458,,,56.222,,,405.38637,,
1991,140,"Central African Republic",08,"Flow",1,"Inward",-4.874,,,-1.645,,,-0.003166,,,-0.33821,,,-2.46006,,
1991,140,"Central African Republic",08,"Flow",2,"Outward",3.502,,,1.182,,,0.001761,,,0.24302,,,1.76766,,
1991,140,"Central African Republic",09,"Stock",1,"Inward",90.514,,,30.546,,,0.003663,,,6.28074,,,45.68474,,
1991,140,"Central African Republic",09,"Stock",2,"Outward",21.403,,,7.223,,,0.000846,,,1.48513,,,10.8025,,
1991,148,"Chad",08,"Flow",1,"Inward",4.24,,,0.683,,,0.002754,,,0.23294,,,1.84406,,
1991,148,"Chad",08,"Flow",2,"Outward",10.503,,,1.692,,,0.005282,,,0.57708,,,4.5685,,
1991,148,"Chad",09,"Stock",1,"Inward",253.92,,,40.917,,,0.010275,,,13.95144,,,110.44672,,
1991,148,"Chad",09,"Stock",2,"Outward",47.683,,,7.684,,,0.001886,,,2.61991,,,20.74051,,
1991,152,"Chile",08,"Flow",1,"Inward",822.1,,,60.172,,,0.533973,,,2.06031,,,9.7065,,
1991,152,"Chile",08,"Flow",2,"Outward",125.3,,,9.171,,,0.06301,,,0.31402,,,1.47941,,
1991,152,"Chile",09,"Stock",1,"Inward",16928.784,,,1239.07,,,0.685064,,,42.42607,,,199.87734,,
1991,152,"Chile",09,"Stock",2,"Outward",279.3,,,20.443,,,0.011046,,,0.69997,,,3.29768,,
1991,156,"China",08,"Flow",1,"Inward",4366.34,,,3.729,,,2.836039,,,1.05626,,,4.01114,,
1991,156,"China",08,"Flow",2,"Outward",913,,,0.78,,,0.459124,,,0.22086,,,0.83873,,
1991,156,"China",09,"Stock",1,"Inward",25056.96,,,21.402,,,1.013991,,,6.06155,,,23.01857,,
1991,156,"China",09,"Stock",2,"Outward",5368,,,4.585,,,0.212305,,,1.29858,,,4.93131,,
1991,344,"China, Hong Kong SAR",08,"Flow",1,"Inward",1020.86,,,181.386,,,0.663072,,,1.14755,,,4.35856,,
1991,344,"China, Hong Kong SAR",08,"Flow",2,"Outward",2825,,,501.946,,,1.42062,,,3.17558,,,12.06133,,
1991,344,"China, Hong Kong SAR",09,"Stock",1,"Inward",202673.728,,,36011.077,,,8.201686,,,227.82568,,,865.31476,,
1991,344,"China, Hong Kong SAR",09,"Stock",2,"Outward",13976.6,,,2483.363,,,0.552776,,,15.71111,,,59.67304,,
1991,446,"China, Macao SAR",08,"Flow",1,"Inward",10.72,,,29.591,,,0.006963,,,0.28471,,,1.07945,,
1991,446,"China, Macao SAR",09,"Stock",1,"Inward",2819.44,,,7782.768,,,0.114096,,,74.88056,,,283.90367,,
1991,158,"China, Taiwan Province of",08,"Flow",1,"Inward",1271,,,61.159,,,0.825544,,,0.67918,,,2.75506,,
1991,158,"China, Taiwan Province of",08,"Flow",2,"Outward",2055,,,98.885,,,1.033407,,,1.09813,,,4.45448,,
1991,158,"China, Taiwan Province of",09,"Stock",1,"Inward",11006,,,529.599,,,0.445385,,,5.88127,,,23.85694,,
1991,158,"China, Taiwan Province of",09,"Stock",2,"Outward",32411,,,1559.59,,,1.281858,,,17.31946,,,70.25506,,
1991,170,"Colombia",08,"Flow",1,"Inward",456.9,,,13.804,,,0.296767,,,0.78893,,,3.66722,,
1991,170,"Colombia",08,"Flow",2,"Outward",24.3,,,0.734,,,0.01222,,,0.04196,,,0.19504,,
1991,170,"Colombia",09,"Stock",1,"Inward",3601.961,,,108.826,,,0.145762,,,6.21949,,,28.91048,,
1991,170,"Colombia",09,"Stock",2,"Outward",422.31,,,12.759,,,0.016702,,,0.7292,,,3.38959,,
1991,174,"Comoros",08,"Flow",1,"Inward",2.506,,,5.501,,,0.001628,,,0.48728,,,3.29415,,
1991,174,"Comoros",09,"Stock",1,"Inward",19.559,,,42.934,,,0.000792,,,3.8029,,,25.70876,,
1991,178,"Congo",08,"Flow",1,"Inward",32.754,,,13.373,,,0.021274,,,1.07911,,,4.72975,,
1991,178,"Congo",08,"Flow",2,"Outward",1.309,,,0.534,,,0.000658,,,0.04313,,,0.18903,,
1991,178,"Congo",09,"Stock",1,"Inward",607.916,,,248.207,,,0.024601,,,20.02858,,,87.78573,,
1991,178,"Congo",09,"Stock",2,"Outward",19.12,,,7.807,,,0.000756,,,0.62993,,,2.76101,,
1991,188,"Costa Rica",08,"Flow",1,"Inward",178.4,,,55.712,,,0.115875,,,2.47911,,,14.57862,,
1991,188,"Costa Rica",08,"Flow",2,"Outward",3.1,,,0.968,,,0.001559,,,0.04308,,,0.25333,,
1991,188,"Costa Rica",09,"Stock",1,"Inward",1502.099,,,469.087,,,0.060786,,,20.8737,,,122.74966,,
1991,188,"Costa Rica",09,"Stock",2,"Outward",47.2,,,14.74,,,0.001867,,,0.65591,,,3.85712,,
1991,384,"Cote d'Ivoire",08,"Flow",1,"Inward",18.525,,,1.461,,,0.012032,,,0.16065,,,2.05748,,
1991,384,"Cote d'Ivoire",09,"Stock",1,"Inward",993.969,,,78.365,,,0.040223,,,8.61991,,,110.39591,,
1991,384,"Cote d'Ivoire",09,"Stock",2,"Outward",6.402,,,0.505,,,0.000253,,,0.05552,,,0.7111,,
1991,191,"Croatia",08,"Flow",1,"Inward",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
1991,191,"Croatia",08,"Flow",2,"Outward",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
1991,191,"Croatia",09,"Stock",1,"Inward",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
1991,191,"Croatia",09,"Stock",2,"Outward",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
1991,531,"Curacao",08,"Flow",1,"Inward",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
1991,531,"Curacao",08,"Flow",2,"Outward",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
1991,531,"Curacao",09,"Stock",1,"Inward",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
1991,531,"Curacao",09,"Stock",2,"Outward",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
1991,196,"Cyprus",08,"Flow",1,"Inward",81.8,,,,,"No value reported or collected",0.053131,,,1.26619,,,3.9594,,
1991,196,"Cyprus",08,"Flow",2,"Outward",14.642,,,,,"No value reported or collected",0.007363,,,0.22665,,,0.70872,,
1991,196,"Cyprus",09,"Stock",1,"Inward",,,"Negative accumulation of flows; Value included in regional and global totals",,,"No value reported or collected",,,"Negative accumulation of flows; Value included in regional and global totals",,,"Negative accumulation of flows; Value included in regional and global totals",-37.13963,,
1991,196,"Cyprus",09,"Stock",2,"Outward",23.126,,,,,"No value reported or collected",0.000915,,,0.35797,,,1.11938,,
1991,203,"Czechia",08,"Flow",1,"Inward",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
1991,203,"Czechia",08,"Flow",2,"Outward",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
1991,203,"Czechia",09,"Stock",1,"Inward",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
1991,203,"Czechia",09,"Stock",2,"Outward",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
1991,200,"Czechoslovakia",08,"Flow",1,"Inward",604,,,38.745,,,0.392312,,,1.4499,,,5.81172,,
1991,200,"Czechoslovakia",08,"Flow",2,"Outward",14.32,,,0.919,,,0.007201,,,0.03438,,,0.13779,,
1991,200,"Czechoslovakia",09,"Stock",1,"Inward",2248.769,,,144.251,,,0.091002,,,5.39814,,,21.63777,,
1991,200,"Czechoslovakia",09,"Stock",2,"Outward",197.15,,,12.646,,,0.007797,,,0.47326,,,1.89699,,
1991,408,"Dem. People's Rep. of Korea",08,"Flow",1,"Inward",2.371,,,0.111,,,0.00154,,,0.01733,,,,,"No value reported or collected"
1991,408,"Dem. People's Rep. of Korea",09,"Stock",1,"Inward",9.398,,,0.439,,,0.00038,,,0.06866,,,,,"No value reported or collected"
1991,180,"Dem. Rep. of the Congo",08,"Flow",1,"Inward",12.39,,,0.327,,,0.008048,,,0.08733,,,1.43024,,
1991,180,"Dem. Rep. of the Congo",09,"Stock",1,"Inward",558.79,,,14.734,,,0.022613,,,3.9385,,,64.50385,,
1991,208,"Denmark",08,"Flow",1,"Inward",1552.52,,,301.206,,,1.008398,,,1.11511,,,5.63957,,
1991,208,"Denmark",08,"Flow",2,"Outward",1851.99,,,359.307,,,0.931318,,,1.33021,,,6.7274,,
1991,208,"Denmark",09,"Stock",1,"Inward",14712.1,,,2854.31,,,0.595361,,,10.56709,,,53.44206,,
1991,208,"Denmark",09,"Stock",2,"Outward",15608.354,,,3028.193,,,0.617312,,,11.21084,,,56.69772,,
1991,262,"Djibouti",08,"Flow",1,"Inward",2.3,,,3.644,,,0.001494,,,0.49327,,,1.95378,,
1991,262,"Djibouti",09,"Stock",1,"Inward",15.04,,,23.832,,,0.000609,,,3.22566,,,12.77638,,
1991,212,"Dominica",08,"Flow",1,"Inward",15.22,,,219.643,,,0.009886,,,6.92581,,,24.3993,,
1991,214,"Dominican Republic",08,"Flow",1,"Inward",145,,,19.863,,,0.094181,,,1.46952,,,9.1918,,
1991,214,"Dominican Republic",09,"Stock",1,"Inward",,,"Negative accumulation of flows; Value included in regional and global totals",,,"Negative accumulation of flows; Value included in regional and global totals",,,"Negative accumulation of flows; Value included in regional and global totals",,,"Negative accumulation of flows; Value included in regional and global totals",-179.0771,,
1991,218,"Ecuador",08,"Flow",1,"Inward",160.143,,,14.963,,,0.104017,,,0.94313,,,5.15257,,
1991,218,"Ecuador",09,"Stock",1,"Inward",1786.143,,,166.892,,,0.072281,,,10.51907,,,57.46875,,
1991,818,"Egypt",08,"Flow",1,"Inward",253,,,4.215,,,0.164329,,,0.64541,,,2.88754,,
1991,818,"Egypt",08,"Flow",2,"Outward",62,,,1.033,,,0.031178,,,0.15816,,,0.70762,,
1991,818,"Egypt",09,"Stock",1,"Inward",11295.55,,,188.168,,,0.457102,,,28.81524,,,128.91844,,
1991,818,"Egypt",09,"Stock",2,"Outward",224.62,,,3.742,,,0.008884,,,0.57301,,,2.56363,,
1991,222,"El Salvador",08,"Flow",1,"Inward",25.2,,,4.586,,,0.016368,,,0.47979,,,3.15908,,
1991,222,"El Salvador",09,"Stock",1,"Inward",237.3,,,43.184,,,0.009603,,,4.51798,,,29.74803,,
1991,222,"El Salvador",09,"Stock",2,"Outward",56.099,,,10.209,,,0.002219,,,1.06807,,,7.03256,,
1991,226,"Equatorial Guinea",08,"Flow",1,"Inward",41.325,,,83.956,,,0.026841,,,24.0974,,,60.05831,,
1991,226,"Equatorial Guinea",09,"Stock",1,"Inward",66.679,,,135.467,,,0.002698,,,38.88199,,,96.90617,,
1991,232,"Eritrea",08,"Flow",1,"Inward",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
1991,232,"Eritrea",08,"Flow",2,"Outward",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
1991,232,"Eritrea",09,"Stock",1,"Inward",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
1991,232,"Eritrea",09,"Stock",2,"Outward",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
1991,233,"Estonia",08,"Flow",1,"Inward",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
1991,233,"Estonia",08,"Flow",2,"Outward",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
1991,233,"Estonia",09,"Stock",1,"Inward",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
1991,233,"Estonia",09,"Stock",2,"Outward",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
1991,748,"Eswatini",08,"Flow",1,"Inward",85.368,,,93.998,,,0.055448,,,6.41564,,,39.94489,,
1991,748,"Eswatini",08,"Flow",2,"Outward",15.719,,,17.308,,,0.007905,,,1.18133,,,7.35515,,
1991,748,"Eswatini",09,"Stock",1,"Inward",399.118,,,439.466,,,0.016151,,,29.99495,,,186.75387,,
1991,748,"Eswatini",09,"Stock",2,"Outward",51.598,,,56.814,,,0.002041,,,3.87774,,,24.14348,,
1991,231,"Ethiopia",08,"Flow",1,"Inward",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
1991,231,"Ethiopia",08,"Flow",2,"Outward",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
1991,231,"Ethiopia",09,"Stock",1,"Inward",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
1991,231,"Ethiopia",09,"Stock",2,"Outward",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
1991,230,"Ethiopia (...1991)",08,"Flow",1,"Inward",6,,,0.116,,,0.003897,,,0.04556,,,0.43804,,
1991,230,"Ethiopia (...1991)",09,"Stock",1,"Inward",130.41,,,2.526,,,0.005277,,,0.99019,,,9.52078,,
1991,242,"Fiji",08,"Flow",1,"Inward",11.318,,,14.516,,,0.007351,,,0.81782,,,5.8093,,
1991,242,"Fiji",08,"Flow",2,"Outward",6.642,,,8.519,,,0.00334,,,0.47992,,,3.40905,,
1991,242,"Fiji",09,"Stock",1,"Inward",283.823,,,364.036,,,0.011486,,,20.509,,,145.68393,,
1991,242,"Fiji",09,"Stock",2,"Outward",31.362,,,40.225,,,0.00124,,,2.2662,,,16.09776,,
1991,246,"Finland",08,"Flow",1,"Inward",-207.786,,,-41.442,,,-0.134962,,,-0.16263,,,-0.62853,,
1991,246,"Finland",08,"Flow",2,"Outward",-104.414,,,-20.825,,,-0.052507,,,-0.08172,,,-0.31584,,
1991,246,"Finland",09,"Stock",1,"Inward",3933.889,,,784.6,,,0.159194,,,3.07901,,,11.89962,,
1991,246,"Finland",09,"Stock",2,"Outward",10108.853,,,2016.174,,,0.399806,,,7.91208,,,30.57826,,
1991,250,"France",08,"Flow",1,"Inward",16166.087,,,282.271,,,10.500249,,,1.2737,,,5.49519,,
1991,250,"France",08,"Flow",2,"Outward",26786.931,,,467.718,,,13.470462,,,2.1105,,,9.10543,,
1991,250,"France",09,"Stock",1,"Inward",116664.946,,,2037.048,,,4.721131,,,9.19183,,,39.65682,,
1991,250,"France",09,"Stock",2,"Outward",140381.977,,,2451.164,,,5.552122,,,11.06045,,,47.71873,,
1991,254,"French Guiana",08,"Flow",1,"Inward",0,,,0,,,0,,,,,"No value reported or collected",,,"No value reported or collected"
1991,258,"French Polynesia",08,"Flow",1,"Inward",33.82,,,162.797,,,0.021967,,,0.91801,,,4.09027,,
1991,258,"French Polynesia",09,"Stock",1,"Inward",103.08,,,496.188,,,0.004171,,,2.79801,,,12.46674,,
1991,266,"Gabon",08,"Flow",1,"Inward",-54.589,,,-54.005,,,-0.035457,,,-0.90779,,,-4.10218,,
1991,266,"Gabon",08,"Flow",2,"Outward",14.888,,,14.729,,,0.007487,,,0.24758,,,1.11878,,
1991,266,"Gabon",09,"Stock",1,"Inward",1153.859,,,1141.51,,,0.046694,,,19.18805,,,86.70828,,
1991,266,"Gabon",09,"Stock",2,"Outward",181.474,,,179.532,,,0.007177,,,3.01781,,,13.63711,,
1991,270,"Gambia",08,"Flow",1,"Inward",8.03,,,7.3,,,0.005216,,,0.69994,,,3.44156,,
1991,270,"Gambia",09,"Stock",1,"Inward",158.21,,,143.833,,,0.006402,,,13.79041,,,67.80696,,
1991,268,"Georgia",08,"Flow",1,"Inward",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
1991,268,"Georgia",08,"Flow",2,"Outward",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
1991,268,"Georgia",09,"Stock",1,"Inward",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
1991,268,"Georgia",09,"Stock",2,"Outward",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
1991,276,"Germany",08,"Flow",1,"Inward",4727.25,,,58.868,,,3.070458,,,0.25294,,,1.00944,,
1991,276,"Germany",08,"Flow",2,"Outward",22937.187,,,285.632,,,11.534525,,,1.22729,,,4.89795,,
1991,276,"Germany",09,"Stock",1,"Inward",252057.322,,,3138.821,,,10.200114,,,13.48677,,,53.82367,,
1991,276,"Germany",09,"Stock",2,"Outward",352222.122,,,4386.153,,,13.930422,,,18.84626,,,75.21261,,
1991,288,"Ghana",08,"Flow",1,"Inward",20,,,1.267,,,0.01299,,,0.13462,,,0.77383,,
1991,288,"Ghana",09,"Stock",1,"Inward",339.26,,,21.489,,,0.013729,,,2.2836,,,13.12641,,
1991,300,"Greece",08,"Flow",1,"Inward",1135,,,110.123,,,0.737209,,,1.07948,,,4.46047,,
1991,300,"Greece",08,"Flow",2,"Outward",-25.741,,,-2.498,,,-0.012944,,,-0.02448,,,-0.10116,,
1991,300,"Greece",09,"Stock",1,"Inward",6815.8,,,661.302,,,0.275818,,,6.48237,,,26.78562,,
1991,300,"Greece",09,"Stock",2,"Outward",2855.857,,,277.089,,,0.112949,,,2.71615,,,11.22332,,
1991,308,"Grenada",08,"Flow",1,"Inward",15.274,,,151.539,,,0.009921,,,6.1715,,,15.43419,,
1991,320,"Guatemala",08,"Flow",1,"Inward",90.4,,,9.749,,,0.058717,,,1.09546,,,7.17557,,
1991,320,"Guatemala",09,"Stock",1,"Inward",1824.6,,,196.774,,,0.073837,,,22.11028,,,144.82896,,
1991,320,"Guatemala",09,"Stock",2,"Outward",0,,,0,,,0,,,0,,,0,,
1991,324,"Guinea",08,"Flow",1,"Inward",38.77,,,5.789,,,0.025182,,,0.93955,,,6.67248,,
1991,324,"Guinea",08,"Flow",2,"Outward",1.11,,,0.166,,,0.000558,,,0.02689,,,0.19099,,
1991,324,"Guinea",09,"Stock",1,"Inward",107.61,,,16.068,,,0.004355,,,2.60781,,,18.52013,,
1991,624,"Guinea-Bissau",08,"Flow",1,"Inward",2.09,,,2.101,,,0.001358,,,0.32219,,,3.09077,,
1991,624,"Guinea-Bissau",09,"Stock",1,"Inward",10.07,,,10.124,,,0.000408,,,1.55235,,,14.89189,,
1991,328,"Guyana",08,"Flow",1,"Inward",12.34,,,16.5,,,0.008015,,,2.22041,,,10.03742,,
1991,328,"Guyana",08,"Flow",2,"Outward",0.354,,,0.474,,,0.000178,,,0.06378,,,0.28834,,
1991,328,"Guyana",09,"Stock",1,"Inward",57.18,,,76.458,,,0.002314,,,10.28875,,,46.5105,,
1991,332,"Haiti",08,"Flow",1,"Inward",13.6,,,1.944,,,0.008834,,,0.38311,,,2.2689,,
1991,332,"Haiti",08,"Flow",2,"Outward",-13.6,,,-1.944,,,-0.006839,,,-0.38311,,,-2.2689,,
1991,332,"Haiti",09,"Stock",1,"Inward",162.38,,,23.212,,,0.006571,,,4.57423,,,27.08995,,
1991,340,"Honduras",08,"Flow",1,"Inward",52.1,,,10.168,,,0.03384,,,1.42325,,,7.60741,,
