Date,Toyota,Honda,Nikkei,SMB,HML,Mon,Tue,Wed,Thr,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov
20171003,0.688,1.104,1.045,-0.45,0.03,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
20171004,-0.253,-0.502,0.061,-0.29,0.11,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
20171005,0.802,0.534,0.009,-0.59,0.03,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
20171006,1.549,0.207,0.301,-0.25,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20171010,1.611,0.295,0.642,0.37,-0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
20171011,-0.972,-0.117,0.277,-0.37,-0.14,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
20171012,-0.101,0.177,0.352,0.26,-0.83,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
20171013,-0.405,-0.587,0.957,-0.28,-0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20171016,-0.231,0.383,0.474,-0.58,0.48,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20171017,0.784,0.795,0.379,-0.27,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
20171018,0.737,0.145,0.126,-0.47,-0.11,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
20171019,-0.088,0.67,0.4,-0.38,-0.02,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
20171020,0.272,-0.781,0.043,-0.15,-0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20171023,-0.258,1.255,1.114,0.21,0.34,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20171024,0.673,0.633,0.5,0.07,0.19,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
20171025,-0.569,-0.143,-0.447,-0.05,0.62,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
20171026,0.631,0.574,0.148,0.33,0.04,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
20171027,0.583,0.799,1.236,-0.1,-0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20171030,0.057,0.169,0.015,0.67,-0.54,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20171031,-1.23,-0.536,0,0.65,-0.22,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
20171101,0.685,1.504,1.856,-0.66,-0.17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20171102,1.663,5.202,0.531,-0.67,0.52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20171106,0.196,1.78,0.041,-0.14,-0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20171107,0.193,0.209,1.726,-0.9,0.03,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20171108,0.99,-0.026,-0.104,0.32,-0.23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20171109,-1.215,-1.303,-0.197,-0.11,0.16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20171110,-0.808,-0.476,-0.819,0.52,-0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20171113,0.337,-1.219,-1.325,0.6,-0.31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20171115,-2.412,-2.426,-1.571,-0.56,-0.23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20171116,0.027,1.105,1.465,0.3,-1.12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20171117,-0.645,0.273,0.204,0.26,-0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20171120,0.201,0.463,-0.603,1.15,-0.36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20171121,1.4,0.38,0.695,0.26,-0.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20171122,0.725,0.378,0.476,0.17,0.38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20171124,-0.789,-0.727,0.123,0.34,-0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20171127,0.042,-0.352,-0.243,0.54,-0.37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20171128,0.17,1.035,-0.043,-0.16,-0.29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20171129,0.2,0.215,0.493,-0.22,0.76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20171130,-0.113,0.617,0.565,-0.33,0.54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20171201,0.099,0.829,0.414,-0.15,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20171204,-0.61,0.317,-0.49,-0.07,0.54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20171205,-0.157,-0.528,-0.373,-0.41,0.86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20171206,-1.699,-1.167,-1.969,0.39,-0.35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20171207,0.784,0.886,1.447,0.42,-0.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20171208,1.227,0.453,1.391,-0.35,-0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20171211,0.427,0.424,0.56,-0.13,-0.07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20171212,-0.084,0.449,-0.316,-0.17,0.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20171213,0.552,0.735,-0.473,-0.06,0.07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20171214,0.228,-0.338,-0.28,1,-0.27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20171215,-1.833,-1.022,-0.622,0.56,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20171218,2.813,1.27,1.545,-0.81,0.41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20171219,0.447,1.539,-0.147,-0.07,0.19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20171220,0.779,0.027,0.104,-0.13,1.11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20171221,0.524,0.102,-0.112,0.49,-0.22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20171222,-0.082,0.129,0.16,-0.05,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20171226,-0.401,-0.483,-0.203,0.21,-0.32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20171227,0.292,0.231,0.081,1.01,-0.23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20171228,-0.727,-0.744,-0.555,0.24,0.12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20171229,-0.112,-0.104,-0.084,0.26,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180104,2.773,3.21,3.257,-1.11,0.19,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
20180105,1.874,0.878,0.886,-0.42,0.36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20180109,-0.145,-0.272,0.571,0.18,-0.31,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
20180110,2.189,2.294,-0.259,0.01,0.36,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
20180111,-0.999,-1.854,-0.327,0.37,0.44,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
20180112,-0.669,-1.44,-0.239,0.58,-0.18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20180115,0.989,0.327,0.258,0.16,-0.42,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20180116,1.046,0.2,0.999,-0.49,-0.75,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
20180117,0.634,0.753,-0.348,-0.15,-0.43,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
20180118,-1.079,-1.045,-0.44,-0.01,-0.43,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
20180119,0.533,0.654,0.188,0.08,0.16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20180122,-0.776,-0.575,0.035,0.57,-0.85,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20180123,0.794,1.81,1.292,-0.1,-0.35,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
20180124,-0.866,-1.432,-0.76,0.67,-0.1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
20180125,-1.029,-1.302,-1.133,0.43,-0.08,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
20180126,0.186,-0.229,-0.159,0.59,-0.52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20180129,0.459,0.356,-0.011,0.2,0.48,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20180130,-0.182,-0.558,-1.428,0,0.1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
20180131,-1.955,-2.521,-0.832,0.5,-0.36,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
20180201,1.846,0.861,1.679,-0.01,0.42,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
20180202,0.105,0.805,-0.901,0.18,0.15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20180205,-1.638,2.082,-2.545,-0.26,0.29,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20180206,-2.868,-4.055,-4.725,-2.13,0.87,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
20180207,1.181,0.788,0.163,0.06,-0.31,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
20180208,2.428,0.859,1.134,0.47,-0.87,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
20180209,-1.139,-2.013,-2.322,-0.03,-0.19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20180213,-2.532,-1.713,-0.645,-0.24,-0.01,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
20180214,-2.115,-1.153,-0.426,-1.15,0.14,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
20180215,0.28,1.275,1.469,0.25,-0.34,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
20180216,0.924,1.07,1.189,0.43,-0.51,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20180219,2.372,2.041,1.975,0.71,-0.26,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20180220,-1.192,-1.715,-1.012,1.06,-0.11,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
20180221,0.123,1.639,0.208,0.85,-0.65,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
20180222,-0.89,-1.041,-1.067,0.29,-0.02,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
20180223,0.665,0.999,0.719,0.13,0.38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20180226,0.549,1.248,1.191,-0.33,-0.46,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20180227,0.763,2.03,1.066,-0.79,0.41,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
20180228,-1.951,-2.192,-1.436,1.48,-0.85,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
20180301,-2.087,-1.389,-1.558,0.33,-0.31,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
20180302,-2.371,-3.785,-2.499,0.6,-0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20180305,-1.477,-2.115,-0.659,-1.52,0.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20180306,0.999,1.606,1.785,0.7,-1.18,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20180307,-1.233,-0.872,-0.771,0.15,-0.21,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
20180308,0.263,0.879,0.543,-0.09,-0.83,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
20180309,-0.351,-1.172,0.473,-0.09,-0.16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20180312,2.459,3.202,1.653,-0.41,0.86,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20180313,0.158,-0.829,0.66,0.46,-0.72,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20180314,-0.43,-0.566,-0.869,0.52,-0.23,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
20180315,-0.116,0.19,0.122,-0.05,-0.8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
20180316,-0.677,-0.433,-0.584,-0.04,-0.14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20180319,-0.829,-1.061,-0.902,-0.57,0.35,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20180320,0.382,0.083,-0.465,-0.14,1.13,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20180322,-0.103,0.604,0.987,-0.06,-0.62,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
20180323,-3.547,-5.267,-4.512,-0.11,0.23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20180326,0.589,0.461,0.719,-0.32,-0.23,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20180327,3.749,3.7,2.654,-0.31,0.47,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20180328,1.344,1.754,-1.342,0.37,0.08,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
20180329,-0.292,-0.356,0.608,0.49,-1.05,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
20180330,-0.249,0.522,1.395,0.33,-0.38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20180402,-0.672,-0.492,-0.306,0.25,-0.3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20180403,-0.724,-0.741,-0.45,0.14,-0.35,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
20180404,0.135,1.301,0.128,0.46,0.46,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
20180405,0.161,1.064,1.529,-0.82,-0.1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
20180406,-0.325,-0.54,-0.36,-0.05,-0.18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20180409,0.192,0.19,0.513,-0.25,-0.28,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20180410,1.441,2.604,0.535,-0.22,0.97,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
20180411,0.1,-0.053,-0.492,-0.36,1.63,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
20180412,0.412,-1.244,-0.124,0.19,-0.57,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
20180413,0.536,1.017,0.547,-0.08,1.14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20180416,0.376,0.24,0.261,-0.93,0.64,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20180417,-0.634,-0.661,0.055,-0.64,-0.19,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
20180418,0.653,-1.065,1.422,0.1,-0.41,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
20180419,-0.201,-0.7,0.149,0.02,1.19,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
20180420,0.491,-0.244,-0.13,0.25,-0.32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20180423,0.186,-0.19,-0.335,-0.07,0.95,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20180424,2.01,1.769,0.861,-0.4,0.59,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
20180425,0.816,1.203,-0.282,0.04,0.3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
20180426,0.013,0.317,0.469,0.03,-0.22,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
20180427,0.167,-0.791,0.664,-0.22,-0.52,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20180501,0.196,-0.983,0.179,-0.17,-0.11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20180502,-0.417,-2.386,-0.157,0.65,-0.47,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
20180507,0.502,-0.604,-0.025,0.48,-0.57,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20180508,-0.638,0.304,0.185,0.24,0.05,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20180509,3.759,-2.287,-0.443,0.03,0.26,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
20180510,2.263,0.084,0.394,-0.39,0.43,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
20180511,-0.646,2.057,1.161,-0.28,-0.24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20180514,0.226,1.131,0.472,-0.11,-0.38,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20180515,-0.609,-0.519,-0.209,-0.17,0.52,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20180516,0.492,-0.136,-0.442,0.2,-0.26,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
20180517,0.053,0.522,0.533,0.07,-0.19,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
20180518,0.211,1.257,0.403,-0.17,0.15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20180521,-0.12,-0.431,0.314,0.65,-0.75,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20180522,-0.461,0.108,-0.183,0,-0.34,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20180523,-1.224,-1.029,-1.179,0.57,-0.44,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
20180524,-3.053,-3.392,-1.114,0.44,-0.87,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
20180525,-1.288,-0.935,0.061,-0.3,-0.51,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20180528,-0.888,1.115,0.135,0.07,-0.28,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20180529,-1.076,-0.057,-0.546,-0.37,0.04,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20180530,-1.938,-3.309,-1.52,0.4,-0.7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
20180531,1.171,0.848,0.832,0.2,-0.79,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
20180601,2.903,0.551,-0.137,0.07,0.43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20180604,3.919,2.395,1.374,-0.53,1.14,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20180605,-0.756,-1.128,0.283,-0.47,-0.15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20180606,1.755,0.028,0.382,-0.47,0.85,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20180607,0.711,0.742,0.873,0.46,-0.2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
20180608,-0.625,-0.537,-0.564,0.74,-0.75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20180611,0.16,1.648,0.483,-0.01,-0.42,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20180612,-1.268,-0.559,0.326,-0.01,-0.92,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20180613,1.338,1.209,0.385,-0.02,-0.2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20180614,-0.894,-1.5,-0.992,0.32,0.21,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
20180615,1.789,-0.311,0.498,-0.55,-0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20180618,-0.422,-1.303,-0.75,0.11,-0.54,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20180619,-0.796,-1.548,-1.772,-0.15,0.67,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20180620,-0.296,-0.35,1.243,0,-0.85,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20180621,-0.698,-0.351,0.61,0.31,-1.37,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
20180622,-2.662,-1.965,-0.776,0.59,0.13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20180625,-1.501,-0.957,-0.794,-1.11,0.93,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20180626,-0.141,0.272,0.017,-0.34,1.05,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20180627,-0.593,-2.035,-0.314,0.43,-0.47,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20180628,1.093,0.124,-0.006,-0.2,0.48,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
20180629,0.759,0.743,0.153,0.16,-0.26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20180702,-1.422,-1.814,-2.208,-0.14,0.96,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20180703,0.1,0.501,-0.121,-0.81,-0.16,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20180704,0.325,-0.686,-0.314,-0.55,0.4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
20180705,-0.17,-0.125,-0.783,-1.22,0.74,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
20180706,1.072,1.381,1.119,0.84,-0.77,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20180709,0.671,0.372,1.212,0.35,-0.82,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20180710,-0.818,1.019,0.656,-0.37,0.34,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20180711,-0.267,-1.069,-1.192,0.02,-0.01,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
20180712,1.43,0.648,1.166,-0.07,-0.88,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
20180713,0.607,1.013,1.845,-0.44,-0.97,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20180717,1.306,0.942,0.443,-0.36,0.84,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20180718,1.356,0.271,0.427,0.55,-0.24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
20180719,-0.214,-0.27,-0.129,0.11,0.36,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
20180720,-0.229,-0.933,-0.293,-0.1,-0.57,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20180723,-1.733,-1.185,-1.326,0.22,1.16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20180724,0.738,1.229,0.507,0.47,-0.11,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20180725,-0.571,1.034,0.461,0.27,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
20180726,0.834,0.48,-0.121,0.2,0.64,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
20180727,0.974,0.658,0.557,-0.3,0.09,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20180730,0.496,0.267,-0.739,0.01,1.55,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20180731,-2.508,-0.562,0.039,0.04,-0.35,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20180801,1.287,2.951,0.856,-0.64,0.66,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
20180802,-1.583,-2.866,-1.029,0.27,0.07,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
20180803,-0.85,0.744,0.056,-0.65,-0.15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20180806,-1.205,0.356,-0.079,-0.37,0.16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20180807,0.182,1.032,0.691,-0.6,0.45,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
20180808,-1.19,-0.058,-0.081,0.71,-0.69,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
20180809,-1.004,-1.286,-0.203,0.32,-0.42,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
20180810,-0.56,-0.383,-1.329,0.11,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20180813,-2.099,-2.851,-1.976,-0.04,0.13,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20180814,0.868,1.957,2.281,0.02,-0.68,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
20180815,-0.714,-1.5,-0.679,-0.33,0.21,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
20180816,-0.588,0.183,-0.055,-0.71,0.73,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
20180817,0.414,0.637,0.353,0.23,0.14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20180820,-0.634,0.031,-0.321,-0.71,0.36,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20180821,-0.53,0.211,0.093,-0.24,-0.23,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
20180822,2.305,1.897,0.643,0.48,-0.33,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
20180823,-1.119,-1.95,0.216,0.85,-1.01,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
20180824,0.412,-0.844,0.852,0.16,-0.87,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20180827,1.992,1.368,0.875,0.37,-0.65,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20180828,0.861,1.259,0.061,-0.23,0.4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
20180829,0.626,0.533,0.152,0.26,0.15,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
20180830,-0.947,-1.148,0.093,0.81,-0.88,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
20180831,-1.043,-1.907,-0.019,-0.03,-0.62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20180903,-1.644,-1.094,-0.69,-0.46,-0.01,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20180904,-0.632,-1.167,-0.046,0.23,-0.86,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
20180905,-0.767,-1.056,-0.511,0.33,0.33,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
20180906,-0.804,-0.032,-0.411,-0.07,0.72,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
20180907,-1.065,-0.314,-0.804,-0.02,0.23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20180910,-0.031,-0.441,0.296,0.11,0.23,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20180911,1.608,0.475,1.303,-0.64,-0.43,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
20180912,-0.583,-1.796,-0.265,-0.59,-0.14,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
20180913,1.834,1.957,0.959,-0.74,0.41,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
20180914,0.957,1.227,1.198,0.26,-0.27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20180918,1.635,2.083,1.411,-0.72,0.77,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
20180919,0.848,3.014,1.076,-0.16,0.22,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
20180920,-0.571,1.034,0.01,0.07,0.27,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
20180921,0.301,2.137,0.824,0.22,0.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20180925,1.742,0.715,0.295,0.44,0.04,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
20180926,0.115,-1.778,0.391,0.06,-0.93,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
20180927,-0.313,-0.582,-0.986,-0.01,0.15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
20180928,1.244,0.939,1.359,-0.4,-0.67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20181001,-0.494,-0.145,0.521,0.07,-0.37,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20181002,1.628,1.514,0.103,-0.81,0.86,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
20181003,-2.94,-4.245,-0.658,-0.13,-0.09,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
20181004,0.588,0.239,-0.561,0.46,1.24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
