Date,Toyota,Honda,Nikkei,SMB,HML,Mon,Tue,Wed,Thr,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov
20200731,-3.387,-5.291,-2.817,-0.54,-1.19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20200803,1.816,3.368,2.236,0.25,-0.37,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20200804,3.303,6.056,1.704,-0.44,1.1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
20200805,1.667,2.169,-0.261,0.35,-0.79,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
20200806,2.288,-6.315,-0.429,0.15,0.02,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
20200807,1.146,-3.794,-0.393,-0.27,0.14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20200811,3.954,6.378,1.882,-0.69,2.29,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
20200812,1.318,1.642,0.412,-0.56,1.38,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
20200813,0.564,0.29,1.776,-0.1,-1.32,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
20200814,-1.428,-1.484,0.171,0.22,-1.48,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20200817,-0.348,0.698,-0.827,0.5,-0.13,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20200818,0.281,-1.423,-0.198,0.4,-1.42,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
20200819,0.266,0.536,0.258,0.34,-0.64,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
20200820,-1.546,-2.264,-0.995,-0.08,0.24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
20200821,-0.026,-0.188,0.173,0.56,-0.56,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20200824,-0.24,-0.906,0.285,0.23,-1.08,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20200825,1.189,2.78,1.354,-0.43,1.82,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
20200826,-0.364,0.426,-0.025,0.44,-0.65,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
20200827,-0.702,-0.683,-0.352,0.07,-0.33,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
20200828,-0.241,0.724,-1.406,-1.15,2.48,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20200831,-0.709,0.646,1.124,0.92,-0.97,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20200901,-0.385,-1.027,-0.007,0.4,-1.09,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
20200902,-0.1,-1.203,0.471,0,-0.78,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
20200903,0.271,1.03,0.939,-0.3,-0.14,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
20200904,0.788,2.226,-1.108,-0.01,1.59,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20200907,-1.136,-0.453,-0.498,0.39,1.15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20200908,0.705,-1.586,0.798,0.85,-0.29,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
20200909,-1.841,-2.11,-1.038,0.29,-0.11,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
20200910,1.003,0.965,0.881,-0.71,0.72,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
20200911,0.015,-0.543,0.736,0.33,-0.52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20200914,1.307,1.413,0.653,0.27,0.87,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20200915,0.27,0.297,-0.443,0.82,-1.05,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
20200916,-0.029,-2.593,0.088,0.94,-1.54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
20200917,-0.608,-1.502,-0.665,0.52,0.03,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
20200918,0.241,0.888,0.176,0.62,-0.06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20200923,0.612,-2.813,-0.059,-0.09,-1.76,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
20200924,-2.161,-4.213,-1.108,-0.42,0.23,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
20200925,1.488,1.726,0.506,0.82,-0.26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20200928,2.104,-0.323,1.323,-0.05,1.37,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20200929,0.479,0.264,0.117,0.25,-1.25,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
20200930,-2.543,0.02,-1.504,0.02,-1.14,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
20201005,0.261,2.584,1.226,0.32,0.54,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20201006,0.709,2.108,0.522,-0.19,0.13,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
20201007,0.646,0.114,-0.047,0.09,-0.59,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
20201008,0.443,-0.668,0.957,0.07,-0.81,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
20201009,-0.951,-0.73,-0.116,0.5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20201012,-0.805,-1.839,-0.258,0.38,-0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20201013,1.721,1.046,0.183,-0.33,0.12,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
20201014,-1.352,-1.015,0.106,0.27,-1.39,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
20201015,-0.288,-0.296,-0.506,-0.44,0.61,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
20201016,-1.243,0.138,-0.411,-0.44,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20201019,1.699,2.134,1.113,0.29,-0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20201020,-0.692,-0.774,-0.44,0.56,-1.38,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
20201021,1.624,1.813,0.307,-0.01,1.42,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
20201022,-0.613,-1.934,-0.699,-0.66,1.23,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
20201023,0.1,0.741,0.18,-0.68,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20201026,0.242,0.194,-0.095,-0.53,1.45,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20201027,-0.413,-1.741,-0.036,0.67,-1.31,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
20201028,-0.947,-2.342,-0.287,0.02,-1.79,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
20201029,-0.031,0.101,-0.37,-0.31,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
20201030,-1.304,-1.934,-1.521,-0.31,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20201102,2.145,3.676,1.386,-1.22,1.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20201104,0.388,1.089,1.716,0.2,-1.64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20201105,0.115,-1.018,1.731,0.59,-2.72,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20201106,0.501,2.514,0.912,-0.21,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20201109,2.195,9.422,2.116,-0.41,-0.87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20201110,1.31,3.318,0.265,-2.05,4.57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20201111,3.248,2.289,1.783,-0.6,0.41,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20201112,-0.906,-1.553,0.676,0.07,-1.77,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20201113,-1.602,-1.154,-0.529,0.17,-1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20201116,2.159,4.839,2.053,-0.87,1.46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20201117,-0.467,0.491,0.416,-1.2,1.67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20201118,-1.613,-3.778,-1.101,0.52,-0.73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20201119,-0.246,0.254,-0.365,-0.55,-0.65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20201120,0.698,0.523,-0.417,0.73,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20201124,1.075,2.721,2.5,-0.46,-0.88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20201125,-1.09,-0.033,0.502,-1.02,0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20201126,-0.666,-1.996,0.914,0.44,-1.53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20201127,-0.671,-0.634,0.405,0.74,-0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20201130,-3.49,-3.544,-0.792,0.75,-2.63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20201201,0.27,0.975,1.339,0.35,0.39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20201202,0.871,5.087,0.05,-0.13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20201203,1.201,1.247,0.031,-0.15,1.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20201204,0.237,1.458,-0.217,-0.15,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20201207,0.32,-0.383,-0.762,-0.91,1.07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20201208,-0.068,-1.123,-0.303,0.97,-1.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20201209,2.083,1.46,1.326,-0.59,0.55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20201210,1.782,-0.895,-0.23,-0.27,0.55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20201211,4.545,-1.161,-0.388,0.47,-0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20201214,1.689,-0.849,0.3,0.11,0.56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20201215,-0.593,0.757,-0.167,0.28,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20201216,0.95,-0.196,0.261,-0.34,0.57,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20201217,0.25,-1.015,0.184,-0.35,-1.51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20201218,-1.112,2.315,-0.161,-0.34,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20201221,-0.771,-2.553,-0.183,-0.02,-0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20201222,-0.931,-1.078,-1.041,-1.14,0.88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20201223,-0.731,-2.33,0.334,0.69,-2.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20201224,0.298,1.133,0.541,0.16,0.35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20201225,0.594,-0.441,-0.044,0.24,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20201228,1.398,-0.392,0.741,-1.06,-0.12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20201229,1.468,0.653,2.659,-0.12,-0.79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20201230,-0.709,-1.775,-0.45,0.42,-0.59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20210104,-0.366,-0.556,-0.677,0.09,-1.15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20210105,-1.463,-1.538,-0.366,0.18,0.31,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
20210106,0.078,2.04,-0.378,-0.17,1.83,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
20210108,1.546,0.929,2.36,-0.38,-0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20210112,-0.59,-1.551,0.09,-0.15,0.68,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
20210113,-0.584,1.143,1.038,0.07,0.06,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
20210114,0.218,-0.069,0.849,-1.07,0.34,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
20210115,-1.655,-2.878,-0.624,-0.05,-0.41,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20210118,-1.254,-1.711,-0.971,0.79,-0.77,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20210119,0.943,1.686,1.385,-0.54,-0.35,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
20210120,-0.285,0.547,-0.385,0.75,0.3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
20210121,0.754,1.509,0.819,0.07,-0.93,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
20210122,-1.084,-1.4,-0.436,-0.01,-0.89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20210125,0.221,-0.947,0.667,0.64,-0.36,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20210126,-2.305,-0.638,-0.958,0.01,0.83,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
20210127,0.373,1.105,0.312,-0.26,-0.16,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
20210128,-1.74,-1.568,-1.529,0.62,1.09,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
20210129,-1.312,-1.021,-1.894,-0.19,0.19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20210201,-0.083,0.344,1.546,-0.45,-0.09,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20210202,2.208,1.225,0.965,0.68,-0.11,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
20210203,4.386,3.134,1.002,-0.65,0.52,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
20210204,-0.296,0.484,-1.063,0.33,1.3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
20210205,2.101,2.027,1.543,-0.65,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20210208,1.452,1.482,2.117,-0.9,1.08,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20210209,-0.535,-1.195,0.4,-0.01,-0.63,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
20210210,1.7,5.139,0.193,-0.21,0.07,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
20210212,3.482,-3.546,-0.145,-0.14,0.18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20210215,0.511,1.093,1.911,-0.82,0.12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20210216,-1.809,0.295,1.275,-0.77,-0.09,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
20210217,-0.675,0.882,-0.576,0.46,1.28,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
20210218,-1.867,-1.166,-0.185,-0.5,-0.64,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
20210219,-0.345,-2.326,-0.722,0.01,-0.13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20210222,-0.063,-0.117,0.46,0.52,0.66,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20210224,-2.096,0.386,-1.606,-0.05,1.98,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
20210225,1.609,1.238,1.674,-0.51,0.16,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
20210226,-1.808,-3.784,-3.985,1.2,0.39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20210301,0.659,3.658,2.408,-0.28,0.35,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20210302,-0.025,-0.795,-0.861,0.04,0.16,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20210303,0.607,3.574,0.513,-0.66,2.06,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
20210304,-0.616,-1.581,-2.128,0.51,1.12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
20210305,0.594,1.606,-0.227,-0.57,0.73,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20210308,-0.1,1.58,-0.419,-0.06,1.92,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20210309,2.864,3.683,0.99,-0.01,1.27,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20210310,-0.745,-1.47,0.03,-0.01,-0.55,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
20210311,-0.456,-0.809,0.603,0.85,-0.09,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
20210312,0.666,0.878,1.733,-0.4,-1.28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20210315,2.395,3.105,0.165,0.15,1.59,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20210316,-0.851,0.512,0.518,0.68,-1.16,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20210317,0.472,-1.348,-0.023,0.53,-0.27,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
20210318,4.117,0.941,1.011,-0.47,0.03,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
20210319,-0.069,4.454,-1.406,0.29,1.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20210322,-3.263,-3.631,-2.074,0.89,0.83,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20210323,-0.694,-1.374,-0.611,-0.28,-0.85,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20210324,-2.216,-1.607,-2.036,-0.42,-0.53,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
20210325,0.456,0.924,1.142,-0.09,0.92,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
20210326,2.477,0.855,1.555,-0.02,-0.85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20210329,1.268,0.575,0.712,-0.35,-0.64,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20210330,0.384,0.213,0.164,-0.22,0.34,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20210331,3.037,0.241,-0.863,0.6,-1.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
20210401,-2.24,-0.572,0.72,0.18,-1.88,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
20210402,0.463,-0.819,1.583,0.01,-1.05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20210405,-0.012,1.405,0.788,-0.25,1.43,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20210406,-1.123,-2.741,-1.305,0.32,-0.26,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
20210407,1.446,0.96,0.115,0.54,0.55,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
20210408,-0.813,-0.675,-0.073,-0.69,-1.06,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
20210412,0.202,0.435,-0.77,0.24,1.15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20210413,0.853,1.89,0.721,0.05,-0.02,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
20210414,-0.258,-0.092,-0.439,0.17,-0.71,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
20210415,0.931,1.308,0.073,-0.46,1.05,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
20210416,-0.396,-0.12,0.137,0.18,-0.42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20210419,-0.094,0.722,0.007,0.32,0.06,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20210420,-1.221,-2.269,-1.971,0.34,0.12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
20210421,-2.447,-2.597,-2.034,-0.18,0.21,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
20210422,1.899,1.976,2.384,-0.4,-1.07,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
20210423,-1.088,-0.584,-0.574,-0.14,0.18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20210426,-0.144,1.764,0.364,0,-0.13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20210427,-1.127,-1.915,-0.461,0.18,0.66,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
20210428,1.554,1.178,0.214,-0.81,0.12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
20210430,-2.072,-1.011,-0.831,0.22,0.94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20210506,2.904,2.661,1.8,-0.91,1.78,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
20210507,0.011,1.265,0.09,0.51,1.08,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20210510,1.699,2.113,0.547,-0.75,0.84,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20210511,-1.94,-2.885,-3.082,0.29,1.28,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20210512,2.181,-1.38,-1.612,-0.07,-0.18,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
20210513,-1.536,0.243,-2.485,-0.43,1.4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
20210514,1.025,1.002,2.319,-0.34,-0.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20210517,2.005,-2.675,-0.924,-0.38,0.75,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20210518,1.977,3.335,2.092,0.06,-0.15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20210519,-1.361,-1.106,-1.276,0.5,-0.99,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
20210520,-0.391,-0.513,0.192,0.74,-0.56,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
20210521,0.9,0.516,0.781,-0.03,-1.35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20210524,1.052,1.511,0.165,-0.22,1.25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20210525,0.477,-0.863,0.668,-0.65,-0.84,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20210526,0.327,-0.991,0.309,-0.11,-0.95,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
20210527,0.83,1.517,-0.325,-0.41,-0.4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
20210528,1.727,3.615,2.103,-0.64,1.06,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20210531,-0.22,-3.316,-0.993,0.63,-0.75,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20210601,3.38,0.358,-0.158,0.26,0.74,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20210602,2.174,4.546,0.457,-0.49,0.86,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20210603,1.683,2.075,0.387,-0.03,-0.34,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
20210604,1.624,1.002,-0.401,-0.1,1.06,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20210607,-0.321,-1.019,0.269,0.26,-1.05,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20210608,-0.616,0.055,-0.192,0.53,-0.37,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20210609,0.509,-0.028,-0.355,0.28,-0.31,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20210610,-0.405,-0.417,0.339,0.17,-0.44,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
20210611,-0.051,0.251,-0.034,-0.11,-0.77,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20210614,0.395,-0.028,0.736,0.16,-0.67,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20210615,1.769,1.172,0.958,-0.49,-0.52,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20210616,0.993,-0.028,-0.51,0.38,0.58,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20210617,0.541,-0.414,-0.931,0.13,0.58,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
20210618,-3.881,-2.077,-0.187,0.09,-1.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20210621,-1.983,-3.932,-3.291,0.63,-0.34,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20210622,3.341,3.622,3.117,-0.79,0.25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20210623,-1.787,-1.023,-0.032,0.51,-0.66,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20210624,0.43,1.378,0.001,-0.29,0.62,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
20210625,0.254,1.756,0.661,-0.04,0.18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20210628,-0.071,1.057,-0.062,0.45,0.34,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20210629,-1.037,-2.12,-0.81,0.19,-1.28,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20210630,-0.307,-0.113,-0.073,0.3,-0.48,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20210701,-0.206,0.31,-0.293,-0.23,0.6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
20210702,1.342,1.376,0.266,0.05,0.53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20210705,-0.489,-0.527,-0.643,0.11,-0.05,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20210706,0.225,0.14,0.157,-0.1,0.41,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20210707,-0.613,-1.001,-0.964,0.23,-0.91,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
20210708,-0.606,-2.5,-0.878,-0.35,0.49,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
20210709,-0.258,-0.662,-0.632,0.51,0.06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20210712,1.71,3.394,2.25,-0.15,-0.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20210713,0.509,0.616,0.522,0.04,1.07,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20210714,0.041,-0.279,-0.382,0.33,-0.61,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
20210715,-0.375,-1.762,-1.151,-0.06,0.59,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
20210716,0.346,0.057,-0.976,0.43,0.24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20210719,-1.278,-1.677,-1.251,-0.06,-0.03,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20210720,-1.313,-2.199,-0.957,0.13,-0.22,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20210721,1.176,1.095,0.584,0.1,-0.22,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
20210726,1.069,0.644,1.036,0,0.43,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20210727,0.427,0.785,0.492,-0.25,0.63,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20210728,-0.679,0.433,-1.389,-0.33,1.51,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
20210729,0.53,1.723,0.728,0.28,-0.99,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
20210730,-0.517,-1.384,-1.795,0.01,0.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20210802,2.295,2.663,1.823,-0.79,0.96,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20210803,0.249,-0.418,-0.501,-0.07,0.05,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
20210804,-0.845,-0.673,-0.209,-0.65,0.25,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
20210805,-0.16,1.833,0.522,-0.74,-0.26,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
20210806,-1.166,0.581,0.332,-0.04,0.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
