Date,700.HK,175.HK
2021/11/5,-0.027869664,0.011447811
2021/11/8,-0.007701865,-0.041507875
2021/11/9,0.000431082,0.025588822
2021/11/10,0.042240834,-0.017274532
2021/11/11,-0.012407133,0.00976742
2021/11/12,0.015914121,-0.019341958
2021/11/15,0.013602414,-0.001971945
2021/11/16,0.021756984,0.041500677
2021/11/17,0.012934171,0.017077835
2021/11/18,-0.023968797,-0.018656335
2021/11/19,-0.001609791,-0.011408149
2021/11/22,-0.003224774,0.042309987
2021/11/23,-0.026700617,-0.029521151
2021/11/24,-0.018701443,-0.036121307
2021/11/25,0.011857699,0.001971945
2021/11/26,-0.030136911,-0.027560878
2021/11/29,-0.002159439,-0.030361746
2021/11/30,-0.006485817,-0.033403895
2021/12/1,0.020461454,-0.006478034
2021/12/2,0.010237759,0.004346849
2021/12/3,-0.023225275,-0.002164018
2021/12/6,-0.031993658,-0.03470817
2021/12/7,0.035729991,0.044942899
2021/12/8,0.00689948,0.010754658
2021/12/9,0.011991894,0.031912048
2021/12/10,-0.019466908,-0.002061399
2021/12/13,0.006905434,-0.016529445
2021/12/14,-0.014573141,-0.029409509
2021/12/15,-0.00870101,-0.012988495
2021/12/16,-0.007020583,0.008774427
2021/12/17,-0.032256632,-0.026089908
2021/12/20,-0.018265856,-0.020089356
2021/12/21,0.025117585,0.004559418
2021/12/22,0.004989322,0.006801188
2021/12/23,0.04243796,0.006755245
2021/12/24,-0.003463595,-0.01789765
2021/12/28,-0.021294804,-0.038720407
2021/12/29,-0.01243386,-0.007112205
2021/12/30,-0.003148731,-0.004772207
2021/12/31,0.030222694,0.021582769
