Date,TSLA.US,GM.US
2015/5/7,15.7867,28.0136
2015/5/8,15.774,28.367
2015/5/11,15.966,28.2854
2015/5/12,16.316,27.9021
2015/5/13,16.212,27.9498
2015/5/14,16.2733,27.8284
2015/5/15,16.5893,28.0384
2015/5/18,16.5833,28.152
2015/5/19,16.476,28.2068
2015/5/20,16.29,28.1261
2015/5/21,16.3747,28.5761
2015/5/22,16.5153,28.6726
2015/5/26,16.4973,28.5293
2015/5/27,16.4953,28.7612
2015/5/28,16.7633,29.2271
2015/5/29,16.72,28.8877
2015/6/1,16.63,29.0549
2015/6/2,16.5567,29.0917
2015/6/3,16.5993,28.8638
2015/6/4,16.3947,28.5442
2015/6/5,16.6093,28.2068
2015/6/8,17.086,28.3929
2015/6/9,17.0667,28.6129
2015/6/10,16.7133,28.8787
2015/6/11,16.7607,28.8498
2015/6/12,16.7127,28.9763
2015/6/15,16.692,28.7742
2015/6/16,16.8747,28.8956
2015/6/17,17.3607,29.0559
2015/6/18,17.4593,29.3765
2015/6/19,17.5007,29.3027
2015/6/22,17.3193,29.3675
2015/6/23,17.8447,29.4551
2015/6/24,17.678,28.5313
2015/6/25,17.9193,28.159
2015/6/26,17.806,27.9002
2015/6/29,17.468,26.9663
2015/6/30,17.884,27.0479
2015/7/1,17.9433,26.8111
2015/7/2,18.668,26.9663
2015/7/6,18.648,26.4965
2015/7/7,17.8587,26.6637
2015/7/8,16.9973,25.3088
2015/7/9,17.1947,25.1654
2015/7/10,17.2767,25.481
2015/7/13,17.4773,25.708
2015/7/14,17.71,25.7827
2015/7/15,17.5427,25.5039
2015/7/16,17.7787,24.84
2015/7/17,18.3107,24.8698
2015/7/20,18.8173,24.7504
2015/7/21,17.7847,24.6618
2015/7/22,17.858,24.588
2015/7/23,17.8133,25.5636
2015/7/24,17.694,25.2042
2015/7/27,16.8673,25.1953
2015/7/28,17.6547,25.4163
2015/7/29,17.588,25.927
2015/7/30,17.786,25.8932
2015/7/31,17.7433,25.5706
2015/8/3,17.3327,25.708
2015/8/4,17.752,25.5766
2015/8/5,18.0087,25.6433
2015/8/6,16.4087,25.8543
2015/8/7,16.1673,25.7558
2015/8/10,16.076,25.9181
2015/8/11,15.8247,25.0172
2015/8/12,15.878,25.051
2015/8/13,16.1673,25.2042
2015/8/14,16.21,25.5537
2015/8/17,16.9993,25.6503
2015/8/18,17.3813,25.7319
2015/8/19,17.0167,25.6662
2015/8/20,16.1453,25.025
2015/8/21,15.3847,24.0206
2015/8/24,14.5913,22.5592
2015/8/25,14.6687,22.1381
2015/8/26,14.9893,22.8031
2015/8/27,16.1993,23.1933
2015/8/28,16.5653,23.5339
2015/8/31,16.604,23.8892
2015/9/1,15.9087,23.2391
2015/9/2,16.5127,23.7041
2015/9/3,16.3713,23.6234
2015/9/4,16.1287,23.4353
2015/9/8,16.5447,24.2476
2015/9/9,16.594,24.0355
2015/9/10,16.5653,24.6428
2015/9/11,16.6827,24.7672
2015/9/14,16.8793,25.2362
2015/9/15,16.9047,25.4562
2015/9/16,17.4833,25.6294
2015/9/17,17.4713,25.719
2015/9/18,17.3747,25.0639
2015/9/21,17.6133,25.1545
2015/9/22,17.396,24.6687
2015/9/23,17.404,24.4138
2015/9/24,17.5413,24.1849
2015/9/25,17.1273,24.159
2015/9/28,16.562,23.4611
2015/9/29,16.4433,23.9469
2015/9/30,16.56,24.6608
2015/10/1,15.992,25.1924
2015/10/2,16.5047,26.0654
2015/10/5,16.41,26.0893
2015/10/6,16.0973,26.4665
2015/10/7,15.464,27.1515
2015/10/8,15.1147,27.4611
2015/10/9,14.7127,27.0659
2015/10/12,14.372,27.1256
2015/10/13,14.6167,27.2152
2015/10/14,14.4587,27.3785
2015/10/15,14.754,27.3735
2015/10/16,15.134,27.2321
2015/10/19,15.2067,27.3048
2015/10/20,14.202,27.5029
2015/10/21,14.006,29.0977
2015/10/22,14.1147,29.0977
2015/10/23,13.9393,29.5317
2015/10/26,14.3507,29.3027
2015/10/27,14.0233,28.7274
2015/10/28,14.1973,28.9325
2015/10/29,14.1087,28.5452
2015/10/30,13.7953,28.6766
2015/11/2,14.2527,29.2191
2015/11/3,13.89,29.3913
2015/11/4,15.442,29.0977
2015/11/5,15.4513,29.1137
2015/11/6,15.4907,29.3675
2015/11/9,15.022,29.3027
2015/11/10,14.4333,29.259
2015/11/11,14.6053,29.2023
2015/11/12,14.196,28.8259
2015/11/13,13.8127,28.1838
2015/11/16,14.2873,28.8897
2015/11/17,14.2667,28.9245
2015/11/18,14.738,29.9489
2015/11/19,14.7867,29.6871
2015/11/20,14.6673,29.8503
2015/11/23,14.5167,29.6393
2015/11/24,14.55,29.7517
2015/11/25,15.3093,29.8503
2015/11/27,15.4407,29.8772
2015/11/30,15.3507,29.7379
2015/12/1,15.8127,29.7876
2015/12/2,15.466,29.3515
2015/12/3,15.514,29.1355
2015/12/4,15.3587,29.7777
2015/12/7,15.4087,29.6781
2015/12/8,15.1147,29.1445
2015/12/9,14.968,29.1216
2015/12/10,15.138,29.2679
2015/12/11,14.468,28.381
2015/12/14,14.572,28.2516
2015/12/15,14.7393,28.373
2015/12/16,15.634,29.1723
2015/12/17,15.5593,28.3172
2015/12/18,15.364,27.9508
2015/12/21,15.504,28.0842
2015/12/22,15.33,28.4626
2015/12/23,15.3133,28.8697
2015/12/24,15.3713,28.7224
2015/12/28,15.2633,28.6477
2015/12/29,15.8127,28.6408
2015/12/30,15.8727,28.4994
2015/12/31,16.0007,28.2326
2016/1/4,14.894,27.6502
2016/1/5,14.8953,26.9205
2016/1/6,14.6027,25.9589
2016/1/7,14.3767,24.8966
2016/1/8,14.0667,24.5134
2016/1/11,13.8567,25.1097
2016/1/12,13.998,25.1535
2016/1/13,13.354,25.3088
2016/1/14,13.7453,25.1535
2016/1/15,13.666,24.5462
2016/1/19,13.648,24.4069
2016/1/20,13.2467,24.4238
2016/1/21,13.3313,24.5293
2016/1/22,13.5033,24.3044
2016/1/25,13.0913,24.2665
2016/1/26,12.904,24.614
2016/1/27,12.538,24.2476
2016/1/28,12.6467,24.0903
2016/1/29,12.7407,24.604
2016/2/1,13.1293,24.9952
2016/2/2,12.1853,24.614
2016/2/3,11.5653,24.0067
2016/2/4,11.6887,23.7737
2016/2/5,10.84,23.6921
2016/2/8,9.86867,23.8066
2016/2/9,9.88333,23.1356
2016/2/10,9.578,23.0022
2016/2/11,10.0313,22.3302
2016/2/12,10.0693,23.0022
2016/2/16,10.3447,23.7239
2016/2/17,11.2453,24.2954
2016/2/18,11.118,24.0983
2016/2/19,11.1053,23.8902
2016/2/22,11.8493,24.596
2016/2/23,11.814,24.387
2016/2/24,11.9333,23.942
2016/2/25,12.4953,24.4895
2016/2/26,12.6893,24.596
2016/2/29,12.7953,24.4397
2016/3/1,12.4233,24.9106
2016/3/2,12.556,25.028
2016/3/3,13.0493,25.7906
2016/3/4,13.4027,26.0415
2016/3/7,13.686,26.2247
2016/3/8,13.5067,25.4661
2016/3/9,13.9147,25.6682
2016/3/10,13.6787,25.9041
2016/3/11,13.8333,26.2735
2016/3/14,14.3433,26.2077
2016/3/15,14.556,26.0983
2016/3/16,14.7953,26.6369
2016/3/17,15.092,26.8628
2016/3/18,15.516,26.8628
2016/3/21,15.888,26.9643
2016/3/22,15.616,26.813
2016/3/23,14.8387,26.3173
2016/3/24,15.1833,26.0236
2016/3/28,15.3507,26.0733
2016/3/29,15.342,26.2157
2016/3/30,15.126,26.0485
2016/3/31,15.318,26.4187
2016/4/1,15.8393,25.6124
2016/4/4,16.466,25.1326
2016/4/5,17.0313,24.8798
2016/4/6,17.6947,25.1654
2016/4/7,17.1467,24.7284
2016/4/8,16.6713,24.6856
2016/4/11,16.6613,24.822
2016/4/12,16.5213,24.9734
2016/4/13,16.9687,25.8713
2016/4/14,16.7907,25.8205
2016/4/15,16.9673,25.6871
2016/4/18,16.9253,26.3173
2016/4/19,16.4913,26.8717
2016/4/20,16.6647,27.0569
2016/4/21,16.5527,27.4531
2016/4/22,16.9167,27.0489
2016/4/25,16.788,26.8539
2016/4/26,16.916,27.0569
2016/4/27,16.7647,27.032
2016/4/28,16.514,27.267
2016/4/29,16.0507,26.7284
2016/5/2,16.12,26.6876
2016/5/3,15.488,26.2645
2016/5/4,14.8373,25.711
2016/5/5,14.102,25.6682
2016/5/6,14.3287,26.0236
2016/5/9,13.928,25.8713
2016/5/10,13.9127,26.3511
2016/5/11,13.9307,26.1241
2016/5/12,13.8133,26.2077
2016/5/13,13.8407,25.6523
2016/5/16,13.886,25.7807
2016/5/17,13.644,25.7458
2016/5/18,14.078,25.8454
2016/5/19,14.3473,25.486
2016/5/20,14.6853,25.6961
2016/5/23,14.4147,25.711
2016/5/24,14.5273,26.0983
2016/5/25,14.6387,26.6039
2016/5/26,15.008,26.2993
2016/5/27,14.8693,26.3839
2016/5/31,14.882,26.2923
2016/6/1,14.6373,25.4014
2016/6/2,14.5973,25.4372
2016/6/3,14.5993,24.8798
2016/6/6,14.712,25.2082
2016/6/7,15.4893,25.4084
2016/6/8,15.7013,25.1694
2016/6/9,15.2907,24.9922
2016/6/10,14.586,24.7354
2016/6/13,14.5247,24.7543
2016/6/14,14.33,24.5402
2016/6/15,14.5133,24.5672
2016/6/16,14.5287,24.7036
2016/6/17,14.3653,24.8818
2016/6/20,14.6467,25.2401
2016/6/21,14.6407,25.1196
2016/6/22,13.1107,24.9584
2016/6/23,13.0933,25.3835
2016/6/24,12.8767,24.1321
2016/6/27,13.2367,23.4173
2016/6/28,13.4527,23.6125
2016/6/29,14.0107,23.9788
2016/6/30,14.152,24.0903
2016/7/1,14.4333,24.591
2016/7/5,14.2653,23.9788
2016/7/6,14.296,24.1759
2016/7/7,14.396,24.4636
2016/7/8,14.452,25.249
2016/7/11,14.9853,25.6473
2016/7/12,14.9767,26.0485
2016/7/13,14.8353,26.0733
2016/7/14,14.7687,26.1819
2016/7/15,14.6913,26.1919
2016/7/18,15.0833,26.2765
2016/7/19,15.0173,26.6019
2016/7/20,15.224,26.8061
2016/7/21,14.7,27.265
2016/7/22,14.818,27.3765
2016/7/25,15.334,27.2909
2016/7/26,15.3007,27.3685
2016/7/27,15.2327,27.256
2016/7/28,15.374,26.3789
2016/7/29,15.6527,26.8479
2016/8/1,15.334,26.6437
2016/8/2,15.1467,25.477
2016/8/3,15.0387,25.7409
2016/8/4,15.374,25.8265
2016/8/5,15.3353,26.2177
2016/8/8,15.0773,26.2864
2016/8/9,15.272,26.4477
2016/8/10,15.0433,26.6019
2016/8/11,14.994,27.0261
2016/8/12,15.0407,26.8737
2016/8/15,15.0393,27.1206
2016/8/16,14.9073,26.9922
2016/8/17,14.8827,27.1117
2016/8/18,14.9007,26.8558
2016/8/19,15,27.0937
2016/8/22,14.862,27.1296
2016/8/23,14.9893,27.1545
2016/8/24,14.8413,27.0529
2016/8/25,14.7307,26.8479
2016/8/26,14.666,26.8399
2016/8/29,14.3467,27.0768
2016/8/30,14.0893,26.9583
2016/8/31,14.134,27.1704
2016/9/1,13.3847,27.0679
2016/9/2,13.1853,27.3765
2016/9/6,13.5213,27.3406
2016/9/7,13.4467,27.469
2016/9/8,13.1573,27.3158
2016/9/9,12.9647,26.2565
2016/9/12,13.22,26.8588
2016/9/13,13.07,26.6527
2016/9/14,13.094,26.4537
2016/9/15,13.348,26.8071
2016/9/16,13.6933,26.6777
2016/9/19,13.756,27.3247
2016/9/20,13.6427,27.264
2016/9/21,13.6813,27.6592
2016/9/22,13.762,27.9021
2016/9/23,13.83,27.6692
2016/9/26,13.9327,27.3914
2016/9/27,13.7207,27.2202
2016/9/28,13.7513,27.478
2016/9/29,13.38,27.1176
2016/9/30,13.602,27.3685
2016/10/3,14.2467,27.6004
2016/10/4,14.094,27.711
2016/10/5,13.8973,28.152
2016/10/6,13.4,28.0206
2016/10/7,13.1073,27.8583
2016/10/10,13.3967,27.694
2016/10/11,13.34,27.469
2016/10/12,13.434,27.2909
2016/10/13,13.3493,27.1435
2016/10/14,13.1007,27.4561
2016/10/17,12.9307,27.1863
2016/10/18,13.2733,27.0499
2016/10/19,13.5707,27.4362
2016/10/20,13.2733,27.3506
2016/10/21,13.3393,27.6004
2016/10/24,13.5173,28.4108
2016/10/25,13.4893,27.2202
2016/10/26,13.4827,27.2033
2016/10/27,13.6007,26.9872
2016/10/28,13.3313,26.9783
2016/10/31,13.182,27.2202
2016/11/1,12.7193,27.1176
2016/11/2,12.5347,27.0908
2016/11/3,12.4947,26.7633
2016/11/4,12.704,26.8419
2016/11/7,12.8807,27.5826
2016/11/8,12.996,27.3317
2016/11/9,12.6707,26.6687
2016/11/10,12.3567,28.1928
2016/11/11,12.5707,29.3057
2016/11/14,12.0967,28.6686
2016/11/15,12.2513,28.7961
2016/11/16,12.262,28.6248
2016/11/17,12.5773,28.7871
2016/11/18,12.3347,28.4278
2016/11/21,12.3133,28.4367
2016/11/22,12.7447,29.1266
2016/11/23,12.876,29.1684
2016/11/25,13.11,29.5019
2016/11/28,13.0747,29.3317
2016/11/29,12.638,29.7787
2016/11/30,12.6267,29.7448
2016/12/1,12.1253,31.3804
2016/12/2,12.098,30.5014
2016/12/5,12.4533,30.4237
2016/12/6,12.39,30.5392
2016/12/7,12.876,31.6084
2016/12/8,12.8193,31.7129
2016/12/9,12.812,32.7941
2016/12/12,12.8287,32.3063
2016/12/13,13.21,32.5323
2016/12/14,13.246,31.3028
2016/12/15,13.172,31.5556
2016/12/16,13.4993,31.6701
2016/12/19,13.5153,31.696
2016/12/20,13.9193,31.8762
2016/12/21,13.8467,31.7129
2016/12/22,13.8967,31.0778
2016/12/23,14.2227,31.0778
2016/12/27,14.6353,30.9464
2016/12/28,14.6493,30.6069
2016/12/29,14.31,30.597
2016/12/30,14.246,30.3361
2017/1/3,14.466,30.6069
2017/1/4,15.1327,32.2973
2017/1/5,15.1167,31.687
2017/1/6,15.2673,31.3396
2017/1/9,15.4187,31.3575
2017/1/10,15.3247,32.5233
2017/1/11,15.3153,33.0449
2017/1/12,15.306,32.6627
2017/1/13,15.85,32.5143
2017/1/17,15.7053,32.4884
2017/1/18,15.8907,32.6277
2017/1/19,16.2507,32.4785
2017/1/20,16.3153,32.2276
2017/1/23,16.5947,31.915
2017/1/24,16.974,32.2206
2017/1/25,16.9647,33.3336
2017/1/26,16.834,32.6705
2017/1/27,16.864,32.2276
2017/1/30,16.708,31.6352
2017/1/31,16.7953,31.8762
2017/2/1,16.616,31.468
2017/2/2,16.7693,31.1126
2017/2/3,16.7553,31.6352
2017/2/6,17.1847,32.0693
2017/2/7,17.1653,30.5641
2017/2/8,17.472,30.597
2017/2/9,17.9467,30.5492
2017/2/10,17.9487,30.6258
2017/2/13,18.7067,30.9304
2017/2/14,18.732,32.4277
2017/2/15,18.6507,32.2873
2017/2/16,17.93,32.2415
2017/2/17,18.1487,32.4087
2017/2/21,18.4927,32.9235
2017/2/22,18.234,32.9493
2017/2/23,17.066,32.4367
2017/2/24,17.1333,32.132
2017/2/27,16.4153,32.4535
2017/2/28,16.666,32.0793
2017/3/1,16.668,32.5919
2017/3/2,16.6987,32.8797
2017/3/3,16.7713,33.2888
2017/3/6,16.7473,33.0101
2017/3/7,16.5727,32.6705
2017/3/8,16.4553,32.7851
2017/3/9,16.3267,32.3998
2017/3/10,16.246,32.3998
2017/3/13,16.4113,32.4337
2017/3/14,17.2,32.5123
2017/3/15,17.0487,32.6277
2017/3/16,17.47,32.6189
2017/3/17,17.4333,31.9578
2017/3/20,17.4613,31.4132
2017/3/21,16.712,30.3939
2017/3/22,17.0007,30.2505
2017/3/23,16.9853,30.137
2017/3/24,17.544,30.3998
2017/3/27,18.0147,30.5342
2017/3/28,18.4967,31.2818
2017/3/29,18.492,31.264
2017/3/30,18.528,31.1494
2017/3/31,18.5533,31.1046
2017/4/3,19.9013,30.0584
2017/4/4,20.2453,30.147
2017/4/5,19.6667,29.9091
2017/4/6,19.9133,30.0494
2017/4/7,20.1693,29.6542
2017/4/10,20.826,29.8831
2017/4/11,20.5807,29.8393
2017/4/12,19.7893,29.8533
2017/4/13,20.2667,29.3725
2017/4/17,20.096,29.8215
2017/4/18,20.0167,29.6363
2017/4/19,20.368,29.7249
2017/4/20,20.1673,29.9977
2017/4/21,20.3733,29.6891
2017/4/24,20.5353,29.8294
2017/4/25,20.9193,29.9021
2017/4/26,20.678,30.2435
2017/4/27,20.5753,30.3859
2017/4/28,20.938,30.4735
2017/5/1,21.522,30.0853
2017/5/2,21.2593,29.2062
2017/5/3,20.7347,29.4511
2017/5/4,19.6973,29.1605
2017/5/5,20.5567,29.7069
2017/5/8,20.4793,29.8831
2017/5/9,21.4173,30.137
2017/5/10,21.6813,30.1121
2017/5/11,21.54,30.0066
2017/5/12,21.654,29.5755
2017/5/15,21.0587,29.7497
2017/5/16,21.134,29.3983
2017/5/17,20.4,28.5203
2017/5/18,20.8707,28.5621
2017/5/19,20.722,28.7821
2017/5/22,20.69,28.9583
2017/5/23,20.2573,29.2221
2017/5/24,20.6813,29.2062
2017/5/25,21.122,28.6776
2017/5/26,21.676,29.0907
2017/5/30,22.34,29.4939
2017/5/31,22.734,29.8473
2017/6/1,22.6913,30.2893
2017/6/2,22.6567,30.3033
2017/6/5,23.1547,30.3132
2017/6/6,23.52,30.2893
2017/6/7,23.9767,30.5472
2017/6/8,24.6667,30.3401
2017/6/9,23.8213,30.5472
2017/6/12,23.934,30.8478
2017/6/13,25.0633,30.6955
2017/6/14,25.3773,30.7841
2017/6/15,25.0227,30.7762
2017/6/16,24.76,30.4994
2017/6/19,24.6533,30.5542
2017/6/20,24.816,30.597
2017/6/21,25.0933,30.358
2017/6/22,25.5073,30.4108
2017/6/23,25.5633,30.4198
2017/6/26,25.166,30.7044
2017/6/27,24.158,30.4297
2017/6/28,24.7493,30.7582
2017/6/29,24.05,31.008
2017/6/30,24.1073,31.0708
2017/7/3,23.5,31.6402
2017/7/5,21.806,31.1414
2017/7/6,20.5887,31.017
2017/7/7,20.8813,31.0778
2017/7/10,21.07,31.2998
2017/7/11,21.8147,31.4879
2017/7/12,21.968,31.5765
2017/7/13,21.5607,31.8971
2017/7/14,21.852,32.3321
2017/7/17,21.3047,32.358
2017/7/18,21.8827,32.4057
2017/7/19,21.684,32.4397
2017/7/20,21.9947,32.3869
2017/7/21,21.8933,32.0842
2017/7/24,22.8347,31.8612
2017/7/25,22.64,31.6402
2017/7/26,22.9233,31.684
2017/7/27,22.2973,31.9658
2017/7/28,22.338,31.8184
2017/7/31,21.5647,32.0046
2017/8/1,21.3047,30.9195
2017/8/2,21.726,30.9722
2017/8/3,23.1383,30.9284
2017/8/4,23.794,31.3714
2017/8/7,23.678,31.3984
2017/8/8,24.348,31.478
2017/8/9,24.2353,31.3804
2017/8/10,23.6933,31.025
2017/8/11,23.858,31.0708
2017/8/14,24.2533,31.5506
2017/8/15,24.1553,31.6124
2017/8/16,24.194,31.7985
2017/8/17,23.4613,31.1326
2017/8/18,23.164,30.9792
2017/8/21,22.524,31.0518
2017/8/22,22.7567,31.3984
2017/8/23,23.518,31.5666
2017/8/24,23.5287,31.5954
2017/8/25,23.2033,31.6651
2017/8/28,23.044,31.5855
2017/8/29,23.1573,31.5954
2017/8/30,23.5453,31.8612
2017/8/31,23.7267,32.5013
2017/9/1,23.6933,33.2321
2017/9/5,23.306,33.1146
2017/9/6,22.9687,33.5058
2017/9/7,23.374,33.1663
2017/9/8,22.8933,33.247
2017/9/11,24.246,33.5616
2017/9/12,24.1833,34.0464
2017/9/13,24.4153,34.334
2017/9/14,25.176,34.8547
2017/9/15,25.3207,34.9354
2017/9/18,25.6667,34.6756
2017/9/19,25.0067,34.7751
2017/9/20,24.9273,34.9354
2017/9/21,24.432,35.1335
2017/9/22,23.406,35.4211
2017/9/25,22.9993,36.2116
2017/9/26,23.0167,36.1748
2017/9/27,22.7313,36.4625
2017/9/28,22.64,36.4625
2017/9/29,22.7347,36.2823
2017/10/2,22.7687,37.8741
2017/10/3,23.2093,39.0419
2017/10/4,23.6673,39.3375
2017/10/5,23.676,39.4022
2017/10/6,23.789,40.3728
2017/10/9,22.8627,40.7312
2017/10/10,23.706,40.6227
2017/10/11,23.64,40.8576
2017/10/12,23.712,40.336
2017/10/13,23.7047,41.226
2017/10/16,23.3733,41.1175
2017/10/17,23.7167,40.4534
2017/10/18,23.9767,40.543
2017/10/19,23.454,40.7492
2017/10/20,23.0067,40.9821
2017/10/23,22.468,40.57
2017/10/24,22.4893,41.7635
2017/10/25,21.7227,40.543
2017/10/26,21.7447,40.6596
2017/10/27,21.3913,40.111
2017/10/30,21.3387,38.9701
2017/10/31,22.102,38.6207
2017/11/1,21.4053,38.7541
2017/11/2,19.9507,38.2783
2017/11/3,20.406,38.0463
2017/11/6,20.1853,37.8652
2017/11/7,20.4033,37.47
2017/11/8,20.2873,37.8373
2017/11/9,20.1993,37.8373
2017/11/10,20.1993,38.3321
2017/11/13,21.0267,39.1493
2017/11/14,20.58,38.6387
2017/11/15,20.7533,38.5123
2017/11/16,20.8333,39.1773
2017/11/17,21.0033,39.4271
2017/11/20,20.5827,40.326
2017/11/21,21.1873,40.4076
2017/11/22,20.84,39.7974
2017/11/24,21.0367,39.9488
2017/11/27,21.1207,39.6899
2017/11/28,21.174,40.3638
2017/11/29,20.5027,39.3654
2017/11/30,20.5967,38.7203
2017/12/1,20.4353,38.4495
2017/12/4,20.3467,38.6825
2017/12/5,20.2467,38.4585
2017/12/6,20.8847,37.8741
2017/12/7,20.7507,38.1001
2017/12/8,21.0087,38.1001
2017/12/11,21.9267,37.7835
2017/12/12,22.7353,37.6561
2017/12/13,22.602,37.5386
2017/12/14,22.526,37.004
2017/12/15,22.8953,37.1294
2017/12/18,22.5873,38.2275
2017/12/19,22.066,38.5271
2017/12/20,21.932,38.5541
2017/12/21,22.1107,38.2275
2017/12/22,21.68,38.1001
2017/12/26,21.1527,37.901
2017/12/27,20.776,37.456
2017/12/28,21.024,37.5207
2017/12/29,20.7567,37.1683
2018/1/2,21.3687,37.901
2018/1/3,21.15,38.8259
2018/1/4,20.9747,40.0234
2018/1/5,21.1053,39.905
2018/1/8,22.4273,40.0961
2018/1/9,22.246,39.9418
2018/1/10,22.32,38.9901
2018/1/11,22.53,40.0692
2018/1/12,22.4147,39.9597
2018/1/16,22.6707,40.0692
2018/1/17,23.144,39.9238
2018/1/18,22.9713,39.7696
2018/1/19,23.3347,39.1265
2018/1/22,23.4373,39.2519
2018/1/23,23.5193,39.3335
2018/1/24,23.0593,40.0404
2018/1/25,22.5093,39.1335
2018/1/26,22.8567,39.4331
2018/1/29,23.302,39.007
2018/1/30,23.0547,38.7183
2018/1/31,23.6207,38.4555
2018/2/1,23.2833,38.4724
2018/2/2,22.9167,37.1752
2018/2/5,22.2087,35.8523
2018/2/6,22.2647,37.9567
2018/2/7,23,38.4366
2018/2/8,21.0153,36.9483
2018/2/9,20.6947,37.5934
2018/2/12,21.0487,38.0822
2018/2/13,21.5773,37.5386
2018/2/14,21.4873,37.909
2018/2/15,22.271,37.9478
2018/2/16,22.366,37.2578
2018/2/20,22.3173,36.9672
2018/2/21,22.22,36.777
2018/2/22,23.088,37.0936
2018/2/23,23.47,37.0936
2018/2/26,23.8233,37.664
2018/2/27,23.3993,36.4247
2018/2/28,22.8707,35.6811
2018/3/1,22.062,34.2644
2018/3/2,22.3413,33.9378
2018/3/5,22.2233,34.2206
2018/3/6,21.88,34.3918
2018/3/7,22.1533,34.2206
2018/3/8,21.94,34.6586
2018/3/9,21.8113,34.6586
2018/3/12,23.034,34.6506
2018/3/13,22.7893,34.8149
2018/3/14,21.7753,34.5222
2018/3/15,21.7067,34.6686
2018/3/16,21.4233,34.7512
2018/3/19,20.904,33.899
2018/3/20,20.7033,33.7886
2018/3/21,21.102,34.4226
2018/3/22,20.6067,33.2958
2018/3/23,20.1027,32.2157
2018/3/26,20.2787,32.9653
2018/3/27,18.612,31.9399
2018/3/28,17.1853,32.4894
2018/3/29,17.742,33.2858
2018/4/2,16.832,32.7553
2018/4/3,17.8353,33.8354
2018/4/4,19.1293,34.8338
2018/4/5,20.3813,34.805
2018/4/6,19.9533,34.5142
2018/4/9,19.3107,34.6506
2018/4/10,20.3133,35.7855
2018/4/11,20.062,35.7229
2018/4/12,19.6053,35.5655
2018/4/13,20.0227,35.4749
2018/4/16,19.414,35.8771
2018/4/17,19.1793,35.9229
2018/4/18,19.5567,35.6571
2018/4/19,20.0053,34.5959
2018/4/20,19.3493,34.4496
2018/4/23,18.8913,34.5222
2018/4/24,18.8973,34.7422
2018/4/25,18.7127,34.9065
2018/4/26,19.032,35.0359
2018/4/27,19.605,34.4844
2018/4/30,19.5933,33.6532
2018/5/1,19.9947,33.3585
2018/5/2,20.0767,33.1584
2018/5/3,18.9633,33.1106
2018/5/4,19.606,33.6233
2018/5/7,20.1847,33.2858
2018/5/8,20.1313,33.2769
2018/5/9,20.4567,33.2211
2018/5/10,20.3347,34.0374
2018/5/11,20.0707,33.7886
2018/5/14,19.4647,33.5516
2018/5/15,18.9453,33.8354
2018/5/16,19.0987,34.8338
2018/5/17,18.9693,35.0807
2018/5/18,18.4547,34.6138
2018/5/21,18.966,34.8876
2018/5/22,18.334,35.0618
2018/5/23,18.6047,34.6686
2018/5/24,18.5233,35.1623
2018/5/25,18.59,35.0807
2018/5/29,18.9173,34.2396
2018/5/30,19.448,34.6506
2018/5/31,18.982,39.1115
2018/6/1,19.4547,39.5685
2018/6/4,19.7827,40.1
2018/6/5,19.4087,39.7616
2018/6/6,21.3,40.2374
2018/6/7,21.0727,40.6636
2018/6/8,21.1773,40.8845
2018/6/11,22.14,41.439
2018/6/12,22.8513,40.8198
2018/6/13,22.9853,41.0677
2018/6/14,23.848,40.2574
2018/6/15,23.878,40.571
2018/6/18,24.722,40.6068
2018/6/19,23.5033,39.0459
2018/6/20,24.148,38.7581
2018/6/21,23.1673,37.9916
2018/6/22,22.242,38.112
2018/6/25,22.2007,37.5217
2018/6/26,22.8,37.891
2018/6/27,22.9667,37.2988
2018/6/28,23.3287,37.439
2018/6/29,22.8633,36.4037
2018/7/2,22.338,36.4963
2018/7/3,20.724,36.0055
2018/7/5,20.6107,36.4675
2018/7/6,20.5933,36.1817
2018/7/9,21.234,36.7263
2018/7/10,21.498,37.0398
2018/7/11,21.264,36.3102
2018/7/12,21.114,36.2823
2018/7/13,21.258,36.3649
2018/7/16,20.6733,36.5501
2018/7/17,21.5127,36.9861
2018/7/18,21.59,36.8378
2018/7/19,21.3487,36.3201
2018/7/20,20.9053,36.4037
2018/7/23,20.2133,36.2823
2018/7/24,19.8287,36.4774
2018/7/25,20.5827,34.787
2018/7/26,20.4433,33.9548
2018/7/27,19.812,34.6756
2018/7/30,19.3447,34.805
2018/7/31,19.876,35.027
2018/8/1,20.056,34.3152
2018/8/2,23.3027,33.8354
2018/8/3,23.2113,34.8607
2018/8/6,22.7993,34.7402
2018/8/7,25.3047,34.7214
2018/8/8,24.6893,34.795
2018/8/9,23.4967,34.6566
2018/8/10,23.6993,33.8064
2018/8/13,23.7607,33.4103
2018/8/14,23.176,33.4461
2018/8/15,22.5793,33.2062
2018/8/16,22.3633,33.5287
2018/8/17,20.3667,33.6124
2018/8/20,20.5627,33.9737
2018/8/21,21.46,34.1032
2018/8/22,21.4427,33.3824
2018/8/23,21.34,32.9563
2018/8/24,21.5213,33.2161
2018/8/27,21.2847,34.8229
2018/8/28,20.7907,34.4804
2018/8/29,20.334,34.2972
2018/8/30,20.21,33.5934
2018/8/31,20.1107,33.3077
2018/9/4,19.2633,32.8935
2018/9/5,18.716,32.6059
2018/9/6,18.73,32.1121
2018/9/7,17.5493,31.6721
2018/9/10,19.0333,31.6352
2018/9/11,18.6293,31.5417
2018/9/12,19.3693,31.8125
