Date,Toyota,Honda,Nikkei,Mon,Tue,Wed,Thr,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov
2015/12/28,0.014 ,1.016 ,0.556 ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/29,-0.401 ,0.232 ,0.577 ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/30,0.458 ,0.670 ,0.271 ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016/1/4,-2.018 ,-4.578 ,-3.062 ,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016/1/5,-1.512 ,-1.903 ,-0.417 ,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2016/1/6,-1.978 ,-0.656 ,-0.994 ,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2016/1/7,-2.613 ,-3.080 ,-2.331 ,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016/1/8,-0.493 ,-0.624 ,-0.390 ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016/1/12,-1.588 ,0.029 ,-2.707 ,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2016/1/13,2.931 ,2.940 ,2.884 ,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2016/1/14,-2.243 ,-2.939 ,-2.679 ,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016/1/15,-0.560 ,-0.200 ,-0.544 ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016/1/18,-0.250 ,-2.376 ,-1.117 ,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016/1/19,0.920 ,0.909 ,0.547 ,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2016/1/20,-3.382 ,-3.662 ,-3.708 ,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2016/1/21,-2.767 ,-4.616 ,-2.430 ,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016/1/22,6.727 ,5.977 ,5.877 ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016/1/25,0.030 ,-0.090 ,0.899 ,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016/1/26,-2.858 ,-3.195 ,-2.349 ,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2016/1/27,3.803 ,2.313 ,2.723 ,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2016/1/28,0.027 ,-1.930 ,-0.714 ,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016/1/29,4.605 ,2.737 ,2.798 ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016/2/1,1.934 ,1.317 ,1.980 ,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016/2/2,-0.478 ,0.118 ,-0.641 ,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2016/2/3,-5.532 ,-5.901 ,-3.152 ,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2016/2/4,-2.144 ,-0.219 ,-0.851 ,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2016/2/5,-1.882 ,-2.013 ,-1.322 ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016/2/8,-1.056 ,0.354 ,1.098 ,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016/2/9,-6.117 ,-6.743 ,-5.404 ,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2016/2/10,-0.439 ,-0.755 ,-2.313 ,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2016/2/12,-6.805 ,-5.508 ,-4.842 ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016/2/15,9.562 ,8.002 ,7.156 ,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016/2/16,-0.095 ,-0.219 ,0.199 ,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2016/2/17,-2.784 ,0.305 ,-1.358 ,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2016/2/18,1.711 ,2.535 ,2.276 ,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2016/2/19,-2.929 ,-2.704 ,-1.418 ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016/2/22,-0.317 ,-0.881 ,0.901 ,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016/2/23,0.234 ,-0.633 ,-0.366 ,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2016/2/24,-0.333 ,-2.012 ,-0.849 ,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2016/2/25,-0.720 ,0.702 ,1.411 ,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2016/2/26,-0.354 ,0.994 ,0.298 ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016/2/29,-0.221 ,-0.328 ,-0.999 ,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016/3/1,-0.067 ,0.571 ,0.367 ,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2016/3/2,3.462 ,6.286 ,4.110 ,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2016/3/3,1.328 ,2.916 ,1.276 ,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2016/3/4,0.826 ,0.379 ,0.322 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016/3/7,-2.072 ,-0.565 ,-0.608 ,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016/3/8,-1.804 ,-0.945 ,-0.758 ,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2016/3/9,-0.234 ,-0.956 ,-0.840 ,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2016/3/10,2.979 ,1.607 ,1.263 ,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2016/3/11,-0.227 ,-0.316 ,0.513 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016/3/14,0.976 ,0.476 ,1.741 ,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016/3/15,-1.823 ,-0.664 ,-0.677 ,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2016/3/16,-0.705 ,-2.195 ,-0.833 ,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2016/3/17,-0.315 ,0.457 ,-0.224 ,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2016/3/18,-2.275 ,-1.005 ,-1.249 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016/3/22,3.567 ,1.244 ,1.936 ,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2016/3/23,0.130 ,-1.262 ,-0.279 ,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2016/3/24,-1.555 ,-1.603 ,-0.639 ,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2016/3/25,2.811 ,2.827 ,0.654 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016/3/28,0.696 ,0.550 ,0.774 ,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016/3/29,0.671 ,0.550 ,-0.180 ,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2016/3/30,-2.502 ,-3.623 ,-1.313 ,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2016/3/31,-0.799 ,3.125 ,-0.713 ,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2016/4/1,-3.041 ,-4.667 ,-3.547 ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016/4/4,-2.530 ,-1.105 ,-0.253 ,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016/4/5,-3.307 ,-2.406 ,-2.422 ,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2016/4/6,0.331 ,1.020 ,-0.111 ,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2016/4/7,-0.604 ,-0.575 ,0.219 ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2016/4/8,0.792 ,1.070 ,0.455 ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016/4/11,-3.456 ,-2.082 ,-0.445 ,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016/4/12,3.921 ,3.792 ,1.128 ,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2016/4/13,2.516 ,2.679 ,2.840 ,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2016/4/14,3.255 ,1.928 ,3.234 ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2016/4/15,-1.137 ,-1.010 ,-0.373 ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016/4/18,-4.756 ,-2.917 ,-3.396 ,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016/4/19,3.896 ,4.464 ,3.677 ,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2016/4/20,-0.651 ,-0.909 ,0.190 ,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2016/4/21,3.208 ,2.131 ,2.704 ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2016/4/22,1.631 ,1.445 ,1.203 ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016/4/25,1.233 ,0.853 ,-0.758 ,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016/4/26,-0.718 ,-0.691 ,-0.493 ,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2016/4/27,-1.748 ,-1.326 ,-0.362 ,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2016/4/28,-3.267 ,-4.179 ,-3.611 ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2016/5/2,-3.750 ,-3.976 ,-3.112 ,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016/5/6,0.661 ,2.697 ,-0.252 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016/5/9,1.387 ,1.559 ,0.679 ,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016/5/10,2.215 ,1.602 ,2.153 ,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2016/5/11,-0.757 ,-0.164 ,0.083 ,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2016/5/12,-1.437 ,-0.591 ,0.406 ,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2016/5/13,-1.783 ,-2.168 ,-1.406 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016/5/16,0.238 ,-0.389 ,0.330 ,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016/5/17,1.207 ,1.019 ,1.132 ,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2016/5/18,0.073 ,-1.244 ,-0.049 ,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2016/5/19,-0.777 ,0.393 ,0.012 ,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2016/5/20,1.237 ,-0.051 ,0.539 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016/5/23,-1.007 ,0.203 ,-0.488 ,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016/5/24,-1.399 ,-1.101 ,-0.936 ,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2016/5/25,2.321 ,2.397 ,1.567 ,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2016/5/26,0.738 ,1.822 ,0.090 ,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2016/5/27,-0.124 ,-0.625 ,0.372 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016/5/30,1.646 ,3.139 ,1.385 ,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016/5/31,1.795 ,0.929 ,0.978 ,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2016/6/1,-0.483 ,-2.285 ,-1.620 ,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2016/6/2,-1.495 ,-4.158 ,-2.319 ,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2016/6/3,0.106 ,0.390 ,0.481 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016/6/6,-0.141 ,-1.873 ,-0.374 ,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016/6/7,-0.229 ,0.619 ,0.576 ,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2016/6/8,0.477 ,0.649 ,0.932 ,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2016/6/9,-1.373 ,-1.732 ,-0.966 ,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2016/6/10,0.429 ,-0.087 ,-0.402 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016/6/13,-3.537 ,-3.961 ,-3.507 ,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016/6/14,-0.646 ,-1.388 ,-1.000 ,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2016/6/17,2.651 ,0.482 ,1.072 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016/6/20,2.712 ,1.365 ,2.344 ,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016/6/21,1.239 ,0.601 ,1.277 ,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2016/6/22,-0.532 ,-2.407 ,-0.639 ,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2016/6/23,2.319 ,2.520 ,1.075 ,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2016/6/24,-8.663 ,-8.316 ,-7.922 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016/6/27,-1.698 ,0.533 ,2.389 ,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016/6/28,-3.417 ,-0.138 ,0.091 ,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2016/6/29,2.895 ,1.723 ,1.590 ,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2016/6/30,-1.308 ,0.216 ,0.058 ,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2016/7/1,1.088 ,-0.215 ,0.684 ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016/7/4,0.391 ,1.753 ,0.595 ,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016/7/5,0.508 ,-1.109 ,-0.675 ,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2016/7/6,-1.728 ,-4.549 ,-1.853 ,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2016/7/7,0.178 ,-0.122 ,-0.668 ,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2016/7/8,-0.356 ,0.570 ,-1.108 ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016/7/11,4.866 ,4.038 ,3.984 ,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016/7/12,2.679 ,2.696 ,2.463 ,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2016/7/13,3.399 ,3.496 ,0.844 ,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2016/7/14,0.355 ,-1.387 ,0.952 ,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2016/7/15,1.965 ,3.685 ,0.683 ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016/7/19,0.435 ,0.874 ,1.367 ,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2016/7/20,-0.156 ,-0.956 ,-0.248 ,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2016/7/21,1.731 ,4.505 ,0.769 ,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2016/7/22,-0.630 ,-2.412 ,-1.088 ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016/7/25,0.137 ,0.069 ,-0.042 ,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016/7/26,-2.515 ,-1.890 ,-1.427 ,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2016/7/27,2.931 ,2.213 ,1.720 ,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2016/7/28,-0.121 ,-0.856 ,-1.128 ,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2016/7/29,0.598 ,0.105 ,0.561 ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016/8/1,-1.646 ,0.019 ,0.401 ,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016/8/2,-1.742 ,-2.903 ,-1.469 ,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2016/8/3,-1.878 ,3.823 ,-1.881 ,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2016/8/4,1.825 ,2.076 ,1.068 ,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2016/8/5,2.968 ,-0.701 ,-0.003 ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016/8/8,3.327 ,3.374 ,2.437 ,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016/8/9,-0.725 ,-0.332 ,0.687 ,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2016/8/10,-1.115 ,-1.019 ,-0.178 ,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2016/8/12,0.942 ,-0.220 ,1.104 ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016/8/15,-0.834 ,-0.221 ,-0.298 ,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016/8/16,-1.260 ,-0.661 ,-1.619 ,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2016/8/17,2.229 ,3.381 ,0.899 ,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2016/8/18,-1.764 ,-1.337 ,-1.550 ,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2016/8/19,2.136 ,3.531 ,0.363 ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016/8/22,1.227 ,1.229 ,0.317 ,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016/8/23,-1.687 ,-2.076 ,-0.607 ,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2016/8/24,2.051 ,0.750 ,0.606 ,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2016/8/25,-0.066 ,0.065 ,-0.249 ,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2016/8/26,-3.352 ,-2.168 ,-1.179 ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016/8/29,3.991 ,3.704 ,2.303 ,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016/8/30,0.636 ,0.638 ,-0.072 ,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2016/8/31,0.842 ,0.443 ,0.969 ,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2016/9/1,0.735 ,1.073 ,0.234 ,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2016/9/2,-0.284 ,-0.593 ,-0.007 ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016/9/5,-0.035 ,-0.250 ,0.661 ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016/9/6,-0.463 ,0.062 ,0.260 ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2016/9/7,-0.817 ,-0.315 ,-0.407 ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2016/9/8,0.097 ,-0.063 ,-0.315 ,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2016/9/9,-0.307 ,-0.978 ,0.041 ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016/9/12,-1.264 ,-1.467 ,-1.726 ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016/9/13,0.262 ,0.681 ,0.337 ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2016/9/14,-0.965 ,-1.286 ,-0.686 ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2016/9/15,-1.323 ,-2.899 ,-1.259 ,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2016/9/16,-1.741 ,0.050 ,0.697 ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016/9/20,1.466 ,-0.755 ,-0.164 ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2016/9/21,3.225 ,4.020 ,1.913 ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2016/9/23,-3.158 ,-2.370 ,-0.319 ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016/9/26,-0.554 ,-2.145 ,-1.250 ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016/9/27,1.639 ,1.003 ,0.842 ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2016/9/28,-0.709 ,-1.086 ,-1.310 ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2016/9/29,0.441 ,1.269 ,1.387 ,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2016/9/30,-2.016 ,-2.285 ,-1.461 ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016/10/3,0.206 ,1.490 ,0.905 ,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016/10/4,1.866 ,1.911 ,0.825 ,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2016/10/5,1.509 ,2.931 ,0.499 ,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2016/10/6,0.735 ,-0.066 ,0.475 ,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2016/10/7,-0.432 ,-0.098 ,-0.231 ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016/10/11,0.150 ,-0.293 ,0.977 ,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2016/10/12,-0.963 ,-0.686 ,-1.085 ,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2016/10/13,0.201 ,0.329 ,-0.390 ,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2016/10/14,0.402 ,0.689 ,0.490 ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016/10/17,0.617 ,-0.097 ,0.260 ,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016/10/18,-0.664 ,0.717 ,0.376 ,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2016/10/19,-0.616 ,-1.068 ,0.208 ,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2016/10/20,1.428 ,1.407 ,1.392 ,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2016/10/21,-1.095 ,-0.065 ,-0.295 ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016/10/24,-0.268 ,-0.516 ,0.290 ,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016/10/25,1.428 ,2.109 ,0.759 ,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2016/10/26,-0.265 ,-0.063 ,0.153 ,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2016/10/27,-0.349 ,-0.382 ,-0.319 ,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2016/10/28,0.649 ,0.575 ,0.634 ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016/10/31,0.594 ,-0.190 ,-0.123 ,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016/11/1,-0.114 ,-2.036 ,0.100 ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2016/11/2,-2.205 ,-3.457 ,-1.764 ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2016/11/4,-4.043 ,-3.514 ,-1.338 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016/11/7,1.965 ,2.510 ,1.608 ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016/11/8,1.446 ,0.918 ,-0.034 ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2016/11/9,-6.516 ,-7.834 ,-5.357 ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2016/11/10,5.953 ,8.957 ,6.725 ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2016/11/11,1.953 ,0.603 ,0.175 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016/11/14,1.446 ,2.986 ,1.714 ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016/11/15,0.428 ,0.324 ,-0.025 ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2016/11/16,2.012 ,1.388 ,1.098 ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2016/11/17,-0.566 ,0.477 ,0.002 ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2016/11/18,2.682 ,0.982 ,0.587 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016/11/21,0.681 ,-0.031 ,0.771 ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016/11/22,-1.131 ,-1.005 ,0.314 ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2016/11/24,4.786 ,3.932 ,0.939 ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2016/11/25,1.535 ,2.044 ,0.261 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016/11/28,-0.539 ,-0.598 ,-0.132 ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016/11/29,-0.196 ,-0.541 ,-0.272 ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2016/11/30,0.135 ,0.757 ,0.008 ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2016/12/1,0.875 ,1.920 ,1.118 ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016/12/2,-0.315 ,-0.854 ,-0.470 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016/12/5,-0.866 ,-1.930 ,-0.820 ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016/12/6,0.829 ,0.847 ,0.468 ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016/12/7,2.650 ,1.351 ,0.742 ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016/12/8,1.807 ,1.837 ,1.453 ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016/12/9,0.271 ,1.047 ,1.230 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016/12/12,-0.027 ,-0.201 ,0.835 ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016/12/13,0.699 ,-0.231 ,0.499 ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016/12/14,-0.269 ,0.549 ,0.016 ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016/12/15,1.777 ,1.410 ,0.105 ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016/12/16,-0.014 ,0.964 ,0.661 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016/12/19,-0.153 ,-0.758 ,-0.049 ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016/12/20,-0.181 ,-0.227 ,0.531 ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016/12/21,-0.126 ,0.058 ,-0.257 ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016/12/22,-0.449 ,1.219 ,-0.087 ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016/12/26,-1.397 ,-2.102 ,-0.160 ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016/12/27,-0.331 ,0.058 ,0.033 ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016/12/28,0.030 ,0.432 ,-0.007 ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016/12/29,-1.895 ,-1.346 ,-1.322 ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016/12/30,0.586 ,-0.813 ,-0.161 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
