Date,Toyota,Honda,Nikkei,Mon,Tue,Wed,Thr,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov
2017/1/4,3.183 ,4.568 ,2.510 ,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2017/1/5,-0.675 ,-0.057 ,-0.375 ,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2017/1/6,-1.690 ,-1.905 ,-0.340 ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017/1/10,-0.995 ,-1.114 ,-0.786 ,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2017/1/11,0.742 ,0.260 ,0.328 ,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2017/1/12,-0.969 ,-0.404 ,-1.188 ,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2017/1/13,0.542 ,-0.317 ,0.797 ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017/1/16,-0.799 ,-0.030 ,-0.996 ,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017/1/17,-1.584 ,-2.670 ,-1.475 ,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2017/1/18,0.255 ,1.491 ,0.430 ,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2017/1/19,1.766 ,2.498 ,0.941 ,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2017/1/20,-0.788 ,0.114 ,0.344 ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017/1/23,-1.632 ,-1.717 ,-1.290 ,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017/1/24,-1.660 ,-1.661 ,-0.545 ,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2017/1/25,1.930 ,2.221 ,1.434 ,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2017/1/26,0.866 ,1.507 ,1.810 ,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2017/1/27,-0.887 ,-0.514 ,0.335 ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017/1/30,0.014 ,0.029 ,-0.506 ,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017/1/31,-1.803 ,-2.813 ,-1.691 ,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2017/2/1,-0.577 ,0.828 ,0.561 ,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2017/2/2,-1.772 ,0.057 ,-1.219 ,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2017/2/3,0.232 ,0.176 ,0.019 ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017/2/6,0.745 ,2.045 ,0.309 ,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017/2/7,-2.262 ,1.375 ,-0.347 ,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2017/2/8,0.610 ,0.932 ,0.512 ,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2017/2/9,-2.033 ,-1.959 ,-0.526 ,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2017/2/10,3.053 ,2.883 ,2.492 ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017/2/13,0.699 ,1.248 ,0.414 ,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017/2/14,-0.571 ,-1.369 ,-1.131 ,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2017/2/15,0.574 ,0.861 ,1.034 ,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2017/2/16,-0.524 ,-0.606 ,-0.465 ,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2017/2/17,-0.883 ,-0.638 ,-0.584 ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017/2/20,0.500 ,-0.334 ,0.086 ,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017/2/21,0.716 ,0.615 ,0.677 ,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2017/2/22,0.386 ,0.640 ,-0.008 ,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2017/2/23,-0.077 ,-1.355 ,-0.043 ,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2017/2/24,-0.769 ,-0.476 ,-0.454 ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017/2/27,-0.652 ,-1.548 ,-0.913 ,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017/2/28,-0.640 ,-0.258 ,0.060 ,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2017/3/1,1.587 ,0.918 ,1.436 ,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2017/3/2,0.061 ,0.624 ,0.883 ,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2017/3/3,-0.231 ,0.395 ,-0.489 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017/3/6,-0.170 ,-0.590 ,-0.462 ,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017/3/7,-0.216 ,0.594 ,-0.181 ,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2017/3/8,-0.935 ,-0.562 ,-0.466 ,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2017/3/9,1.005 ,0.141 ,0.335 ,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2017/3/10,1.338 ,1.497 ,1.481 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017/3/13,0.153 ,-1.141 ,0.149 ,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017/3/14,-1.165 ,-0.507 ,-0.124 ,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2017/3/15,0.326 ,1.075 ,-0.164 ,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2017/3/16,-0.340 ,-0.504 ,0.065 ,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2017/3/17,-1.177 ,-0.619 ,-0.350 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017/3/21,-0.062 ,0.227 ,-0.337 ,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2017/3/22,-3.328 ,-3.642 ,-2.130 ,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2017/3/23,-0.017 ,0.616 ,0.231 ,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2017/3/24,1.121 ,0.174 ,0.929 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017/3/27,-1.140 ,-1.453 ,-1.438 ,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017/3/28,0.976 ,0.384 ,1.144 ,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2017/3/29,0.261 ,1.686 ,0.076 ,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2017/3/30,-0.213 ,-1.193 ,-0.803 ,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2017/3/31,-1.129 ,-1.296 ,-0.808 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017/4/4,-1.025 ,-2.656 ,-0.911 ,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2017/4/5,-1.255 ,-1.594 ,0.271 ,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2017/4/6,-1.675 ,-1.931 ,-1.401 ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2017/4/7,0.379 ,0.285 ,0.363 ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017/4/10,1.099 ,0.792 ,0.714 ,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017/4/12,-1.896 ,-1.602 ,-1.042 ,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2017/4/13,-1.155 ,0.126 ,-0.678 ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2017/4/14,1.169 ,-0.573 ,-0.495 ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017/4/17,-0.672 ,-0.578 ,0.107 ,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017/4/18,-0.034 ,-0.032 ,0.345 ,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2017/4/19,-1.079 ,-1.195 ,0.074 ,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2017/4/20,1.038 ,0.522 ,-0.009 ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2017/4/21,1.754 ,1.235 ,1.032 ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017/4/24,0.546 ,1.606 ,1.370 ,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017/4/25,1.919 ,0.759 ,1.078 ,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2017/4/26,2.566 ,2.101 ,1.101 ,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2017/4/27,-0.599 ,-0.338 ,-0.195 ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2017/4/28,-1.341 ,-0.400 ,-0.286 ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017/5/1,0.114 ,0.402 ,0.593 ,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017/5/2,1.672 ,-0.308 ,0.700 ,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2017/5/8,1.497 ,0.804 ,2.314 ,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017/5/9,-1.603 ,-1.717 ,-0.265 ,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2017/5/10,-0.880 ,0.780 ,0.288 ,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2017/5/11,0.690 ,0.619 ,0.309 ,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2017/5/12,-1.241 ,-1.569 ,-0.389 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017/5/15,-0.628 ,-0.157 ,-0.071 ,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017/5/16,1.398 ,-0.845 ,0.251 ,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2017/5/17,-0.968 ,-1.012 ,-0.527 ,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2017/5/18,-1.724 ,-2.232 ,-1.317 ,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2017/5/19,0.590 ,-0.489 ,0.189 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017/5/22,0.537 ,1.147 ,0.447 ,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017/5/23,0.049 ,-0.517 ,-0.330 ,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2017/5/24,0.017 ,2.148 ,0.661 ,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2017/5/25,-0.265 ,-1.274 ,0.355 ,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2017/5/26,-0.737 ,-1.196 ,-0.637 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017/5/29,0.490 ,0.197 ,-0.022 ,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017/5/30,0.184 ,0.293 ,-0.024 ,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2017/5/31,-0.820 ,1.433 ,-0.139 ,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2017/6/1,0.960 ,-0.161 ,1.066 ,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2017/6/2,1.720 ,2.635 ,1.597 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017/6/5,-2.036 ,-2.411 ,-0.032 ,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017/6/6,-0.970 ,-0.161 ,-0.947 ,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2017/6/7,-0.136 ,-0.450 ,0.024 ,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2017/6/8,-1.626 ,-0.969 ,-0.377 ,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2017/6/9,0.552 ,0.229 ,0.522 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017/6/12,0.719 ,-0.294 ,-0.523 ,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017/6/13,-0.104 ,-0.293 ,-0.049 ,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2017/6/14,-0.254 ,0.230 ,-0.077 ,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2017/6/15,-1.110 ,-0.229 ,-0.260 ,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2017/6/19,-0.121 ,-0.357 ,0.624 ,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017/6/21,0.533 ,0.033 ,-0.453 ,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2017/6/22,0.633 ,-0.717 ,-0.140 ,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2017/6/23,-0.291 ,0.525 ,0.110 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017/6/26,-0.373 ,0.131 ,0.103 ,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017/6/27,0.651 ,0.294 ,0.356 ,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2017/6/28,0.477 ,0.754 ,-0.468 ,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2017/6/29,0.101 ,0.358 ,0.447 ,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2017/6/30,-0.290 ,-0.648 ,-0.924 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017/7/3,0.969 ,0.098 ,0.112 ,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017/7/4,1.848 ,1.988 ,-0.117 ,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2017/7/5,1.551 ,0.704 ,0.246 ,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2017/7/6,-0.324 ,-1.524 ,-0.436 ,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2017/7/7,0.374 ,-0.484 ,-0.325 ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017/7/10,0.490 ,0.550 ,0.762 ,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017/7/12,-0.606 ,-0.032 ,-0.481 ,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2017/7/13,-0.242 ,-0.387 ,0.007 ,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2017/7/14,0.773 ,1.391 ,0.095 ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017/7/18,-1.246 ,-1.213 ,-0.591 ,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2017/7/19,-0.841 ,-0.161 ,0.105 ,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2017/7/20,0.358 ,0.259 ,0.618 ,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2017/7/21,-0.391 ,-0.742 ,-0.223 ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017/7/24,-0.766 ,-1.105 ,-0.617 ,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017/7/25,0.461 ,0.789 ,-0.102 ,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2017/7/26,1.293 ,0.489 ,0.476 ,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2017/7/27,1.034 ,-0.032 ,0.147 ,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2017/7/28,-0.351 ,-0.097 ,-0.597 ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017/7/31,0.097 ,1.007 ,-0.174 ,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017/8/1,1.057 ,0.612 ,0.304 ,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2017/8/3,-1.189 ,-0.902 ,-0.253 ,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2017/8/4,-0.145 ,-1.884 ,-0.384 ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017/8/7,1.978 ,0.064 ,0.519 ,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017/8/8,-0.047 ,-0.576 ,-0.299 ,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2017/8/9,-1.578 ,-1.190 ,-1.287 ,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2017/8/10,0.628 ,0.195 ,-0.045 ,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2017/8/14,-1.515 ,-1.526 ,-0.976 ,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017/8/15,1.538 ,0.825 ,1.107 ,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2017/8/16,-1.293 ,0.196 ,-0.122 ,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2017/8/17,-0.306 ,-0.621 ,-0.135 ,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2017/8/18,-0.811 ,-0.755 ,-1.179 ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017/8/21,0.620 ,-0.365 ,-0.397 ,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017/8/22,-0.405 ,0.432 ,-0.048 ,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2017/8/23,0.569 ,0.166 ,0.262 ,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2017/8/24,-1.068 ,0.231 ,-0.416 ,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2017/8/25,0.833 ,0.626 ,0.511 ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017/8/28,-0.519 ,-0.261 ,-0.014 ,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017/8/29,-0.587 ,-0.164 ,-0.449 ,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2017/8/31,0.520 ,1.348 ,0.716 ,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2017/9/1,-0.016 ,0.487 ,0.230 ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017/9/4,-0.210 ,-1.485 ,-0.930 ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017/9/5,0.810 ,0.229 ,-0.628 ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2017/9/6,-0.869 ,-0.687 ,-0.144 ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2017/9/7,1.136 ,1.417 ,0.199 ,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2017/9/8,-0.241 ,-0.292 ,-0.627 ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017/9/11,1.223 ,1.596 ,1.406 ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017/9/12,1.032 ,2.212 ,1.181 ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2017/9/13,0.880 ,0.941 ,0.451 ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2017/9/14,0.218 ,-0.062 ,-0.294 ,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2017/9/15,0.763 ,0.901 ,0.515 ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017/9/19,3.842 ,1.510 ,1.958 ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2017/9/20,-0.389 ,0.486 ,0.055 ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2017/9/21,0.524 ,0.634 ,0.182 ,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2017/9/22,-0.074 ,0.630 ,-0.251 ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017/9/25,0.759 ,0.298 ,0.498 ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017/9/26,0.455 ,-0.060 ,-0.330 ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2017/9/27,0.491 ,0.540 ,-0.311 ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2017/9/28,0.311 ,0.239 ,0.474 ,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2017/9/29,-0.869 ,-0.894 ,-0.034 ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017/10/2,-0.137 ,0.541 ,0.219 ,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017/10/3,0.688 ,1.104 ,1.045 ,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2017/10/4,-0.253 ,-0.502 ,0.061 ,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2017/10/5,0.802 ,0.534 ,0.009 ,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2017/10/6,1.549 ,0.207 ,0.301 ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017/10/10,1.611 ,0.295 ,0.642 ,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2017/10/11,-0.972 ,-0.117 ,0.277 ,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2017/10/12,-0.101 ,0.177 ,0.352 ,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2017/10/13,-0.405 ,-0.587 ,0.957 ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017/10/16,-0.231 ,0.383 ,0.474 ,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017/10/17,0.784 ,0.795 ,0.379 ,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2017/10/18,0.737 ,0.145 ,0.126 ,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2017/10/19,-0.088 ,0.670 ,0.400 ,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2017/10/20,0.272 ,-0.781 ,0.043 ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017/10/23,-0.258 ,1.255 ,1.114 ,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017/10/24,0.673 ,0.633 ,0.500 ,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2017/10/25,-0.569 ,-0.143 ,-0.447 ,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2017/10/26,0.631 ,0.574 ,0.148 ,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2017/10/27,0.583 ,0.799 ,1.236 ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017/10/30,0.057 ,0.169 ,0.015 ,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017/10/31,-1.230 ,-0.536 ,0.000 ,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2017/11/1,0.685 ,1.504 ,1.856 ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2017/11/2,1.663 ,5.202 ,0.531 ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2017/11/6,0.196 ,1.780 ,0.041 ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017/11/7,0.193 ,0.209 ,1.726 ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2017/11/8,0.990 ,-0.026 ,-0.104 ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2017/11/9,-1.215 ,-1.303 ,-0.197 ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2017/11/10,-0.808 ,-0.476 ,-0.819 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017/11/13,0.337 ,-1.219 ,-1.325 ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017/11/15,-2.412 ,-2.426 ,-1.571 ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2017/11/16,0.027 ,1.105 ,1.465 ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2017/11/17,-0.645 ,0.273 ,0.204 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017/11/20,0.201 ,0.463 ,-0.603 ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017/11/21,1.400 ,0.380 ,0.695 ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2017/11/22,0.725 ,0.378 ,0.476 ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2017/11/24,-0.789 ,-0.727 ,0.123 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017/11/27,0.042 ,-0.352 ,-0.243 ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017/11/28,0.170 ,1.035 ,-0.043 ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2017/11/29,0.200 ,0.215 ,0.493 ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2017/11/30,-0.113 ,0.617 ,0.565 ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2017/12/1,0.099 ,0.829 ,0.414 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017/12/4,-0.610 ,0.317 ,-0.490 ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017/12/5,-0.157 ,-0.528 ,-0.373 ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017/12/6,-1.699 ,-1.167 ,-1.969 ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017/12/7,0.784 ,0.886 ,1.447 ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017/12/8,1.227 ,0.453 ,1.391 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017/12/11,0.427 ,0.424 ,0.560 ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017/12/12,-0.084 ,0.449 ,-0.316 ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017/12/13,0.552 ,0.735 ,-0.473 ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017/12/14,0.228 ,-0.338 ,-0.280 ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017/12/15,-1.833 ,-1.022 ,-0.622 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017/12/18,2.813 ,1.270 ,1.545 ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017/12/19,0.447 ,1.539 ,-0.147 ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017/12/20,0.779 ,0.027 ,0.104 ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017/12/21,0.524 ,0.102 ,-0.112 ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017/12/22,-0.082 ,0.129 ,0.160 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017/12/26,-0.401 ,-0.483 ,-0.203 ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017/12/27,0.292 ,0.231 ,0.081 ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017/12/28,-0.727 ,-0.744 ,-0.555 ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017/12/29,-0.112 ,-0.104 ,-0.084 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018/1/4,2.773 ,3.210 ,3.257 ,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2018/1/5,1.874 ,0.878 ,0.886 ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018/1/9,-0.145 ,-0.272 ,0.571 ,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2018/1/10,2.189 ,2.294 ,-0.259 ,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2018/1/11,-0.999 ,-1.854 ,-0.327 ,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2018/1/12,-0.669 ,-1.440 ,-0.239 ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018/1/15,0.989 ,0.327 ,0.258 ,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018/1/16,1.046 ,0.200 ,0.999 ,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
